SEMESTER,CAT,AGE,SEX,CONCEPT,status,value
2020S2,TOTAL,Y064,M,POP,,40107
2020S2,TOTAL,Y064,F,POP,,43988
2020S2,TOTAL,Y064,TOTAL,POP,,84095
2020S2,TOTAL,Y065,M,POP,,38589
2020S2,TOTAL,Y065,F,POP,,42808
2020S2,TOTAL,Y065,TOTAL,POP,,81397
2020S2,TOTAL,Y066,M,POP,,37621
2020S2,TOTAL,Y066,F,POP,,41998
2020S2,TOTAL,Y066,TOTAL,POP,,79619
2020S2,TOTAL,Y067,M,POP,,37224
2020S2,TOTAL,Y067,F,POP,,41753
2020S2,TOTAL,Y067,TOTAL,POP,,78977
2020S2,TOTAL,Y068,M,POP,,35546
2020S2,TOTAL,Y068,F,POP,,40433
2020S2,TOTAL,Y068,TOTAL,POP,,75979
2020S2,TOTAL,Y069,M,POP,,33510
2020S2,TOTAL,Y069,F,POP,,38679
2020S2,TOTAL,Y069,TOTAL,POP,,72189
2020S2,TOTAL,Y070,M,POP,,33477
2020S2,TOTAL,Y070,F,POP,,38889
2020S2,TOTAL,Y070,TOTAL,POP,,72366
2020S2,TOTAL,Y071,M,POP,,34686
2020S2,TOTAL,Y071,F,POP,,40876
2020S2,TOTAL,Y071,TOTAL,POP,,75562
2020S2,TOTAL,Y072,M,POP,,33542
2020S2,TOTAL,Y072,F,POP,,39898
2020S2,TOTAL,Y072,TOTAL,POP,,73440
2020S2,TOTAL,Y073,M,POP,,30621
2020S2,TOTAL,Y073,F,POP,,36655
2020S2,TOTAL,Y073,TOTAL,POP,,67276
2020S2,TOTAL,Y074,M,POP,,29859
2020S2,TOTAL,Y074,F,POP,,36237
2020S2,TOTAL,Y074,TOTAL,POP,,66096
2020S2,TOTAL,Y075,M,POP,,28921
2020S2,TOTAL,Y075,F,POP,,35811
2020S2,TOTAL,Y075,TOTAL,POP,,64732
2020S2,TOTAL,Y076,M,POP,,26972
2020S2,TOTAL,Y076,F,POP,,33864
2020S2,TOTAL,Y076,TOTAL,POP,,60836
2020S2,TOTAL,Y077,M,POP,,24140
2020S2,TOTAL,Y077,F,POP,,30473
2020S2,TOTAL,Y077,TOTAL,POP,,54613
2020S2,TOTAL,Y078,M,POP,,20956
2020S2,TOTAL,Y078,F,POP,,26952
2020S2,TOTAL,Y078,TOTAL,POP,,47908
2020S2,TOTAL,Y079,M,POP,,22182
2020S2,TOTAL,Y079,F,POP,,28849
2020S2,TOTAL,Y079,TOTAL,POP,,51031
2020S2,TOTAL,Y080,M,POP,,18485
2020S2,TOTAL,Y080,F,POP,,24541
2020S2,TOTAL,Y080,TOTAL,POP,,43026
2020S2,TOTAL,Y081,M,POP,,14023
2020S2,TOTAL,Y081,F,POP,,19574
2020S2,TOTAL,Y081,TOTAL,POP,,33597
2020S2,TOTAL,Y082,M,POP,,16179
2020S2,TOTAL,Y082,F,POP,,23229
2020S2,TOTAL,Y082,TOTAL,POP,,39408
2020S2,TOTAL,Y083,M,POP,,16970
2020S2,TOTAL,Y083,F,POP,,25664
2020S2,TOTAL,Y083,TOTAL,POP,,42634
2020S2,TOTAL,Y084,M,POP,,15808
2020S2,TOTAL,Y084,F,POP,,24924
2020S2,TOTAL,Y084,TOTAL,POP,,40732
2020S2,TOTAL,Y085,M,POP,,14241
2020S2,TOTAL,Y085,F,POP,,23035
2020S2,TOTAL,Y085,TOTAL,POP,,37276
2020S2,TOTAL,Y086,M,POP,,12870
2020S2,TOTAL,Y086,F,POP,,21888
2020S2,TOTAL,Y086,TOTAL,POP,,34758
2020S2,TOTAL,Y087,M,POP,,11475
2020S2,TOTAL,Y087,F,POP,,20510
2020S2,TOTAL,Y087,TOTAL,POP,,31985
2020S2,TOTAL,Y088,M,POP,,9851
2020S2,TOTAL,Y088,F,POP,,18464
2020S2,TOTAL,Y088,TOTAL,POP,,28315
2020S2,TOTAL,Y089,M,POP,,8154
2020S2,TOTAL,Y089,F,POP,,16540
2020S2,TOTAL,Y089,TOTAL,POP,,24694
2020S2,TOTAL,Y090,M,POP,,6725
2020S2,TOTAL,Y090,F,POP,,14146
2020S2,TOTAL,Y090,TOTAL,POP,,20871
2020S2,TOTAL,Y091,M,POP,,5285
2020S2,TOTAL,Y091,F,POP,,11677
2020S2,TOTAL,Y091,TOTAL,POP,,16962
2020S2,TOTAL,Y092,M,POP,,4098
2020S2,TOTAL,Y092,F,POP,,9740
2020S2,TOTAL,Y092,TOTAL,POP,,13838
2020S2,TOTAL,Y093,M,POP,,3069
2020S2,TOTAL,Y093,F,POP,,8038
2020S2,TOTAL,Y093,TOTAL,POP,,11107
2020S2,TOTAL,Y094,M,POP,,2279
2020S2,TOTAL,Y094,F,POP,,6408
2020S2,TOTAL,Y094,TOTAL,POP,,8687
2020S2,TOTAL,Y095,M,POP,,1622
2020S2,TOTAL,Y095,F,POP,,4864
2020S2,TOTAL,Y095,TOTAL,POP,,6486
2020S2,TOTAL,Y096,M,POP,,1125
2020S2,TOTAL,Y096,F,POP,,3645
2020S2,TOTAL,Y096,TOTAL,POP,,4770
2020S2,TOTAL,Y097,M,POP,,751
2020S2,TOTAL,Y097,F,POP,,2592
2020S2,TOTAL,Y097,TOTAL,POP,,3343
2020S2,TOTAL,Y098,M,POP,,496
2020S2,TOTAL,Y098,F,POP,,1767
2020S2,TOTAL,Y098,TOTAL,POP,,2263
2020S2,TOTAL,Y099,M,POP,,296
2020S2,TOTAL,Y099,F,POP,,1194
2020S2,TOTAL,Y099,TOTAL,POP,,1490
2020S2,TOTAL,Y100,M,POP,,154
2020S2,TOTAL,Y100,F,POP,,752
2020S2,TOTAL,Y100,TOTAL,POP,,906
2020S2,TOTAL,Y101,M,POP,,79
2020S2,TOTAL,Y101,F,POP,,445
2020S2,TOTAL,Y101,TOTAL,POP,,524
2020S2,TOTAL,Y102,M,POP,,51
2020S2,TOTAL,Y102,F,POP,,275
2020S2,TOTAL,Y102,TOTAL,POP,,326
2020S2,TOTAL,Y103,M,POP,,26
2020S2,TOTAL,Y103,F,POP,,157
2020S2,TOTAL,Y103,TOTAL,POP,,183
2020S2,TOTAL,Y104,M,POP,,14
2020S2,TOTAL,Y104,F,POP,,87
2020S2,TOTAL,Y104,TOTAL,POP,,101
2020S2,TOTAL,Y_GE105,M,POP,,17
2020S2,TOTAL,Y_GE105,F,POP,,116
2020S2,TOTAL,Y_GE105,TOTAL,POP,,133
2020S2,TOTAL,TOTAL,M,POP,,3809587
2020S2,TOTAL,TOTAL,F,POP,,3931736
2020S2,TOTAL,TOTAL,TOTAL,POP,,7741323
2021S1,TOTAL,Y000,M,POP,,29604
2021S1,TOTAL,Y000,F,POP,,28431
2021S1,TOTAL,Y000,TOTAL,POP,,58035
2021S1,TOTAL,Y001,M,POP,,31864
2021S1,TOTAL,Y001,F,POP,,30516
2021S1,TOTAL,Y001,TOTAL,POP,,62380
2021S1,TOTAL,Y002,M,POP,,32922
2021S1,TOTAL,Y002,F,POP,,31371
2021S1,TOTAL,Y002,TOTAL,POP,,64293
2021S1,TOTAL,Y003,M,POP,,35622
2021S1,TOTAL,Y003,F,POP,,33579
2021S1,TOTAL,Y003,TOTAL,POP,,69201
2021S1,TOTAL,Y004,M,POP,,37152
2021S1,TOTAL,Y004,F,POP,,35215
2021S1,TOTAL,Y004,TOTAL,POP,,72367
2021S1,TOTAL,Y005,M,POP,,38391
2021S1,TOTAL,Y005,F,POP,,36183
2021S1,TOTAL,Y005,TOTAL,POP,,74574
2021S1,TOTAL,Y006,M,POP,,39222
2021S1,TOTAL,Y006,F,POP,,36412
2021S1,TOTAL,Y006,TOTAL,POP,,75634
2021S1,TOTAL,Y007,M,POP,,38636
2021S1,TOTAL,Y007,F,POP,,36472
2021S1,TOTAL,Y007,TOTAL,POP,,75108
2021S1,TOTAL,Y008,M,POP,,41183
2021S1,TOTAL,Y008,F,POP,,38683
2021S1,TOTAL,Y008,TOTAL,POP,,79866
2021S1,TOTAL,Y009,M,POP,,42359
2021S1,TOTAL,Y009,F,POP,,39939
2021S1,TOTAL,Y009,TOTAL,POP,,82298
2021S1,TOTAL,Y010,M,POP,,43717
2021S1,TOTAL,Y010,F,POP,,40887
2021S1,TOTAL,Y010,TOTAL,POP,,84604
2021S1,TOTAL,Y011,M,POP,,44405
2021S1,TOTAL,Y011,F,POP,,40998
2021S1,TOTAL,Y011,TOTAL,POP,,85403
2021S1,TOTAL,Y012,M,POP,,45898
2021S1,TOTAL,Y012,F,POP,,43110
2021S1,TOTAL,Y012,TOTAL,POP,,89008
2021S1,TOTAL,Y013,M,POP,,43910
2021S1,TOTAL,Y013,F,POP,,41204
2021S1,TOTAL,Y013,TOTAL,POP,,85114
2021S1,TOTAL,Y014,M,POP,,43810
2021S1,TOTAL,Y014,F,POP,,41315
2021S1,TOTAL,Y014,TOTAL,POP,,85125
2021S1,TOTAL,Y015,M,POP,,43298
2021S1,TOTAL,Y015,F,POP,,40681
2021S1,TOTAL,Y015,TOTAL,POP,,83979
2021S1,TOTAL,Y016,M,POP,,42650
2021S1,TOTAL,Y016,F,POP,,40333
2021S1,TOTAL,Y016,TOTAL,POP,,82983
2021S1,TOTAL,Y017,M,POP,,42195
2021S1,TOTAL,Y017,F,POP,,38989
2021S1,TOTAL,Y017,TOTAL,POP,,81184
2021S1,TOTAL,Y018,M,POP,,41595
2021S1,TOTAL,Y018,F,POP,,37618
2021S1,TOTAL,Y018,TOTAL,POP,,79213
2021S1,TOTAL,Y019,M,POP,,41763
2021S1,TOTAL,Y019,F,POP,,37864
2021S1,TOTAL,Y019,TOTAL,POP,,79627
2021S1,TOTAL,Y020,M,POP,,42175
2021S1,TOTAL,Y020,F,POP,,38949
2021S1,TOTAL,Y020,TOTAL,POP,,81124
2021S1,TOTAL,Y021,M,POP,,41280
2021S1,TOTAL,Y021,F,POP,,38286
2021S1,TOTAL,Y021,TOTAL,POP,,79566
2021S1,TOTAL,Y022,M,POP,,40619
2021S1,TOTAL,Y022,F,POP,,37400
2021S1,TOTAL,Y022,TOTAL,POP,,78019
2021S1,TOTAL,Y023,M,POP,,41404
2021S1,TOTAL,Y023,F,POP,,38995
2021S1,TOTAL,Y023,TOTAL,POP,,80399
2021S1,TOTAL,Y024,M,POP,,41460
2021S1,TOTAL,Y024,F,POP,,38539
2021S1,TOTAL,Y024,TOTAL,POP,,79999
2021S1,TOTAL,Y025,M,POP,,41785
2021S1,TOTAL,Y025,F,POP,,39808
2021S1,TOTAL,Y025,TOTAL,POP,,81593
2021S1,TOTAL,Y026,M,POP,,42927
2021S1,TOTAL,Y026,F,POP,,41341
2021S1,TOTAL,Y026,TOTAL,POP,,84268
2021S1,TOTAL,Y027,M,POP,,44249
2021S1,TOTAL,Y027,F,POP,,42855
2021S1,TOTAL,Y027,TOTAL,POP,,87104
2021S1,TOTAL,Y028,M,POP,,45910
2021S1,TOTAL,Y028,F,POP,,44412
2021S1,TOTAL,Y028,TOTAL,POP,,90322
2021S1,TOTAL,Y029,M,POP,,45481
2021S1,TOTAL,Y029,F,POP,,44264
2021S1,TOTAL,Y029,TOTAL,POP,,89745
2021S1,TOTAL,Y030,M,POP,,46341
2021S1,TOTAL,Y030,F,POP,,45318
2021S1,TOTAL,Y030,TOTAL,POP,,91659
2021S1,TOTAL,Y031,M,POP,,46530
2021S1,TOTAL,Y031,F,POP,,45699
2021S1,TOTAL,Y031,TOTAL,POP,,92229
2021S1,TOTAL,Y032,M,POP,,47290
2021S1,TOTAL,Y032,F,POP,,47349
2021S1,TOTAL,Y032,TOTAL,POP,,94639
2021S1,TOTAL,Y033,M,POP,,47830
2021S1,TOTAL,Y033,F,POP,,47151
2021S1,TOTAL,Y033,TOTAL,POP,,94981
2021S1,TOTAL,Y034,M,POP,,48073
2021S1,TOTAL,Y034,F,POP,,48861
2021S1,TOTAL,Y034,TOTAL,POP,,96934
2021S1,TOTAL,Y035,M,POP,,50115
2021S1,TOTAL,Y035,F,POP,,50113
2021S1,TOTAL,Y035,TOTAL,POP,,100228
2021S1,TOTAL,Y036,M,POP,,51439
2021S1,TOTAL,Y036,F,POP,,51566
2021S1,TOTAL,Y036,TOTAL,POP,,103005
2021S1,TOTAL,Y037,M,POP,,53108
2021S1,TOTAL,Y037,F,POP,,53017
2021S1,TOTAL,Y037,TOTAL,POP,,106125
2021S1,TOTAL,Y038,M,POP,,56643
2021S1,TOTAL,Y038,F,POP,,55683
2021S1,TOTAL,Y038,TOTAL,POP,,112326
2021S1,TOTAL,Y039,M,POP,,59434
2021S1,TOTAL,Y039,F,POP,,57735
2021S1,TOTAL,Y039,TOTAL,POP,,117169
2021S1,TOTAL,Y040,M,POP,,62284
2021S1,TOTAL,Y040,F,POP,,60852
2021S1,TOTAL,Y040,TOTAL,POP,,123136
2021S1,TOTAL,Y041,M,POP,,64624
2021S1,TOTAL,Y041,F,POP,,62501
2021S1,TOTAL,Y041,TOTAL,POP,,127125
2021S1,TOTAL,Y042,M,POP,,68195
2021S1,TOTAL,Y042,F,POP,,65235
2021S1,TOTAL,Y042,TOTAL,POP,,133430
2021S1,TOTAL,Y043,M,POP,,69352
2021S1,TOTAL,Y043,F,POP,,66203
2021S1,TOTAL,Y043,TOTAL,POP,,135555
2021S1,TOTAL,Y044,M,POP,,70060
2021S1,TOTAL,Y044,F,POP,,66940
2021S1,TOTAL,Y044,TOTAL,POP,,137000
2021S1,TOTAL,Y045,M,POP,,70373
2021S1,TOTAL,Y045,F,POP,,66762
2021S1,TOTAL,Y045,TOTAL,POP,,137135
2021S1,TOTAL,Y046,M,POP,,69361
2021S1,TOTAL,Y046,F,POP,,65709
2021S1,TOTAL,Y046,TOTAL,POP,,135070
2021S1,TOTAL,Y047,M,POP,,66696
2021S1,TOTAL,Y047,F,POP,,63832
2021S1,TOTAL,Y047,TOTAL,POP,,130528
2021S1,TOTAL,Y048,M,POP,,65609
2021S1,TOTAL,Y048,F,POP,,62755
2021S1,TOTAL,Y048,TOTAL,POP,,128364
2021S1,TOTAL,Y049,M,POP,,63619
2021S1,TOTAL,Y049,F,POP,,60833
2021S1,TOTAL,Y049,TOTAL,POP,,124452
2021S1,TOTAL,Y050,M,POP,,62250
2021S1,TOTAL,Y050,F,POP,,60034
2021S1,TOTAL,Y050,TOTAL,POP,,122284
2021S1,TOTAL,Y051,M,POP,,59684
2021S1,TOTAL,Y051,F,POP,,58249
2021S1,TOTAL,Y051,TOTAL,POP,,117933
2021S1,TOTAL,Y052,M,POP,,58755
2021S1,TOTAL,Y052,F,POP,,57343
2021S1,TOTAL,Y052,TOTAL,POP,,116098
2021S1,TOTAL,Y053,M,POP,,58390
2021S1,TOTAL,Y053,F,POP,,57607
2021S1,TOTAL,Y053,TOTAL,POP,,115997
2021S1,TOTAL,Y054,M,POP,,56847
2021S1,TOTAL,Y054,F,POP,,56072
2021S1,TOTAL,Y054,TOTAL,POP,,112919
2021S1,TOTAL,Y055,M,POP,,55243
2021S1,TOTAL,Y055,F,POP,,55616
2021S1,TOTAL,Y055,TOTAL,POP,,110859
2021S1,TOTAL,Y056,M,POP,,55373
2021S1,TOTAL,Y056,F,POP,,55774
2021S1,TOTAL,Y056,TOTAL,POP,,111147
2021S1,TOTAL,Y057,M,POP,,50963
2021S1,TOTAL,Y057,F,POP,,52820
2021S1,TOTAL,Y057,TOTAL,POP,,103783
2021S1,TOTAL,Y058,M,POP,,49563
2021S1,TOTAL,Y058,F,POP,,51362
2021S1,TOTAL,Y058,TOTAL,POP,,100925
2021S1,TOTAL,Y059,M,POP,,47357
2021S1,TOTAL,Y059,F,POP,,50231
2021S1,TOTAL,Y059,TOTAL,POP,,97588
2021S1,TOTAL,Y060,M,POP,,47222
2021S1,TOTAL,Y060,F,POP,,50268
2021S1,TOTAL,Y060,TOTAL,POP,,97490
2021S1,TOTAL,Y061,M,POP,,45658
2021S1,TOTAL,Y061,F,POP,,49456
2021S1,TOTAL,Y061,TOTAL,POP,,95114
2021S1,TOTAL,Y062,M,POP,,44959
2021S1,TOTAL,Y062,F,POP,,48486
2021S1,TOTAL,Y062,TOTAL,POP,,93445
2021S1,TOTAL,Y063,M,POP,,43330
2021S1,TOTAL,Y063,F,POP,,47270
2021S1,TOTAL,Y063,TOTAL,POP,,90600
2021S1,TOTAL,Y064,M,POP,,40507
2021S1,TOTAL,Y064,F,POP,,44391
2021S1,TOTAL,Y064,TOTAL,POP,,84898
2021S1,TOTAL,Y065,M,POP,,39111
2021S1,TOTAL,Y065,F,POP,,43288
2021S1,TOTAL,Y065,TOTAL,POP,,82399
2021S1,TOTAL,Y066,M,POP,,37474
2021S1,TOTAL,Y066,F,POP,,42003
2021S1,TOTAL,Y066,TOTAL,POP,,79477
2021S1,TOTAL,Y067,M,POP,,37115
2021S1,TOTAL,Y067,F,POP,,41678
2021S1,TOTAL,Y067,TOTAL,POP,,78793
2021S1,TOTAL,Y068,M,POP,,36574
2021S1,TOTAL,Y068,F,POP,,41487
2021S1,TOTAL,Y068,TOTAL,POP,,78061
2021S1,TOTAL,Y069,M,POP,,33868
2021S1,TOTAL,Y069,F,POP,,39053
2021S1,TOTAL,Y069,TOTAL,POP,,72921
2021S1,TOTAL,Y070,M,POP,,32425
2021S1,TOTAL,Y070,F,POP,,37893
2021S1,TOTAL,Y070,TOTAL,POP,,70318
2021S1,TOTAL,Y071,M,POP,,33701
2021S1,TOTAL,Y071,F,POP,,39506
2021S1,TOTAL,Y071,TOTAL,POP,,73207
2021S1,TOTAL,Y072,M,POP,,34728
2021S1,TOTAL,Y072,F,POP,,41715
2021S1,TOTAL,Y072,TOTAL,POP,,76443
2021S1,TOTAL,Y073,M,POP,,31439
2021S1,TOTAL,Y073,F,POP,,37622
2021S1,TOTAL,Y073,TOTAL,POP,,69061
2021S1,TOTAL,Y074,M,POP,,28912
2021S1,TOTAL,Y074,F,POP,,35143
2021S1,TOTAL,Y074,TOTAL,POP,,64055
2021S1,TOTAL,Y075,M,POP,,29734
2021S1,TOTAL,Y075,F,POP,,36735
2021S1,TOTAL,Y075,TOTAL,POP,,66469
2021S1,TOTAL,Y076,M,POP,,27080
2021S1,TOTAL,Y076,F,POP,,34223
2021S1,TOTAL,Y076,TOTAL,POP,,61303
2021S1,TOTAL,Y077,M,POP,,25755
2021S1,TOTAL,Y077,F,POP,,32824
2021S1,TOTAL,Y077,TOTAL,POP,,58579
2021S1,TOTAL,Y078,M,POP,,21479
2021S1,TOTAL,Y078,F,POP,,27497
2021S1,TOTAL,Y078,TOTAL,POP,,48976
2021S1,TOTAL,Y079,M,POP,,19397
2021S1,TOTAL,Y079,F,POP,,25709
2021S1,TOTAL,Y079,TOTAL,POP,,45106
2021S1,TOTAL,Y080,M,POP,,23560
2021S1,TOTAL,Y080,F,POP,,31059
2021S1,TOTAL,Y080,TOTAL,POP,,54619
2021S1,TOTAL,Y081,M,POP,,12536
2021S1,TOTAL,Y081,F,POP,,17364
2021S1,TOTAL,Y081,TOTAL,POP,,29900
2021S1,TOTAL,Y082,M,POP,,14422
2021S1,TOTAL,Y082,F,POP,,20774
2021S1,TOTAL,Y082,TOTAL,POP,,35196
2021S1,TOTAL,Y083,M,POP,,16524
2021S1,TOTAL,Y083,F,POP,,24503
2021S1,TOTAL,Y083,TOTAL,POP,,41027
2021S1,TOTAL,Y084,M,POP,,15863
2021S1,TOTAL,Y084,F,POP,,25315
2021S1,TOTAL,Y084,TOTAL,POP,,41178
2021S1,TOTAL,Y085,M,POP,,14177
2021S1,TOTAL,Y085,F,POP,,22971
2021S1,TOTAL,Y085,TOTAL,POP,,37148
2021S1,TOTAL,Y086,M,POP,,12668
2021S1,TOTAL,Y086,F,POP,,21401
2021S1,TOTAL,Y086,TOTAL,POP,,34069
2021S1,TOTAL,Y087,M,POP,,11388
2021S1,TOTAL,Y087,F,POP,,20394
2021S1,TOTAL,Y087,TOTAL,POP,,31782
2021S1,TOTAL,Y088,M,POP,,10004
2021S1,TOTAL,Y088,F,POP,,18590
2021S1,TOTAL,Y088,TOTAL,POP,,28594
2021S1,TOTAL,Y089,M,POP,,8113
2021S1,TOTAL,Y089,F,POP,,16310
2021S1,TOTAL,Y089,TOTAL,POP,,24423
2021S1,TOTAL,Y090,M,POP,,6789
2021S1,TOTAL,Y090,F,POP,,14622
2021S1,TOTAL,Y090,TOTAL,POP,,21411
2021S1,TOTAL,Y091,M,POP,,5297
2021S1,TOTAL,Y091,F,POP,,11649
2021S1,TOTAL,Y091,TOTAL,POP,,16946
2021S1,TOTAL,Y092,M,POP,,4146
2021S1,TOTAL,Y092,F,POP,,9795
2021S1,TOTAL,Y092,TOTAL,POP,,13941
2021S1,TOTAL,Y093,M,POP,,3037
2021S1,TOTAL,Y093,F,POP,,7824
2021S1,TOTAL,Y093,TOTAL,POP,,10861
2021S1,TOTAL,Y094,M,POP,,2323
2021S1,TOTAL,Y094,F,POP,,6515
2021S1,TOTAL,Y094,TOTAL,POP,,8838
2021S1,TOTAL,Y095,M,POP,,1601
2021S1,TOTAL,Y095,F,POP,,4823
2021S1,TOTAL,Y095,TOTAL,POP,,6424
2021S1,TOTAL,Y096,M,POP,,1142
2021S1,TOTAL,Y096,F,POP,,3647
2021S1,TOTAL,Y096,TOTAL,POP,,4789
2021S1,TOTAL,Y097,M,POP,,712
2021S1,TOTAL,Y097,F,POP,,2608
2021S1,TOTAL,Y097,TOTAL,POP,,3320
2021S1,TOTAL,Y098,M,POP,,523
2021S1,TOTAL,Y098,F,POP,,1783
2021S1,TOTAL,Y098,TOTAL,POP,,2306
2021S1,TOTAL,Y099,M,POP,,302
2021S1,TOTAL,Y099,F,POP,,1193
2021S1,TOTAL,Y099,TOTAL,POP,,1495
2021S1,TOTAL,Y100,M,POP,,160
2021S1,TOTAL,Y100,F,POP,,767
2021S1,TOTAL,Y100,TOTAL,POP,,927
2021S1,TOTAL,Y101,M,POP,,77
2021S1,TOTAL,Y101,F,POP,,422
2021S1,TOTAL,Y101,TOTAL,POP,,499
2021S1,TOTAL,Y102,M,POP,,45
2021S1,TOTAL,Y102,F,POP,,279
2021S1,TOTAL,Y102,TOTAL,POP,,324
2021S1,TOTAL,Y103,M,POP,,32
2021S1,TOTAL,Y103,F,POP,,157
2021S1,TOTAL,Y103,TOTAL,POP,,189
2021S1,TOTAL,Y104,M,POP,,11
2021S1,TOTAL,Y104,F,POP,,83
2021S1,TOTAL,Y104,TOTAL,POP,,94
2021S1,TOTAL,Y_GE105,M,POP,,16
2021S1,TOTAL,Y_GE105,F,POP,,107
2021S1,TOTAL,Y_GE105,TOTAL,POP,,123
2021S1,TOTAL,TOTAL,M,POP,,3814823
2021S1,TOTAL,TOTAL,F,POP,,3935073
2021S1,TOTAL,TOTAL,TOTAL,POP,,7749896
2021S2,TOTAL,Y000,M,POP,,29695
2021S2,TOTAL,Y000,F,POP,,28296
2021S2,TOTAL,Y000,TOTAL,POP,,57991
2021S2,TOTAL,Y001,M,POP,,31020
2021S2,TOTAL,Y001,F,POP,,29764
2021S2,TOTAL,Y001,TOTAL,POP,,60784
2021S2,TOTAL,Y002,M,POP,,32167
2021S2,TOTAL,Y002,F,POP,,30705
2021S2,TOTAL,Y002,TOTAL,POP,,62872
2021S2,TOTAL,Y003,M,POP,,34478
2021S2,TOTAL,Y003,F,POP,,32725
2021S2,TOTAL,Y003,TOTAL,POP,,67203
2021S2,TOTAL,Y004,M,POP,,36474
2021S2,TOTAL,Y004,F,POP,,34494
2021S2,TOTAL,Y004,TOTAL,POP,,70968
2021S2,TOTAL,Y005,M,POP,,37840
2021S2,TOTAL,Y005,F,POP,,35803
2021S2,TOTAL,Y005,TOTAL,POP,,73643
2021S2,TOTAL,Y006,M,POP,,38930
2021S2,TOTAL,Y006,F,POP,,36422
2021S2,TOTAL,Y006,TOTAL,POP,,75352
2021S2,TOTAL,Y007,M,POP,,39077
2021S2,TOTAL,Y007,F,POP,,36575
2021S2,TOTAL,Y007,TOTAL,POP,,75652
2021S2,TOTAL,Y008,M,POP,,40044
2021S2,TOTAL,Y008,F,POP,,37730
2021S2,TOTAL,Y008,TOTAL,POP,,77774
2021S2,TOTAL,Y009,M,POP,,41953
2021S2,TOTAL,Y009,F,POP,,39404
2021S2,TOTAL,Y009,TOTAL,POP,,81357
2021S2,TOTAL,Y010,M,POP,,43135
2021S2,TOTAL,Y010,F,POP,,40510
2021S2,TOTAL,Y010,TOTAL,POP,,83645
2021S2,TOTAL,Y011,M,POP,,44212
2021S2,TOTAL,Y011,F,POP,,41060
2021S2,TOTAL,Y011,TOTAL,POP,,85272
2021S2,TOTAL,Y012,M,POP,,45267
2021S2,TOTAL,Y012,F,POP,,42138
2021S2,TOTAL,Y012,TOTAL,POP,,87405
2021S2,TOTAL,Y013,M,POP,,45003
2021S2,TOTAL,Y013,F,POP,,42270
2021S2,TOTAL,Y013,TOTAL,POP,,87273
2021S2,TOTAL,Y014,M,POP,,43989
2021S2,TOTAL,Y014,F,POP,,41366
2021S2,TOTAL,Y014,TOTAL,POP,,85355
2021S2,TOTAL,Y015,M,POP,,43739
2021S2,TOTAL,Y015,F,POP,,41153
2021S2,TOTAL,Y015,TOTAL,POP,,84892
2021S2,TOTAL,Y016,M,POP,,43243
2021S2,TOTAL,Y016,F,POP,,40673
2021S2,TOTAL,Y016,TOTAL,POP,,83916
2021S2,TOTAL,Y017,M,POP,,42771
2021S2,TOTAL,Y017,F,POP,,39801
2021S2,TOTAL,Y017,TOTAL,POP,,82572
2021S2,TOTAL,Y018,M,POP,,42484
2021S2,TOTAL,Y018,F,POP,,38642
2021S2,TOTAL,Y018,TOTAL,POP,,81126
2021S2,TOTAL,Y019,M,POP,,42234
2021S2,TOTAL,Y019,F,POP,,38266
2021S2,TOTAL,Y019,TOTAL,POP,,80500
2021S2,TOTAL,Y020,M,POP,,42296
2021S2,TOTAL,Y020,F,POP,,38781
2021S2,TOTAL,Y020,TOTAL,POP,,81077
2021S2,TOTAL,Y021,M,POP,,42096
2021S2,TOTAL,Y021,F,POP,,39015
2021S2,TOTAL,Y021,TOTAL,POP,,81111
2021S2,TOTAL,Y022,M,POP,,41212
2021S2,TOTAL,Y022,F,POP,,38243
2021S2,TOTAL,Y022,TOTAL,POP,,79455
2021S2,TOTAL,Y023,M,POP,,41379
2021S2,TOTAL,Y023,F,POP,,38598
2021S2,TOTAL,Y023,TOTAL,POP,,79977
2021S2,TOTAL,Y024,M,POP,,41748
2021S2,TOTAL,Y024,F,POP,,39198
2021S2,TOTAL,Y024,TOTAL,POP,,80946
2021S2,TOTAL,Y025,M,POP,,42024
2021S2,TOTAL,Y025,F,POP,,39779
2021S2,TOTAL,Y025,TOTAL,POP,,81803
2021S2,TOTAL,Y026,M,POP,,42818
2021S2,TOTAL,Y026,F,POP,,41097
2021S2,TOTAL,Y026,TOTAL,POP,,83915
2021S2,TOTAL,Y027,M,POP,,43946
2021S2,TOTAL,Y027,F,POP,,42588
2021S2,TOTAL,Y027,TOTAL,POP,,86534
2021S2,TOTAL,Y028,M,POP,,45339
2021S2,TOTAL,Y028,F,POP,,43996
2021S2,TOTAL,Y028,TOTAL,POP,,89335
2021S2,TOTAL,Y029,M,POP,,46082
2021S2,TOTAL,Y029,F,POP,,44615
2021S2,TOTAL,Y029,TOTAL,POP,,90697
2021S2,TOTAL,Y030,M,POP,,46215
2021S2,TOTAL,Y030,F,POP,,44977
2021S2,TOTAL,Y030,TOTAL,POP,,91192
2021S2,TOTAL,Y031,M,POP,,46657
2021S2,TOTAL,Y031,F,POP,,45700
2021S2,TOTAL,Y031,TOTAL,POP,,92357
2021S2,TOTAL,Y032,M,POP,,47096
2021S2,TOTAL,Y032,F,POP,,46706
2021S2,TOTAL,Y032,TOTAL,POP,,93802
2021S2,TOTAL,Y033,M,POP,,47615
2021S2,TOTAL,Y033,F,POP,,47289
