SEMESTER,CAT,AGE,SEX,CONCEPT,status,value
2014S1,TOTAL,Y088,M,POP,,7647
2014S1,TOTAL,Y088,F,POP,,15620
2014S1,TOTAL,Y088,TOTAL,POP,,23267
2014S1,TOTAL,Y089,M,POP,,6359
2014S1,TOTAL,Y089,F,POP,,13894
2014S1,TOTAL,Y089,TOTAL,POP,,20253
2014S1,TOTAL,Y090,M,POP,,5135
2014S1,TOTAL,Y090,F,POP,,11547
2014S1,TOTAL,Y090,TOTAL,POP,,16682
2014S1,TOTAL,Y091,M,POP,,4044
2014S1,TOTAL,Y091,F,POP,,9977
2014S1,TOTAL,Y091,TOTAL,POP,,14021
2014S1,TOTAL,Y092,M,POP,,3058
2014S1,TOTAL,Y092,F,POP,,7740
2014S1,TOTAL,Y092,TOTAL,POP,,10798
2014S1,TOTAL,Y093,M,POP,,2118
2014S1,TOTAL,Y093,F,POP,,6117
2014S1,TOTAL,Y093,TOTAL,POP,,8235
2014S1,TOTAL,Y094,M,POP,,1313
2014S1,TOTAL,Y094,F,POP,,4330
2014S1,TOTAL,Y094,TOTAL,POP,,5643
2014S1,TOTAL,Y095,M,POP,,999
2014S1,TOTAL,Y095,F,POP,,3342
2014S1,TOTAL,Y095,TOTAL,POP,,4341
2014S1,TOTAL,Y096,M,POP,,685
2014S1,TOTAL,Y096,F,POP,,2416
2014S1,TOTAL,Y096,TOTAL,POP,,3101
2014S1,TOTAL,Y097,M,POP,,471
2014S1,TOTAL,Y097,F,POP,,1743
2014S1,TOTAL,Y097,TOTAL,POP,,2214
2014S1,TOTAL,Y098,M,POP,,334
2014S1,TOTAL,Y098,F,POP,,1196
2014S1,TOTAL,Y098,TOTAL,POP,,1530
2014S1,TOTAL,Y099,M,POP,,232
2014S1,TOTAL,Y099,F,POP,,931
2014S1,TOTAL,Y099,TOTAL,POP,,1163
2014S1,TOTAL,Y100,M,POP,,132
2014S1,TOTAL,Y100,F,POP,,632
2014S1,TOTAL,Y100,TOTAL,POP,,764
2014S1,TOTAL,Y101,M,POP,,83
2014S1,TOTAL,Y101,F,POP,,410
2014S1,TOTAL,Y101,TOTAL,POP,,493
2014S1,TOTAL,Y102,M,POP,,53
2014S1,TOTAL,Y102,F,POP,,236
2014S1,TOTAL,Y102,TOTAL,POP,,289
2014S1,TOTAL,Y103,M,POP,,38
2014S1,TOTAL,Y103,F,POP,,109
2014S1,TOTAL,Y103,TOTAL,POP,,147
2014S1,TOTAL,Y104,M,POP,,13
2014S1,TOTAL,Y104,F,POP,,68
2014S1,TOTAL,Y104,TOTAL,POP,,81
2014S1,TOTAL,Y_GE105,M,POP,,15
2014S1,TOTAL,Y_GE105,F,POP,,79
2014S1,TOTAL,Y_GE105,TOTAL,POP,,94
2014S1,TOTAL,TOTAL,M,POP,,3657680
2014S1,TOTAL,TOTAL,F,POP,,3780380
2014S1,TOTAL,TOTAL,TOTAL,POP,,7438060
2014S2,TOTAL,Y000,M,POP,,37077
2014S2,TOTAL,Y000,F,POP,,34727
2014S2,TOTAL,Y000,TOTAL,POP,,71804
2014S2,TOTAL,Y001,M,POP,,38633
2014S2,TOTAL,Y001,F,POP,,36375
2014S2,TOTAL,Y001,TOTAL,POP,,75008
2014S2,TOTAL,Y002,M,POP,,40741
2014S2,TOTAL,Y002,F,POP,,38389
2014S2,TOTAL,Y002,TOTAL,POP,,79130
2014S2,TOTAL,Y003,M,POP,,42378
2014S2,TOTAL,Y003,F,POP,,39670
2014S2,TOTAL,Y003,TOTAL,POP,,82048
2014S2,TOTAL,Y004,M,POP,,43248
2014S2,TOTAL,Y004,F,POP,,40079
2014S2,TOTAL,Y004,TOTAL,POP,,83327
2014S2,TOTAL,Y005,M,POP,,44306
2014S2,TOTAL,Y005,F,POP,,41340
2014S2,TOTAL,Y005,TOTAL,POP,,85646
2014S2,TOTAL,Y006,M,POP,,44210
2014S2,TOTAL,Y006,F,POP,,41444
2014S2,TOTAL,Y006,TOTAL,POP,,85654
2014S2,TOTAL,Y007,M,POP,,43073
2014S2,TOTAL,Y007,F,POP,,40324
2014S2,TOTAL,Y007,TOTAL,POP,,83397
2014S2,TOTAL,Y008,M,POP,,42526
2014S2,TOTAL,Y008,F,POP,,39832
2014S2,TOTAL,Y008,TOTAL,POP,,82358
2014S2,TOTAL,Y009,M,POP,,41653
2014S2,TOTAL,Y009,F,POP,,39257
2014S2,TOTAL,Y009,TOTAL,POP,,80910
2014S2,TOTAL,Y010,M,POP,,40592
2014S2,TOTAL,Y010,F,POP,,38276
2014S2,TOTAL,Y010,TOTAL,POP,,78868
2014S2,TOTAL,Y011,M,POP,,39093
2014S2,TOTAL,Y011,F,POP,,36717
2014S2,TOTAL,Y011,TOTAL,POP,,75810
2014S2,TOTAL,Y012,M,POP,,37670
2014S2,TOTAL,Y012,F,POP,,35625
2014S2,TOTAL,Y012,TOTAL,POP,,73295
2014S2,TOTAL,Y013,M,POP,,37293
2014S2,TOTAL,Y013,F,POP,,35449
2014S2,TOTAL,Y013,TOTAL,POP,,72742
2014S2,TOTAL,Y014,M,POP,,36722
2014S2,TOTAL,Y014,F,POP,,34875
2014S2,TOTAL,Y014,TOTAL,POP,,71597
2014S2,TOTAL,Y015,M,POP,,35654
2014S2,TOTAL,Y015,F,POP,,33289
2014S2,TOTAL,Y015,TOTAL,POP,,68943
2014S2,TOTAL,Y016,M,POP,,35229
2014S2,TOTAL,Y016,F,POP,,32545
2014S2,TOTAL,Y016,TOTAL,POP,,67774
2014S2,TOTAL,Y017,M,POP,,35022
2014S2,TOTAL,Y017,F,POP,,32160
2014S2,TOTAL,Y017,TOTAL,POP,,67182
2014S2,TOTAL,Y018,M,POP,,34571
2014S2,TOTAL,Y018,F,POP,,31803
2014S2,TOTAL,Y018,TOTAL,POP,,66374
2014S2,TOTAL,Y019,M,POP,,34547
2014S2,TOTAL,Y019,F,POP,,32208
2014S2,TOTAL,Y019,TOTAL,POP,,66755
2014S2,TOTAL,Y020,M,POP,,35107
2014S2,TOTAL,Y020,F,POP,,33022
2014S2,TOTAL,Y020,TOTAL,POP,,68129
2014S2,TOTAL,Y021,M,POP,,36060
2014S2,TOTAL,Y021,F,POP,,34294
2014S2,TOTAL,Y021,TOTAL,POP,,70354
2014S2,TOTAL,Y022,M,POP,,36483
2014S2,TOTAL,Y022,F,POP,,35013
2014S2,TOTAL,Y022,TOTAL,POP,,71496
2014S2,TOTAL,Y023,M,POP,,36790
2014S2,TOTAL,Y023,F,POP,,35823
2014S2,TOTAL,Y023,TOTAL,POP,,72613
2014S2,TOTAL,Y024,M,POP,,37577
2014S2,TOTAL,Y024,F,POP,,37185
2014S2,TOTAL,Y024,TOTAL,POP,,74762
2014S2,TOTAL,Y025,M,POP,,38584
2014S2,TOTAL,Y025,F,POP,,39029
2014S2,TOTAL,Y025,TOTAL,POP,,77613
2014S2,TOTAL,Y026,M,POP,,39629
2014S2,TOTAL,Y026,F,POP,,40605
2014S2,TOTAL,Y026,TOTAL,POP,,80234
2014S2,TOTAL,Y027,M,POP,,40928
2014S2,TOTAL,Y027,F,POP,,42257
2014S2,TOTAL,Y027,TOTAL,POP,,83185
2014S2,TOTAL,Y028,M,POP,,43029
2014S2,TOTAL,Y028,F,POP,,44468
2014S2,TOTAL,Y028,TOTAL,POP,,87497
2014S2,TOTAL,Y029,M,POP,,45323
2014S2,TOTAL,Y029,F,POP,,46628
2014S2,TOTAL,Y029,TOTAL,POP,,91951
2014S2,TOTAL,Y030,M,POP,,47571
2014S2,TOTAL,Y030,F,POP,,48771
2014S2,TOTAL,Y030,TOTAL,POP,,96342
2014S2,TOTAL,Y031,M,POP,,50888
2014S2,TOTAL,Y031,F,POP,,51479
2014S2,TOTAL,Y031,TOTAL,POP,,102367
2014S2,TOTAL,Y032,M,POP,,54607
2014S2,TOTAL,Y032,F,POP,,54262
2014S2,TOTAL,Y032,TOTAL,POP,,108869
2014S2,TOTAL,Y033,M,POP,,58051
2014S2,TOTAL,Y033,F,POP,,57109
2014S2,TOTAL,Y033,TOTAL,POP,,115160
2014S2,TOTAL,Y034,M,POP,,61125
2014S2,TOTAL,Y034,F,POP,,59829
2014S2,TOTAL,Y034,TOTAL,POP,,120954
2014S2,TOTAL,Y035,M,POP,,64790
2014S2,TOTAL,Y035,F,POP,,62239
2014S2,TOTAL,Y035,TOTAL,POP,,127029
2014S2,TOTAL,Y036,M,POP,,67941
2014S2,TOTAL,Y036,F,POP,,64526
2014S2,TOTAL,Y036,TOTAL,POP,,132467
2014S2,TOTAL,Y037,M,POP,,69342
2014S2,TOTAL,Y037,F,POP,,65678
2014S2,TOTAL,Y037,TOTAL,POP,,135020
2014S2,TOTAL,Y038,M,POP,,70189
2014S2,TOTAL,Y038,F,POP,,66103
2014S2,TOTAL,Y038,TOTAL,POP,,136292
2014S2,TOTAL,Y039,M,POP,,70012
2014S2,TOTAL,Y039,F,POP,,65553
2014S2,TOTAL,Y039,TOTAL,POP,,135565
2014S2,TOTAL,Y040,M,POP,,68394
2014S2,TOTAL,Y040,F,POP,,64141
2014S2,TOTAL,Y040,TOTAL,POP,,132535
2014S2,TOTAL,Y041,M,POP,,66715
2014S2,TOTAL,Y041,F,POP,,62796
2014S2,TOTAL,Y041,TOTAL,POP,,129511
2014S2,TOTAL,Y042,M,POP,,65423
2014S2,TOTAL,Y042,F,POP,,61356
2014S2,TOTAL,Y042,TOTAL,POP,,126779
2014S2,TOTAL,Y043,M,POP,,63815
2014S2,TOTAL,Y043,F,POP,,59947
2014S2,TOTAL,Y043,TOTAL,POP,,123762
2014S2,TOTAL,Y044,M,POP,,61937
2014S2,TOTAL,Y044,F,POP,,58761
2014S2,TOTAL,Y044,TOTAL,POP,,120698
2014S2,TOTAL,Y045,M,POP,,60437
2014S2,TOTAL,Y045,F,POP,,57507
2014S2,TOTAL,Y045,TOTAL,POP,,117944
2014S2,TOTAL,Y046,M,POP,,59902
2014S2,TOTAL,Y046,F,POP,,57341
2014S2,TOTAL,Y046,TOTAL,POP,,117243
2014S2,TOTAL,Y047,M,POP,,58988
2014S2,TOTAL,Y047,F,POP,,56868
2014S2,TOTAL,Y047,TOTAL,POP,,115856
2014S2,TOTAL,Y048,M,POP,,57630
2014S2,TOTAL,Y048,F,POP,,55860
2014S2,TOTAL,Y048,TOTAL,POP,,113490
2014S2,TOTAL,Y049,M,POP,,56934
2014S2,TOTAL,Y049,F,POP,,55802
2014S2,TOTAL,Y049,TOTAL,POP,,112736
2014S2,TOTAL,Y050,M,POP,,54930
2014S2,TOTAL,Y050,F,POP,,54538
2014S2,TOTAL,Y050,TOTAL,POP,,109468
2014S2,TOTAL,Y051,M,POP,,52173
2014S2,TOTAL,Y051,F,POP,,52368
2014S2,TOTAL,Y051,TOTAL,POP,,104541
2014S2,TOTAL,Y052,M,POP,,50483
2014S2,TOTAL,Y052,F,POP,,51188
2014S2,TOTAL,Y052,TOTAL,POP,,101671
2014S2,TOTAL,Y053,M,POP,,49411
2014S2,TOTAL,Y053,F,POP,,50700
2014S2,TOTAL,Y053,TOTAL,POP,,100111
2014S2,TOTAL,Y054,M,POP,,48766
2014S2,TOTAL,Y054,F,POP,,50396
2014S2,TOTAL,Y054,TOTAL,POP,,99162
2014S2,TOTAL,Y055,M,POP,,47795
2014S2,TOTAL,Y055,F,POP,,49736
2014S2,TOTAL,Y055,TOTAL,POP,,97531
2014S2,TOTAL,Y056,M,POP,,46732
2014S2,TOTAL,Y056,F,POP,,48792
2014S2,TOTAL,Y056,TOTAL,POP,,95524
2014S2,TOTAL,Y057,M,POP,,44530
2014S2,TOTAL,Y057,F,POP,,46746
2014S2,TOTAL,Y057,TOTAL,POP,,91276
2014S2,TOTAL,Y058,M,POP,,42589
2014S2,TOTAL,Y058,F,POP,,44799
2014S2,TOTAL,Y058,TOTAL,POP,,87388
2014S2,TOTAL,Y059,M,POP,,41281
2014S2,TOTAL,Y059,F,POP,,43689
2014S2,TOTAL,Y059,TOTAL,POP,,84970
2014S2,TOTAL,Y060,M,POP,,40376
2014S2,TOTAL,Y060,F,POP,,42951
2014S2,TOTAL,Y060,TOTAL,POP,,83327
2014S2,TOTAL,Y061,M,POP,,40267
2014S2,TOTAL,Y061,F,POP,,42777
2014S2,TOTAL,Y061,TOTAL,POP,,83044
2014S2,TOTAL,Y062,M,POP,,38655
2014S2,TOTAL,Y062,F,POP,,41599
2014S2,TOTAL,Y062,TOTAL,POP,,80254
2014S2,TOTAL,Y063,M,POP,,36542
2014S2,TOTAL,Y063,F,POP,,39800
2014S2,TOTAL,Y063,TOTAL,POP,,76342
2014S2,TOTAL,Y064,M,POP,,36847
2014S2,TOTAL,Y064,F,POP,,40158
2014S2,TOTAL,Y064,TOTAL,POP,,77005
2014S2,TOTAL,Y065,M,POP,,38468
2014S2,TOTAL,Y065,F,POP,,42411
2014S2,TOTAL,Y065,TOTAL,POP,,80879
2014S2,TOTAL,Y066,M,POP,,37437
2014S2,TOTAL,Y066,F,POP,,41594
2014S2,TOTAL,Y066,TOTAL,POP,,79031
2014S2,TOTAL,Y067,M,POP,,34396
2014S2,TOTAL,Y067,F,POP,,38346
2014S2,TOTAL,Y067,TOTAL,POP,,72742
2014S2,TOTAL,Y068,M,POP,,33913
2014S2,TOTAL,Y068,F,POP,,38110
2014S2,TOTAL,Y068,TOTAL,POP,,72023
2014S2,TOTAL,Y069,M,POP,,33358
2014S2,TOTAL,Y069,F,POP,,37910
2014S2,TOTAL,Y069,TOTAL,POP,,71268
2014S2,TOTAL,Y070,M,POP,,31427
2014S2,TOTAL,Y070,F,POP,,36209
2014S2,TOTAL,Y070,TOTAL,POP,,67636
2014S2,TOTAL,Y071,M,POP,,28513
2014S2,TOTAL,Y071,F,POP,,32840
2014S2,TOTAL,Y071,TOTAL,POP,,61353
2014S2,TOTAL,Y072,M,POP,,25218
2014S2,TOTAL,Y072,F,POP,,29271
2014S2,TOTAL,Y072,TOTAL,POP,,54489
2014S2,TOTAL,Y073,M,POP,,27176
2014S2,TOTAL,Y073,F,POP,,31774
2014S2,TOTAL,Y073,TOTAL,POP,,58950
2014S2,TOTAL,Y074,M,POP,,23209
2014S2,TOTAL,Y074,F,POP,,27501
2014S2,TOTAL,Y074,TOTAL,POP,,50710
2014S2,TOTAL,Y075,M,POP,,18134
2014S2,TOTAL,Y075,F,POP,,22345
2014S2,TOTAL,Y075,TOTAL,POP,,40479
2014S2,TOTAL,Y076,M,POP,,21553
2014S2,TOTAL,Y076,F,POP,,27126
2014S2,TOTAL,Y076,TOTAL,POP,,48679
2014S2,TOTAL,Y077,M,POP,,23425
2014S2,TOTAL,Y077,F,POP,,30603
2014S2,TOTAL,Y077,TOTAL,POP,,54028
2014S2,TOTAL,Y078,M,POP,,22683
2014S2,TOTAL,Y078,F,POP,,30656
2014S2,TOTAL,Y078,TOTAL,POP,,53339
2014S2,TOTAL,Y079,M,POP,,21312
2014S2,TOTAL,Y079,F,POP,,29254
2014S2,TOTAL,Y079,TOTAL,POP,,50566
2014S2,TOTAL,Y080,M,POP,,20436
2014S2,TOTAL,Y080,F,POP,,28882
2014S2,TOTAL,Y080,TOTAL,POP,,49318
2014S2,TOTAL,Y081,M,POP,,19328
2014S2,TOTAL,Y081,F,POP,,28482
2014S2,TOTAL,Y081,TOTAL,POP,,47810
2014S2,TOTAL,Y082,M,POP,,17625
2014S2,TOTAL,Y082,F,POP,,27015
2014S2,TOTAL,Y082,TOTAL,POP,,44640
2014S2,TOTAL,Y083,M,POP,,16047
2014S2,TOTAL,Y083,F,POP,,25750
2014S2,TOTAL,Y083,TOTAL,POP,,41797
2014S2,TOTAL,Y084,M,POP,,14306
2014S2,TOTAL,Y084,F,POP,,23742
2014S2,TOTAL,Y084,TOTAL,POP,,38048
2014S2,TOTAL,Y085,M,POP,,12408
2014S2,TOTAL,Y085,F,POP,,21490
2014S2,TOTAL,Y085,TOTAL,POP,,33898
2014S2,TOTAL,Y086,M,POP,,10717
2014S2,TOTAL,Y086,F,POP,,19644
2014S2,TOTAL,Y086,TOTAL,POP,,30361
2014S2,TOTAL,Y087,M,POP,,9252
2014S2,TOTAL,Y087,F,POP,,18000
2014S2,TOTAL,Y087,TOTAL,POP,,27252
2014S2,TOTAL,Y088,M,POP,,7831
2014S2,TOTAL,Y088,F,POP,,16108
2014S2,TOTAL,Y088,TOTAL,POP,,23939
2014S2,TOTAL,Y089,M,POP,,6460
2014S2,TOTAL,Y089,F,POP,,13974
2014S2,TOTAL,Y089,TOTAL,POP,,20434
2014S2,TOTAL,Y090,M,POP,,5265
2014S2,TOTAL,Y090,F,POP,,11900
2014S2,TOTAL,Y090,TOTAL,POP,,17165
2014S2,TOTAL,Y091,M,POP,,4147
2014S2,TOTAL,Y091,F,POP,,9999
2014S2,TOTAL,Y091,TOTAL,POP,,14146
2014S2,TOTAL,Y092,M,POP,,3184
2014S2,TOTAL,Y092,F,POP,,8177
2014S2,TOTAL,Y092,TOTAL,POP,,11361
2014S2,TOTAL,Y093,M,POP,,2265
2014S2,TOTAL,Y093,F,POP,,6307
2014S2,TOTAL,Y093,TOTAL,POP,,8572
2014S2,TOTAL,Y094,M,POP,,1497
2014S2,TOTAL,Y094,F,POP,,4690
2014S2,TOTAL,Y094,TOTAL,POP,,6187
2014S2,TOTAL,Y095,M,POP,,981
2014S2,TOTAL,Y095,F,POP,,3409
2014S2,TOTAL,Y095,TOTAL,POP,,4390
2014S2,TOTAL,Y096,M,POP,,714
2014S2,TOTAL,Y096,F,POP,,2502
2014S2,TOTAL,Y096,TOTAL,POP,,3216
2014S2,TOTAL,Y097,M,POP,,479
2014S2,TOTAL,Y097,F,POP,,1804
2014S2,TOTAL,Y097,TOTAL,POP,,2283
2014S2,TOTAL,Y098,M,POP,,329
2014S2,TOTAL,Y098,F,POP,,1235
2014S2,TOTAL,Y098,TOTAL,POP,,1564
2014S2,TOTAL,Y099,M,POP,,232
2014S2,TOTAL,Y099,F,POP,,892
2014S2,TOTAL,Y099,TOTAL,POP,,1124
2014S2,TOTAL,Y100,M,POP,,152
2014S2,TOTAL,Y100,F,POP,,662
2014S2,TOTAL,Y100,TOTAL,POP,,814
2014S2,TOTAL,Y101,M,POP,,80
2014S2,TOTAL,Y101,F,POP,,425
2014S2,TOTAL,Y101,TOTAL,POP,,505
2014S2,TOTAL,Y102,M,POP,,55
2014S2,TOTAL,Y102,F,POP,,254
2014S2,TOTAL,Y102,TOTAL,POP,,309
2014S2,TOTAL,Y103,M,POP,,32
2014S2,TOTAL,Y103,F,POP,,126
2014S2,TOTAL,Y103,TOTAL,POP,,158
2014S2,TOTAL,Y104,M,POP,,16
2014S2,TOTAL,Y104,F,POP,,71
2014S2,TOTAL,Y104,TOTAL,POP,,87
2014S2,TOTAL,Y_GE105,M,POP,,13
2014S2,TOTAL,Y_GE105,F,POP,,82
2014S2,TOTAL,Y_GE105,TOTAL,POP,,95
2014S2,TOTAL,TOTAL,M,POP,,3653889
2014S2,TOTAL,TOTAL,F,POP,,3780445
2014S2,TOTAL,TOTAL,TOTAL,POP,,7434334
2015S1,TOTAL,Y000,M,POP,,37170
2015S1,TOTAL,Y000,F,POP,,34615
2015S1,TOTAL,Y000,TOTAL,POP,,71785
2015S1,TOTAL,Y001,M,POP,,37213
2015S1,TOTAL,Y001,F,POP,,35101
2015S1,TOTAL,Y001,TOTAL,POP,,72314
2015S1,TOTAL,Y002,M,POP,,39791
2015S1,TOTAL,Y002,F,POP,,37458
2015S1,TOTAL,Y002,TOTAL,POP,,77249
2015S1,TOTAL,Y003,M,POP,,41584
2015S1,TOTAL,Y003,F,POP,,39221
2015S1,TOTAL,Y003,TOTAL,POP,,80805
2015S1,TOTAL,Y004,M,POP,,42983
2015S1,TOTAL,Y004,F,POP,,39884
2015S1,TOTAL,Y004,TOTAL,POP,,82867
2015S1,TOTAL,Y005,M,POP,,43259
2015S1,TOTAL,Y005,F,POP,,40076
2015S1,TOTAL,Y005,TOTAL,POP,,83335
2015S1,TOTAL,Y006,M,POP,,45079
2015S1,TOTAL,Y006,F,POP,,42391
2015S1,TOTAL,Y006,TOTAL,POP,,87470
2015S1,TOTAL,Y007,M,POP,,43133
2015S1,TOTAL,Y007,F,POP,,40311
2015S1,TOTAL,Y007,TOTAL,POP,,83444
2015S1,TOTAL,Y008,M,POP,,42821
2015S1,TOTAL,Y008,F,POP,,40172
2015S1,TOTAL,Y008,TOTAL,POP,,82993
2015S1,TOTAL,Y009,M,POP,,42065
2015S1,TOTAL,Y009,F,POP,,39397
2015S1,TOTAL,Y009,TOTAL,POP,,81462
2015S1,TOTAL,Y010,M,POP,,41084
2015S1,TOTAL,Y010,F,POP,,39020
2015S1,TOTAL,Y010,TOTAL,POP,,80104
2015S1,TOTAL,Y011,M,POP,,40001
2015S1,TOTAL,Y011,F,POP,,37436
2015S1,TOTAL,Y011,TOTAL,POP,,77437
2015S1,TOTAL,Y012,M,POP,,38098
2015S1,TOTAL,Y012,F,POP,,35916
2015S1,TOTAL,Y012,TOTAL,POP,,74014
2015S1,TOTAL,Y013,M,POP,,37147
2015S1,TOTAL,Y013,F,POP,,35304
2015S1,TOTAL,Y013,TOTAL,POP,,72451
2015S1,TOTAL,Y014,M,POP,,37362
2015S1,TOTAL,Y014,F,POP,,35513
2015S1,TOTAL,Y014,TOTAL,POP,,72875
2015S1,TOTAL,Y015,M,POP,,36078
2015S1,TOTAL,Y015,F,POP,,34175
2015S1,TOTAL,Y015,TOTAL,POP,,70253
2015S1,TOTAL,Y016,M,POP,,35214
2015S1,TOTAL,Y016,F,POP,,32332
2015S1,TOTAL,Y016,TOTAL,POP,,67546
2015S1,TOTAL,Y017,M,POP,,35297
2015S1,TOTAL,Y017,F,POP,,32762
2015S1,TOTAL,Y017,TOTAL,POP,,68059
2015S1,TOTAL,Y018,M,POP,,35024
2015S1,TOTAL,Y018,F,POP,,31737
2015S1,TOTAL,Y018,TOTAL,POP,,66761
2015S1,TOTAL,Y019,M,POP,,34370
2015S1,TOTAL,Y019,F,POP,,32135
2015S1,TOTAL,Y019,TOTAL,POP,,66505
2015S1,TOTAL,Y020,M,POP,,34901
2015S1,TOTAL,Y020,F,POP,,32783
2015S1,TOTAL,Y020,TOTAL,POP,,67684
2015S1,TOTAL,Y021,M,POP,,35697
2015S1,TOTAL,Y021,F,POP,,33878
2015S1,TOTAL,Y021,TOTAL,POP,,69575
2015S1,TOTAL,Y022,M,POP,,36777
2015S1,TOTAL,Y022,F,POP,,35272
2015S1,TOTAL,Y022,TOTAL,POP,,72049
2015S1,TOTAL,Y023,M,POP,,36644
2015S1,TOTAL,Y023,F,POP,,35579
2015S1,TOTAL,Y023,TOTAL,POP,,72223
2015S1,TOTAL,Y024,M,POP,,37289
2015S1,TOTAL,Y024,F,POP,,36769
2015S1,TOTAL,Y024,TOTAL,POP,,74058
2015S1,TOTAL,Y025,M,POP,,38234
2015S1,TOTAL,Y025,F,POP,,38416
2015S1,TOTAL,Y025,TOTAL,POP,,76650
2015S1,TOTAL,Y026,M,POP,,39286
2015S1,TOTAL,Y026,F,POP,,40301
2015S1,TOTAL,Y026,TOTAL,POP,,79587
2015S1,TOTAL,Y027,M,POP,,40283
2015S1,TOTAL,Y027,F,POP,,41275
2015S1,TOTAL,Y027,TOTAL,POP,,81558
2015S1,TOTAL,Y028,M,POP,,41649
2015S1,TOTAL,Y028,F,POP,,43482
2015S1,TOTAL,Y028,TOTAL,POP,,85131
2015S1,TOTAL,Y029,M,POP,,44347
2015S1,TOTAL,Y029,F,POP,,45541
2015S1,TOTAL,Y029,TOTAL,POP,,89888
2015S1,TOTAL,Y030,M,POP,,46167
2015S1,TOTAL,Y030,F,POP,,47698
2015S1,TOTAL,Y030,TOTAL,POP,,93865
2015S1,TOTAL,Y031,M,POP,,48712
2015S1,TOTAL,Y031,F,POP,,49676
2015S1,TOTAL,Y031,TOTAL,POP,,98388
2015S1,TOTAL,Y032,M,POP,,52641
2015S1,TOTAL,Y032,F,POP,,53015
2015S1,TOTAL,Y032,TOTAL,POP,,105656
2015S1,TOTAL,Y033,M,POP,,56099
2015S1,TOTAL,Y033,F,POP,,55172
2015S1,TOTAL,Y033,TOTAL,POP,,111271
2015S1,TOTAL,Y034,M,POP,,59378
2015S1,TOTAL,Y034,F,POP,,58724
2015S1,TOTAL,Y034,TOTAL,POP,,118102
2015S1,TOTAL,Y035,M,POP,,62301
2015S1,TOTAL,Y035,F,POP,,60432
2015S1,TOTAL,Y035,TOTAL,POP,,122733
2015S1,TOTAL,Y036,M,POP,,66694
2015S1,TOTAL,Y036,F,POP,,63655
2015S1,TOTAL,Y036,TOTAL,POP,,130349
2015S1,TOTAL,Y037,M,POP,,68566
2015S1,TOTAL,Y037,F,POP,,64942
2015S1,TOTAL,Y037,TOTAL,POP,,133508
2015S1,TOTAL,Y038,M,POP,,69450
2015S1,TOTAL,Y038,F,POP,,65990
2015S1,TOTAL,Y038,TOTAL,POP,,135440
2015S1,TOTAL,Y039,M,POP,,70107
2015S1,TOTAL,Y039,F,POP,,65813
2015S1,TOTAL,Y039,TOTAL,POP,,135920
2015S1,TOTAL,Y040,M,POP,,69288
2015S1,TOTAL,Y040,F,POP,,64860
2015S1,TOTAL,Y040,TOTAL,POP,,134148
2015S1,TOTAL,Y041,M,POP,,66771
2015S1,TOTAL,Y041,F,POP,,63094
2015S1,TOTAL,Y041,TOTAL,POP,,129865
2015S1,TOTAL,Y042,M,POP,,65990
2015S1,TOTAL,Y042,F,POP,,62168
2015S1,TOTAL,Y042,TOTAL,POP,,128158
2015S1,TOTAL,Y043,M,POP,,64055
2015S1,TOTAL,Y043,F,POP,,60210
2015S1,TOTAL,Y043,TOTAL,POP,,124265
2015S1,TOTAL,Y044,M,POP,,62784
2015S1,TOTAL,Y044,F,POP,,59449
2015S1,TOTAL,Y044,TOTAL,POP,,122233
2015S1,TOTAL,Y045,M,POP,,60434
2015S1,TOTAL,Y045,F,POP,,57831
2015S1,TOTAL,Y045,TOTAL,POP,,118265
2015S1,TOTAL,Y046,M,POP,,59738
2015S1,TOTAL,Y046,F,POP,,56873
2015S1,TOTAL,Y046,TOTAL,POP,,116611
2015S1,TOTAL,Y047,M,POP,,59430
2015S1,TOTAL,Y047,F,POP,,57497
2015S1,TOTAL,Y047,TOTAL,POP,,116927
2015S1,TOTAL,Y048,M,POP,,58045
2015S1,TOTAL,Y048,F,POP,,55945
2015S1,TOTAL,Y048,TOTAL,POP,,113990
2015S1,TOTAL,Y049,M,POP,,56561
2015S1,TOTAL,Y049,F,POP,,55548
2015S1,TOTAL,Y049,TOTAL,POP,,112109
2015S1,TOTAL,Y050,M,POP,,56811
2015S1,TOTAL,Y050,F,POP,,55808
2015S1,TOTAL,Y050,TOTAL,POP,,112619
2015S1,TOTAL,Y051,M,POP,,52477
2015S1,TOTAL,Y051,F,POP,,52948
2015S1,TOTAL,Y051,TOTAL,POP,,105425
2015S1,TOTAL,Y052,M,POP,,51320
2015S1,TOTAL,Y052,F,POP,,51528
2015S1,TOTAL,Y052,TOTAL,POP,,102848
2015S1,TOTAL,Y053,M,POP,,49147
2015S1,TOTAL,Y053,F,POP,,50611
2015S1,TOTAL,Y053,TOTAL,POP,,99758
2015S1,TOTAL,Y054,M,POP,,49149
2015S1,TOTAL,Y054,F,POP,,50580
2015S1,TOTAL,Y054,TOTAL,POP,,99729
2015S1,TOTAL,Y055,M,POP,,47810
2015S1,TOTAL,Y055,F,POP,,49980
2015S1,TOTAL,Y055,TOTAL,POP,,97790
2015S1,TOTAL,Y056,M,POP,,47273
2015S1,TOTAL,Y056,F,POP,,49254
2015S1,TOTAL,Y056,TOTAL,POP,,96527
2015S1,TOTAL,Y057,M,POP,,45742
2015S1,TOTAL,Y057,F,POP,,48021
