any;Catalunya;edat any a any;nacionalitat;sexe;concepte;estat;valor
2022;Catalunya;72 anys;estrangera;homes;població;;1328
2022;Catalunya;72 anys;estrangera;dones;població;;1705
2022;Catalunya;72 anys;estrangera;total;població;;3033
2022;Catalunya;72 anys;total;homes;població;;32884
2022;Catalunya;72 anys;total;dones;població;;39073
2022;Catalunya;72 anys;total;total;població;;71957
2022;Catalunya;73 anys;espanyola;homes;població;;32571
2022;Catalunya;73 anys;espanyola;dones;població;;39716
2022;Catalunya;73 anys;espanyola;total;població;;72287
2022;Catalunya;73 anys;estrangera;homes;població;;1287
2022;Catalunya;73 anys;estrangera;dones;població;;1552
2022;Catalunya;73 anys;estrangera;total;població;;2839
2022;Catalunya;73 anys;total;homes;població;;33858
2022;Catalunya;73 anys;total;dones;població;;41268
2022;Catalunya;73 anys;total;total;població;;75126
2022;Catalunya;74 anys;espanyola;homes;població;;29513
2022;Catalunya;74 anys;espanyola;dones;població;;35699
2022;Catalunya;74 anys;espanyola;total;població;;65212
2022;Catalunya;74 anys;estrangera;homes;població;;1100
2022;Catalunya;74 anys;estrangera;dones;població;;1456
2022;Catalunya;74 anys;estrangera;total;població;;2556
2022;Catalunya;74 anys;total;homes;població;;30613
2022;Catalunya;74 anys;total;dones;població;;37155
2022;Catalunya;74 anys;total;total;població;;67768
2022;Catalunya;75 anys;espanyola;homes;població;;27137
2022;Catalunya;75 anys;espanyola;dones;població;;33409
2022;Catalunya;75 anys;espanyola;total;població;;60546
2022;Catalunya;75 anys;estrangera;homes;població;;965
2022;Catalunya;75 anys;estrangera;dones;població;;1267
2022;Catalunya;75 anys;estrangera;total;població;;2232
2022;Catalunya;75 anys;total;homes;població;;28102
2022;Catalunya;75 anys;total;dones;població;;34676
2022;Catalunya;75 anys;total;total;població;;62778
2022;Catalunya;76 anys;espanyola;homes;població;;27985
2022;Catalunya;76 anys;espanyola;dones;població;;35058
2022;Catalunya;76 anys;espanyola;total;població;;63043
2022;Catalunya;76 anys;estrangera;homes;població;;814
2022;Catalunya;76 anys;estrangera;dones;població;;1106
2022;Catalunya;76 anys;estrangera;total;població;;1920
2022;Catalunya;76 anys;total;homes;població;;28799
2022;Catalunya;76 anys;total;dones;població;;36164
2022;Catalunya;76 anys;total;total;població;;64963
2022;Catalunya;77 anys;espanyola;homes;població;;25339
2022;Catalunya;77 anys;espanyola;dones;població;;32652
2022;Catalunya;77 anys;espanyola;total;població;;57991
2022;Catalunya;77 anys;estrangera;homes;població;;805
2022;Catalunya;77 anys;estrangera;dones;població;;1018
2022;Catalunya;77 anys;estrangera;total;població;;1823
2022;Catalunya;77 anys;total;homes;població;;26144
2022;Catalunya;77 anys;total;dones;població;;33670
2022;Catalunya;77 anys;total;total;població;;59814
2022;Catalunya;78 anys;espanyola;homes;població;;24029
2022;Catalunya;78 anys;espanyola;dones;població;;31338
2022;Catalunya;78 anys;espanyola;total;població;;55367
2022;Catalunya;78 anys;estrangera;homes;població;;719
2022;Catalunya;78 anys;estrangera;dones;població;;905
2022;Catalunya;78 anys;estrangera;total;població;;1624
2022;Catalunya;78 anys;total;homes;població;;24748
2022;Catalunya;78 anys;total;dones;població;;32243
2022;Catalunya;78 anys;total;total;població;;56991
2022;Catalunya;79 anys;espanyola;homes;població;;19935
2022;Catalunya;79 anys;espanyola;dones;població;;25997
2022;Catalunya;79 anys;espanyola;total;població;;45932
2022;Catalunya;79 anys;estrangera;homes;població;;630
2022;Catalunya;79 anys;estrangera;dones;població;;842
2022;Catalunya;79 anys;estrangera;total;població;;1472
2022;Catalunya;79 anys;total;homes;població;;20565
2022;Catalunya;79 anys;total;dones;població;;26839
2022;Catalunya;79 anys;total;total;població;;47404
2022;Catalunya;80 anys;espanyola;homes;població;;18003
2022;Catalunya;80 anys;espanyola;dones;població;;24321
2022;Catalunya;80 anys;espanyola;total;població;;42324
2022;Catalunya;80 anys;estrangera;homes;població;;535
2022;Catalunya;80 anys;estrangera;dones;població;;702
2022;Catalunya;80 anys;estrangera;total;població;;1237
2022;Catalunya;80 anys;total;homes;població;;18538
2022;Catalunya;80 anys;total;dones;població;;25023
2022;Catalunya;80 anys;total;total;població;;43561
2022;Catalunya;81 anys;espanyola;homes;població;;21773
2022;Catalunya;81 anys;espanyola;dones;població;;29351
2022;Catalunya;81 anys;espanyola;total;població;;51124
2022;Catalunya;81 anys;estrangera;homes;població;;533
2022;Catalunya;81 anys;estrangera;dones;població;;770
2022;Catalunya;81 anys;estrangera;total;població;;1303
2022;Catalunya;81 anys;total;homes;població;;22306
2022;Catalunya;81 anys;total;dones;població;;30121
2022;Catalunya;81 anys;total;total;població;;52427
2022;Catalunya;82 anys;espanyola;homes;població;;11331
2022;Catalunya;82 anys;espanyola;dones;població;;16179
2022;Catalunya;82 anys;espanyola;total;població;;27510
2022;Catalunya;82 anys;estrangera;homes;població;;455
2022;Catalunya;82 anys;estrangera;dones;població;;580
2022;Catalunya;82 anys;estrangera;total;població;;1035
2022;Catalunya;82 anys;total;homes;població;;11786
2022;Catalunya;82 anys;total;dones;població;;16759
2022;Catalunya;82 anys;total;total;població;;28545
2022;Catalunya;83 anys;espanyola;homes;població;;13022
2022;Catalunya;83 anys;espanyola;dones;població;;19314
2022;Catalunya;83 anys;espanyola;total;població;;32336
2022;Catalunya;83 anys;estrangera;homes;població;;378
2022;Catalunya;83 anys;estrangera;dones;població;;556
2022;Catalunya;83 anys;estrangera;total;població;;934
2022;Catalunya;83 anys;total;homes;població;;13400
2022;Catalunya;83 anys;total;dones;població;;19870
2022;Catalunya;83 anys;total;total;població;;33270
2022;Catalunya;84 anys;espanyola;homes;població;;14947
2022;Catalunya;84 anys;espanyola;dones;població;;22896
2022;Catalunya;84 anys;espanyola;total;població;;37843
2022;Catalunya;84 anys;estrangera;homes;població;;282
2022;Catalunya;84 anys;estrangera;dones;població;;491
2022;Catalunya;84 anys;estrangera;total;població;;773
2022;Catalunya;84 anys;total;homes;població;;15229
2022;Catalunya;84 anys;total;dones;població;;23387
2022;Catalunya;84 anys;total;total;població;;38616
2022;Catalunya;85 anys;espanyola;homes;població;;14174
2022;Catalunya;85 anys;espanyola;dones;població;;23496
2022;Catalunya;85 anys;espanyola;total;població;;37670
2022;Catalunya;85 anys;estrangera;homes;població;;286
2022;Catalunya;85 anys;estrangera;dones;població;;445
2022;Catalunya;85 anys;estrangera;total;població;;731
2022;Catalunya;85 anys;total;homes;població;;14460
2022;Catalunya;85 anys;total;dones;població;;23941
2022;Catalunya;85 anys;total;total;població;;38401
2022;Catalunya;86 anys;espanyola;homes;població;;12627
2022;Catalunya;86 anys;espanyola;dones;població;;21229
2022;Catalunya;86 anys;espanyola;total;població;;33856
2022;Catalunya;86 anys;estrangera;homes;població;;228
2022;Catalunya;86 anys;estrangera;dones;població;;340
2022;Catalunya;86 anys;estrangera;total;població;;568
2022;Catalunya;86 anys;total;homes;població;;12855
2022;Catalunya;86 anys;total;dones;població;;21569
2022;Catalunya;86 anys;total;total;població;;34424
2022;Catalunya;87 anys;espanyola;homes;població;;11127
2022;Catalunya;87 anys;espanyola;dones;població;;19588
2022;Catalunya;87 anys;espanyola;total;població;;30715
2022;Catalunya;87 anys;estrangera;homes;població;;183
2022;Catalunya;87 anys;estrangera;dones;població;;254
2022;Catalunya;87 anys;estrangera;total;població;;437
2022;Catalunya;87 anys;total;homes;població;;11310
2022;Catalunya;87 anys;total;dones;població;;19842
2022;Catalunya;87 anys;total;total;població;;31152
2022;Catalunya;88 anys;espanyola;homes;població;;9875
2022;Catalunya;88 anys;espanyola;dones;població;;18448
2022;Catalunya;88 anys;espanyola;total;població;;28323
2022;Catalunya;88 anys;estrangera;homes;població;;127
2022;Catalunya;88 anys;estrangera;dones;població;;221
2022;Catalunya;88 anys;estrangera;total;població;;348
2022;Catalunya;88 anys;total;homes;població;;10002
2022;Catalunya;88 anys;total;dones;població;;18669
2022;Catalunya;88 anys;total;total;població;;28671
2022;Catalunya;89 anys;espanyola;homes;població;;8527
2022;Catalunya;89 anys;espanyola;dones;població;;16617
2022;Catalunya;89 anys;espanyola;total;població;;25144
2022;Catalunya;89 anys;estrangera;homes;població;;110
2022;Catalunya;89 anys;estrangera;dones;població;;210
2022;Catalunya;89 anys;estrangera;total;població;;320
2022;Catalunya;89 anys;total;homes;població;;8637
2022;Catalunya;89 anys;total;dones;població;;16827
2022;Catalunya;89 anys;total;total;població;;25464
2022;Catalunya;90 anys;espanyola;homes;població;;6843
2022;Catalunya;90 anys;espanyola;dones;població;;14331
2022;Catalunya;90 anys;espanyola;total;població;;21174
2022;Catalunya;90 anys;estrangera;homes;població;;79
2022;Catalunya;90 anys;estrangera;dones;població;;160
2022;Catalunya;90 anys;estrangera;total;població;;239
2022;Catalunya;90 anys;total;homes;població;;6922
2022;Catalunya;90 anys;total;dones;població;;14491
2022;Catalunya;90 anys;total;total;població;;21413
2022;Catalunya;91 anys;espanyola;homes;població;;5556
2022;Catalunya;91 anys;espanyola;dones;població;;12669
2022;Catalunya;91 anys;espanyola;total;població;;18225
2022;Catalunya;91 anys;estrangera;homes;població;;84
2022;Catalunya;91 anys;estrangera;dones;població;;159
2022;Catalunya;91 anys;estrangera;total;població;;243
2022;Catalunya;91 anys;total;homes;població;;5640
2022;Catalunya;91 anys;total;dones;població;;12828
2022;Catalunya;91 anys;total;total;població;;18468
2022;Catalunya;92 anys;espanyola;homes;població;;4191
2022;Catalunya;92 anys;espanyola;dones;població;;9862
2022;Catalunya;92 anys;espanyola;total;població;;14053
2022;Catalunya;92 anys;estrangera;homes;població;;62
2022;Catalunya;92 anys;estrangera;dones;població;;111
2022;Catalunya;92 anys;estrangera;total;població;;173
2022;Catalunya;92 anys;total;homes;població;;4253
2022;Catalunya;92 anys;total;dones;població;;9973
2022;Catalunya;92 anys;total;total;població;;14226
2022;Catalunya;93 anys;espanyola;homes;població;;3253
2022;Catalunya;93 anys;espanyola;dones;població;;8249
2022;Catalunya;93 anys;espanyola;total;població;;11502
2022;Catalunya;93 anys;estrangera;homes;població;;41
2022;Catalunya;93 anys;estrangera;dones;població;;74
2022;Catalunya;93 anys;estrangera;total;població;;115
2022;Catalunya;93 anys;total;homes;població;;3294
2022;Catalunya;93 anys;total;dones;població;;8323
2022;Catalunya;93 anys;total;total;població;;11617
2022;Catalunya;94 anys;espanyola;homes;població;;2276
2022;Catalunya;94 anys;espanyola;dones;població;;6379
2022;Catalunya;94 anys;espanyola;total;població;;8655
2022;Catalunya;94 anys;estrangera;homes;població;;37
2022;Catalunya;94 anys;estrangera;dones;població;;57
2022;Catalunya;94 anys;estrangera;total;població;;94
2022;Catalunya;94 anys;total;homes;població;;2313
2022;Catalunya;94 anys;total;dones;població;;6436
2022;Catalunya;94 anys;total;total;població;;8749
2022;Catalunya;95 anys;espanyola;homes;població;;1719
2022;Catalunya;95 anys;espanyola;dones;població;;5145
2022;Catalunya;95 anys;espanyola;total;població;;6864
2022;Catalunya;95 anys;estrangera;homes;població;;16
2022;Catalunya;95 anys;estrangera;dones;població;;54
2022;Catalunya;95 anys;estrangera;total;població;;70
2022;Catalunya;95 anys;total;homes;població;;1735
2022;Catalunya;95 anys;total;dones;població;;5199
2022;Catalunya;95 anys;total;total;població;;6934
2022;Catalunya;96 anys;espanyola;homes;població;;1166
2022;Catalunya;96 anys;espanyola;dones;població;;3768
2022;Catalunya;96 anys;espanyola;total;població;;4934
2022;Catalunya;96 anys;estrangera;homes;població;;16
2022;Catalunya;96 anys;estrangera;dones;població;;47
2022;Catalunya;96 anys;estrangera;total;població;;63
2022;Catalunya;96 anys;total;homes;població;;1182
2022;Catalunya;96 anys;total;dones;població;;3815
2022;Catalunya;96 anys;total;total;població;;4997
2022;Catalunya;97 anys;espanyola;homes;població;;798
2022;Catalunya;97 anys;espanyola;dones;població;;2724
2022;Catalunya;97 anys;espanyola;total;població;;3522
2022;Catalunya;97 anys;estrangera;homes;població;;7
2022;Catalunya;97 anys;estrangera;dones;població;;31
2022;Catalunya;97 anys;estrangera;total;població;;38
2022;Catalunya;97 anys;total;homes;població;;805
2022;Catalunya;97 anys;total;dones;població;;2755
2022;Catalunya;97 anys;total;total;població;;3560
2022;Catalunya;98 anys;espanyola;homes;població;;490
2022;Catalunya;98 anys;espanyola;dones;població;;1914
2022;Catalunya;98 anys;espanyola;total;població;;2404
2022;Catalunya;98 anys;estrangera;homes;població;;4
2022;Catalunya;98 anys;estrangera;dones;població;;16
2022;Catalunya;98 anys;estrangera;total;població;;20
2022;Catalunya;98 anys;total;homes;població;;494
2022;Catalunya;98 anys;total;dones;població;;1930
2022;Catalunya;98 anys;total;total;població;;2424
2022;Catalunya;99 anys;espanyola;homes;població;;353
2022;Catalunya;99 anys;espanyola;dones;població;;1291
2022;Catalunya;99 anys;espanyola;total;població;;1644
2022;Catalunya;99 anys;estrangera;homes;població;;8
2022;Catalunya;99 anys;estrangera;dones;població;;15
2022;Catalunya;99 anys;estrangera;total;població;;23
2022;Catalunya;99 anys;total;homes;població;;361
2022;Catalunya;99 anys;total;dones;població;;1306
2022;Catalunya;99 anys;total;total;població;;1667
2022;Catalunya;100 anys o més;espanyola;homes;població;;370
2022;Catalunya;100 anys o més;espanyola;dones;població;;1979
2022;Catalunya;100 anys o més;espanyola;total;població;;2349
2022;Catalunya;100 anys o més;estrangera;homes;població;;6
2022;Catalunya;100 anys o més;estrangera;dones;població;;27
2022;Catalunya;100 anys o més;estrangera;total;població;;33
2022;Catalunya;100 anys o més;total;homes;població;;376
2022;Catalunya;100 anys o més;total;dones;població;;2006
2022;Catalunya;100 anys o més;total;total;població;;2382
2022;Catalunya;total;espanyola;homes;població;;3180130
2022;Catalunya;total;espanyola;dones;població;;3346021
2022;Catalunya;total;espanyola;total;població;;6526151
2022;Catalunya;total;estrangera;homes;població;;640043
2022;Catalunya;total;estrangera;dones;població;;595629
2022;Catalunya;total;estrangera;total;població;;1235672
2022;Catalunya;total;total;homes;població;;3820173
2022;Catalunya;total;total;dones;població;;3941650
2022;Catalunya;total;total;total;població;;7761823
2023;Catalunya;0 anys;espanyola;homes;població;;22913
2023;Catalunya;0 anys;espanyola;dones;població;;21472
2023;Catalunya;0 anys;espanyola;total;població;;44385
2023;Catalunya;0 anys;estrangera;homes;població;;6491
2023;Catalunya;0 anys;estrangera;dones;població;;6016
2023;Catalunya;0 anys;estrangera;total;població;;12507
2023;Catalunya;0 anys;total;homes;població;;29404
2023;Catalunya;0 anys;total;dones;població;;27488
2023;Catalunya;0 anys;total;total;població;;56892
2023;Catalunya;1 any;espanyola;homes;població;;23832
2023;Catalunya;1 any;espanyola;dones;població;;22552
2023;Catalunya;1 any;espanyola;total;població;;46384
2023;Catalunya;1 any;estrangera;homes;població;;6754
2023;Catalunya;1 any;estrangera;dones;població;;6385
2023;Catalunya;1 any;estrangera;total;població;;13139
2023;Catalunya;1 any;total;homes;població;;30586
2023;Catalunya;1 any;total;dones;població;;28937
2023;Catalunya;1 any;total;total;població;;59523
2023;Catalunya;2 anys;espanyola;homes;població;;23587
2023;Catalunya;2 anys;espanyola;dones;població;;22690
2023;Catalunya;2 anys;espanyola;total;població;;46277
2023;Catalunya;2 anys;estrangera;homes;població;;6827
2023;Catalunya;2 anys;estrangera;dones;població;;6530
2023;Catalunya;2 anys;estrangera;total;població;;13357
2023;Catalunya;2 anys;total;homes;població;;30414
2023;Catalunya;2 anys;total;dones;població;;29220
2023;Catalunya;2 anys;total;total;població;;59634
2023;Catalunya;3 anys;espanyola;homes;població;;25576
2023;Catalunya;3 anys;espanyola;dones;població;;24452
2023;Catalunya;3 anys;espanyola;total;població;;50028
2023;Catalunya;3 anys;estrangera;homes;població;;6856
2023;Catalunya;3 anys;estrangera;dones;població;;6510
2023;Catalunya;3 anys;estrangera;total;població;;13366
2023;Catalunya;3 anys;total;homes;població;;32432
2023;Catalunya;3 anys;total;dones;població;;30962
2023;Catalunya;3 anys;total;total;població;;63394
2023;Catalunya;4 anys;espanyola;homes;població;;27477
2023;Catalunya;4 anys;espanyola;dones;població;;26276
2023;Catalunya;4 anys;espanyola;total;població;;53753
2023;Catalunya;4 anys;estrangera;homes;població;;6711
2023;Catalunya;4 anys;estrangera;dones;població;;6460
2023;Catalunya;4 anys;estrangera;total;població;;13171
2023;Catalunya;4 anys;total;homes;població;;34188
2023;Catalunya;4 anys;total;dones;població;;32736
2023;Catalunya;4 anys;total;total;població;;66924
2023;Catalunya;5 anys;espanyola;homes;població;;30077
2023;Catalunya;5 anys;espanyola;dones;població;;28387
2023;Catalunya;5 anys;espanyola;total;població;;58464
2023;Catalunya;5 anys;estrangera;homes;població;;6679
2023;Catalunya;5 anys;estrangera;dones;població;;6217
2023;Catalunya;5 anys;estrangera;total;població;;12896
2023;Catalunya;5 anys;total;homes;població;;36756
2023;Catalunya;5 anys;total;dones;població;;34604
2023;Catalunya;5 anys;total;total;població;;71360
2023;Catalunya;6 anys;espanyola;homes;població;;31598
2023;Catalunya;6 anys;espanyola;dones;població;;29897
2023;Catalunya;6 anys;espanyola;total;població;;61495
2023;Catalunya;6 anys;estrangera;homes;població;;6599
2023;Catalunya;6 anys;estrangera;dones;població;;6375
2023;Catalunya;6 anys;estrangera;total;població;;12974
2023;Catalunya;6 anys;total;homes;població;;38197
2023;Catalunya;6 anys;total;dones;població;;36272
2023;Catalunya;6 anys;total;total;població;;74469
2023;Catalunya;7 anys;espanyola;homes;població;;32882
2023;Catalunya;7 anys;espanyola;dones;població;;31010
2023;Catalunya;7 anys;espanyola;total;població;;63892
2023;Catalunya;7 anys;estrangera;homes;població;;6703
2023;Catalunya;7 anys;estrangera;dones;població;;6258
2023;Catalunya;7 anys;estrangera;total;població;;12961
2023;Catalunya;7 anys;total;homes;població;;39585
2023;Catalunya;7 anys;total;dones;població;;37268
2023;Catalunya;7 anys;total;total;població;;76853
2023;Catalunya;8 anys;espanyola;homes;població;;33557
2023;Catalunya;8 anys;espanyola;dones;població;;31133
2023;Catalunya;8 anys;espanyola;total;població;;64690
2023;Catalunya;8 anys;estrangera;homes;població;;6824
2023;Catalunya;8 anys;estrangera;dones;població;;6483
2023;Catalunya;8 anys;estrangera;total;població;;13307
2023;Catalunya;8 anys;total;homes;població;;40381
2023;Catalunya;8 anys;total;dones;població;;37616
2023;Catalunya;8 anys;total;total;població;;77997
2023;Catalunya;9 anys;espanyola;homes;població;;33260
2023;Catalunya;9 anys;espanyola;dones;població;;31503
2023;Catalunya;9 anys;espanyola;total;població;;64763
2023;Catalunya;9 anys;estrangera;homes;població;;6627
2023;Catalunya;9 anys;estrangera;dones;població;;6200
2023;Catalunya;9 anys;estrangera;total;població;;12827
2023;Catalunya;9 anys;total;homes;població;;39887
2023;Catalunya;9 anys;total;dones;població;;37703
2023;Catalunya;9 anys;total;total;població;;77590
2023;Catalunya;10 anys;espanyola;homes;població;;35757
2023;Catalunya;10 anys;espanyola;dones;població;;33553
2023;Catalunya;10 anys;espanyola;total;població;;69310
2023;Catalunya;10 anys;estrangera;homes;població;;6747
2023;Catalunya;10 anys;estrangera;dones;població;;6199
2023;Catalunya;10 anys;estrangera;total;població;;12946
2023;Catalunya;10 anys;total;homes;població;;42504
2023;Catalunya;10 anys;total;dones;població;;39752
2023;Catalunya;10 anys;total;total;població;;82256
2023;Catalunya;11 anys;espanyola;homes;població;;37024
2023;Catalunya;11 anys;espanyola;dones;població;;35007
2023;Catalunya;11 anys;espanyola;total;població;;72031
2023;Catalunya;11 anys;estrangera;homes;població;;6433
2023;Catalunya;11 anys;estrangera;dones;població;;6006
2023;Catalunya;11 anys;estrangera;total;població;;12439
2023;Catalunya;11 anys;total;homes;població;;43457
2023;Catalunya;11 anys;total;dones;població;;41013
2023;Catalunya;11 anys;total;total;població;;84470
2023;Catalunya;12 anys;espanyola;homes;població;;38405
2023;Catalunya;12 anys;espanyola;dones;població;;35827
2023;Catalunya;12 anys;espanyola;total;població;;74232
2023;Catalunya;12 anys;estrangera;homes;població;;6561
2023;Catalunya;12 anys;estrangera;dones;població;;6118
2023;Catalunya;12 anys;estrangera;total;població;;12679
2023;Catalunya;12 anys;total;homes;població;;44966
2023;Catalunya;12 anys;total;dones;població;;41945
2023;Catalunya;12 anys;total;total;població;;86911
2023;Catalunya;13 anys;espanyola;homes;població;;39083
2023;Catalunya;13 anys;espanyola;dones;població;;36285
2023;Catalunya;13 anys;espanyola;total;població;;75368
2023;Catalunya;13 anys;estrangera;homes;població;;6404
2023;Catalunya;13 anys;estrangera;dones;població;;5808
2023;Catalunya;13 anys;estrangera;total;població;;12212
2023;Catalunya;13 anys;total;homes;població;;45487
2023;Catalunya;13 anys;total;dones;població;;42093
2023;Catalunya;13 anys;total;total;població;;87580
2023;Catalunya;14 anys;espanyola;homes;població;;40758
2023;Catalunya;14 anys;espanyola;dones;població;;38417
2023;Catalunya;14 anys;espanyola;total;població;;79175
2023;Catalunya;14 anys;estrangera;homes;població;;6179
2023;Catalunya;14 anys;estrangera;dones;població;;5703
2023;Catalunya;14 anys;estrangera;total;població;;11882
2023;Catalunya;14 anys;total;homes;població;;46937
2023;Catalunya;14 anys;total;dones;població;;44120
2023;Catalunya;14 anys;total;total;població;;91057
2023;Catalunya;15 anys;espanyola;homes;població;;39360
2023;Catalunya;15 anys;espanyola;dones;població;;37015
2023;Catalunya;15 anys;espanyola;total;població;;76375
2023;Catalunya;15 anys;estrangera;homes;població;;5741
2023;Catalunya;15 anys;estrangera;dones;població;;5183
2023;Catalunya;15 anys;estrangera;total;població;;10924
2023;Catalunya;15 anys;total;homes;població;;45101
2023;Catalunya;15 anys;total;dones;població;;42198
2023;Catalunya;15 anys;total;total;població;;87299
2023;Catalunya;16 anys;espanyola;homes;població;;39244
2023;Catalunya;16 anys;espanyola;dones;població;;37111
2023;Catalunya;16 anys;espanyola;total;població;;76355
2023;Catalunya;16 anys;estrangera;homes;població;;6108
2023;Catalunya;16 anys;estrangera;dones;població;;5300
2023;Catalunya;16 anys;estrangera;total;població;;11408
2023;Catalunya;16 anys;total;homes;població;;45352
2023;Catalunya;16 anys;total;dones;població;;42411
2023;Catalunya;16 anys;total;total;població;;87763
2023;Catalunya;17 anys;espanyola;homes;població;;38647
2023;Catalunya;17 anys;espanyola;dones;població;;36538
2023;Catalunya;17 anys;espanyola;total;població;;75185
2023;Catalunya;17 anys;estrangera;homes;població;;6728
2023;Catalunya;17 anys;estrangera;dones;població;;5134
2023;Catalunya;17 anys;estrangera;total;població;;11862
2023;Catalunya;17 anys;total;homes;població;;45375
2023;Catalunya;17 anys;total;dones;població;;41672
2023;Catalunya;17 anys;total;total;població;;87047
2023;Catalunya;18 anys;espanyola;homes;població;;38008
2023;Catalunya;18 anys;espanyola;dones;població;;36373
2023;Catalunya;18 anys;espanyola;total;població;;74381
2023;Catalunya;18 anys;estrangera;homes;població;;7456
2023;Catalunya;18 anys;estrangera;dones;població;;5706
2023;Catalunya;18 anys;estrangera;total;població;;13162
2023;Catalunya;18 anys;total;homes;població;;45464
2023;Catalunya;18 anys;total;dones;població;;42079
2023;Catalunya;18 anys;total;total;població;;87543
2023;Catalunya;19 anys;espanyola;homes;població;;37271
2023;Catalunya;19 anys;espanyola;dones;població;;35198
2023;Catalunya;19 anys;espanyola;total;població;;72469
2023;Catalunya;19 anys;estrangera;homes;població;;8064
2023;Catalunya;19 anys;estrangera;dones;població;;6156
2023;Catalunya;19 anys;estrangera;total;població;;14220
2023;Catalunya;19 anys;total;homes;població;;45335
2023;Catalunya;19 anys;total;dones;població;;41354
2023;Catalunya;19 anys;total;total;població;;86689
2023;Catalunya;20 anys;espanyola;homes;població;;35589
2023;Catalunya;20 anys;espanyola;dones;població;;33721
2023;Catalunya;20 anys;espanyola;total;població;;69310
2023;Catalunya;20 anys;estrangera;homes;població;;9014
2023;Catalunya;20 anys;estrangera;dones;població;;6705
2023;Catalunya;20 anys;estrangera;total;població;;15719
2023;Catalunya;20 anys;total;homes;població;;44603
2023;Catalunya;20 anys;total;dones;població;;40426
2023;Catalunya;20 anys;total;total;població;;85029
2023;Catalunya;21 anys;espanyola;homes;població;;34427
2023;Catalunya;21 anys;espanyola;dones;població;;32921
2023;Catalunya;21 anys;espanyola;total;població;;67348
2023;Catalunya;21 anys;estrangera;homes;població;;9902
2023;Catalunya;21 anys;estrangera;dones;població;;7565
2023;Catalunya;21 anys;estrangera;total;població;;17467
2023;Catalunya;21 anys;total;homes;població;;44329
2023;Catalunya;21 anys;total;dones;població;;40486
2023;Catalunya;21 anys;total;total;població;;84815
2023;Catalunya;22 anys;espanyola;homes;població;;34636
2023;Catalunya;22 anys;espanyola;dones;població;;33218
2023;Catalunya;22 anys;espanyola;total;població;;67854
2023;Catalunya;22 anys;estrangera;homes;població;;10421
2023;Catalunya;22 anys;estrangera;dones;població;;8770
2023;Catalunya;22 anys;estrangera;total;població;;19191
2023;Catalunya;22 anys;total;homes;població;;45057
2023;Catalunya;22 anys;total;dones;població;;41988
2023;Catalunya;22 anys;total;total;població;;87045
2023;Catalunya;23 anys;espanyola;homes;població;;33264
2023;Catalunya;23 anys;espanyola;dones;població;;31643
2023;Catalunya;23 anys;espanyola;total;població;;64907
2023;Catalunya;23 anys;estrangera;homes;població;;10960
2023;Catalunya;23 anys;estrangera;dones;població;;9806
2023;Catalunya;23 anys;estrangera;total;població;;20766
2023;Catalunya;23 anys;total;homes;població;;44224
2023;Catalunya;23 anys;total;dones;població;;41449
2023;Catalunya;23 anys;total;total;població;;85673
2023;Catalunya;24 anys;espanyola;homes;població;;32244
2023;Catalunya;24 anys;espanyola;dones;població;;30004
2023;Catalunya;24 anys;espanyola;total;població;;62248
2023;Catalunya;24 anys;estrangera;homes;població;;11705
2023;Catalunya;24 anys;estrangera;dones;població;;10965
2023;Catalunya;24 anys;estrangera;total;població;;22670
2023;Catalunya;24 anys;total;homes;població;;43949
2023;Catalunya;24 anys;total;dones;població;;40969
2023;Catalunya;24 anys;total;total;població;;84918
2023;Catalunya;25 anys;espanyola;homes;població;;31971
2023;Catalunya;25 anys;espanyola;dones;població;;30526
2023;Catalunya;25 anys;espanyola;total;població;;62497
2023;Catalunya;25 anys;estrangera;homes;població;;12805
2023;Catalunya;25 anys;estrangera;dones;població;;12213
2023;Catalunya;25 anys;estrangera;total;població;;25018
2023;Catalunya;25 anys;total;homes;població;;44776
2023;Catalunya;25 anys;total;dones;població;;42739
2023;Catalunya;25 anys;total;total;població;;87515
2023;Catalunya;26 anys;espanyola;homes;població;;31273
2023;Catalunya;26 anys;espanyola;dones;població;;29596
2023;Catalunya;26 anys;espanyola;total;població;;60869
2023;Catalunya;26 anys;estrangera;homes;població;;13768
2023;Catalunya;26 anys;estrangera;dones;població;;13021
2023;Catalunya;26 anys;estrangera;total;població;;26789
2023;Catalunya;26 anys;total;homes;població;;45041
2023;Catalunya;26 anys;total;dones;població;;42617
2023;Catalunya;26 anys;total;total;població;;87658
2023;Catalunya;27 anys;espanyola;homes;població;;30792
2023;Catalunya;27 anys;espanyola;dones;població;;29425
2023;Catalunya;27 anys;espanyola;total;població;;60217
2023;Catalunya;27 anys;estrangera;homes;població;;14830
2023;Catalunya;27 anys;estrangera;dones;població;;14209
2023;Catalunya;27 anys;estrangera;total;població;;29039
2023;Catalunya;27 anys;total;homes;població;;45622
2023;Catalunya;27 anys;total;dones;població;;43634
2023;Catalunya;27 anys;total;total;població;;89256
2023;Catalunya;28 anys;espanyola;homes;població;;30946
2023;Catalunya;28 anys;espanyola;dones;població;;29883
2023;Catalunya;28 anys;espanyola;total;població;;60829
2023;Catalunya;28 anys;estrangera;homes;població;;15560
2023;Catalunya;28 anys;estrangera;dones;població;;15320
2023;Catalunya;28 anys;estrangera;total;població;;30880
2023;Catalunya;28 anys;total;homes;població;;46506
