Suma de Any,Suma de Coneguts,Suma de Detencions,Suma de Mes,Àrea Bàsica Policial (ABP),Nom mes,Suma de Resolts,Regió Policial (RP),Tipus de fet,Títol Codi Penal
28245,5366,192,14,ABP l'Hospitalet de Llobregat,gener,744,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1352,245,14,ABP l'Hospitalet de Llobregat,gener,215,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1479,72,14,ABP l'Hospitalet de Llobregat,gener,76,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1861,286,14,ABP l'Hospitalet de Llobregat,gener,312,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,471,19,14,ABP l'Hospitalet de Llobregat,gener,199,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,141,3,91,ABP l'Hospitalet de Llobregat,juliol,96,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,5488,199,91,ABP l'Hospitalet de Llobregat,juliol,705,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1059,217,91,ABP l'Hospitalet de Llobregat,juliol,167,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1154,72,91,ABP l'Hospitalet de Llobregat,juliol,64,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1658,317,91,ABP l'Hospitalet de Llobregat,juliol,365,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,425,32,91,ABP l'Hospitalet de Llobregat,juliol,173,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,143,16,78,ABP l'Hospitalet de Llobregat,juny,113,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,5302,197,78,ABP l'Hospitalet de Llobregat,juny,656,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1029,181,78,ABP l'Hospitalet de Llobregat,juny,165,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1137,80,78,ABP l'Hospitalet de Llobregat,juny,74,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1644,324,78,ABP l'Hospitalet de Llobregat,juny,335,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,405,22,78,ABP l'Hospitalet de Llobregat,juny,169,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,145,10,65,ABP l'Hospitalet de Llobregat,maig,117,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,4666,225,65,ABP l'Hospitalet de Llobregat,maig,704,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1084,237,65,ABP l'Hospitalet de Llobregat,maig,214,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1326,87,65,ABP l'Hospitalet de Llobregat,maig,82,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1535,318,65,ABP l'Hospitalet de Llobregat,maig,398,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,430,20,65,ABP l'Hospitalet de Llobregat,maig,199,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,196,4,42,ABP l'Hospitalet de Llobregat,març,148,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,5878,239,42,ABP l'Hospitalet de Llobregat,març,959,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1265,264,42,ABP l'Hospitalet de Llobregat,març,215,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1464,86,42,ABP l'Hospitalet de Llobregat,març,121,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1774,397,42,ABP l'Hospitalet de Llobregat,març,423,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,498,14,42,ABP l'Hospitalet de Llobregat,març,226,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,163,5,143,ABP l'Hospitalet de Llobregat,novembre,117,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,5620,203,143,ABP l'Hospitalet de Llobregat,novembre,741,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1135,213,143,ABP l'Hospitalet de Llobregat,novembre,222,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1287,86,143,ABP l'Hospitalet de Llobregat,novembre,84,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1615,360,143,ABP l'Hospitalet de Llobregat,novembre,362,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,437,10,143,ABP l'Hospitalet de Llobregat,novembre,176,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,162,5,130,ABP l'Hospitalet de Llobregat,octubre,121,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,5457,204,130,ABP l'Hospitalet de Llobregat,octubre,760,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1103,272,130,ABP l'Hospitalet de Llobregat,octubre,219,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1233,64,130,ABP l'Hospitalet de Llobregat,octubre,67,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1708,376,130,ABP l'Hospitalet de Llobregat,octubre,406,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,473,37,130,ABP l'Hospitalet de Llobregat,octubre,203,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,127,9,117,ABP l'Hospitalet de Llobregat,setembre,98,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,5097,174,117,ABP l'Hospitalet de Llobregat,setembre,724,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1122,218,117,ABP l'Hospitalet de Llobregat,setembre,198,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1175,69,117,ABP l'Hospitalet de Llobregat,setembre,74,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1817,301,117,ABP l'Hospitalet de Llobregat,setembre,332,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,466,18,117,ABP l'Hospitalet de Llobregat,setembre,208,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24201,36,0,48,ABP Martorell,abril,29,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,934,38,52,ABP Martorell,abril,133,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,661,105,52,ABP Martorell,abril,134,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,344,18,52,ABP Martorell,abril,26,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,144,45,52,ABP Martorell,abril,48,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,86,12,52,ABP Martorell,abril,41,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,46,3,104,ABP Martorell,agost,24,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,948,40,104,ABP Martorell,agost,126,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,710,136,104,ABP Martorell,agost,140,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,274,27,104,ABP Martorell,agost,39,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,182,46,104,ABP Martorell,agost,52,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,79,7,104,ABP Martorell,agost,44,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,42,6,156,ABP Martorell,desembre,30,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1098,45,156,ABP Martorell,desembre,143,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,798,85,156,ABP Martorell,desembre,124,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,331,29,156,ABP Martorell,desembre,49,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,166,54,156,ABP Martorell,desembre,56,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,98,6,156,ABP Martorell,desembre,45,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,40,7,28,ABP Martorell,febrer,26,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1151,58,28,ABP Martorell,febrer,175,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,880,174,28,ABP Martorell,febrer,159,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,359,31,28,ABP Martorell,febrer,34,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,224,84,28,ABP Martorell,febrer,77,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,86,6,28,ABP Martorell,febrer,43,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,39,6,14,ABP Martorell,gener,17,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1181,65,14,ABP Martorell,gener,162,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,909,153,14,ABP Martorell,gener,180,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,378,28,14,ABP Martorell,gener,31,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,199,64,14,ABP Martorell,gener,72,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,97,18,14,ABP Martorell,gener,39,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24207,36,1,84,ABP Martorell,juliol,18,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1157,67,91,ABP Martorell,juliol,156,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,701,176,91,ABP Martorell,juliol,161,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,292,19,91,ABP Martorell,juliol,18,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,181,70,91,ABP Martorell,juliol,73,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,99,11,91,ABP Martorell,juliol,40,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22190,38,0,66,ABP Martorell,juny,23,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,978,33,78,ABP Martorell,juny,128,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,592,148,78,ABP Martorell,juny,131,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,267,18,78,ABP Martorell,juny,18,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,165,48,78,ABP Martorell,juny,60,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,77,8,78,ABP Martorell,juny,48,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24207,36,8,60,ABP Martorell,maig,23,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1002,63,65,ABP Martorell,maig,154,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,728,167,65,ABP Martorell,maig,195,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,312,26,65,ABP Martorell,maig,33,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,171,70,65,ABP Martorell,maig,64,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,89,11,65,ABP Martorell,maig,56,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,43,2,42,ABP Martorell,març,27,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1116,75,42,ABP Martorell,març,171,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,913,170,42,ABP Martorell,març,217,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,350,15,42,ABP Martorell,març,30,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,192,114,42,ABP Martorell,març,82,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,97,9,42,ABP Martorell,març,37,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24210,38,8,132,ABP Martorell,novembre,27,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1118,58,143,ABP Martorell,novembre,173,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,777,147,143,ABP Martorell,novembre,169,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,306,30,143,ABP Martorell,novembre,25,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,199,61,143,ABP Martorell,novembre,57,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
