id_infant_jove,data_entrada_sistema,any_entrada_sistema,mes_entrada_sistema,Servei_territorial_gestio_cas,data_naixement_infant,sexe_infant,Origen_infant
124522,22/02/2019,2019,02Febrer,Terres de l'Ebre,22/05/2001,Nois,Marroc
124492,22/02/2019,2019,02Febrer,Lleida,31/12/2002,Nois,Marroc
124496,23/02/2019,2019,02Febrer,Terres de l'Ebre,14/11/2004,Nois,Magreb (excloent Marroc)
124495,23/02/2019,2019,02Febrer,Tarragona,23/01/2002,Nois,Magreb (excloent Marroc)
124494,23/02/2019,2019,02Febrer,Àrea Metropolitana BCN,14/01/2002,Nois,Països Subsharians
124499,24/02/2019,2019,02Febrer,Lleida,31/12/2003,Nois,Marroc
124497,24/02/2019,2019,02Febrer,Àrea Metropolitana BCN,13/01/2003,Nois,Països Subsharians
124498,24/02/2019,2019,02Febrer,Àrea Metropolitana BCN,31/12/2002,Nois,Marroc
124568,25/02/2019,2019,02Febrer,Barcelona comarques,20/08/2001,Nois,Altra
124501,25/02/2019,2019,02Febrer,Barcelona ciutat,01/11/2001,Nois,Marroc
124611,25/02/2019,2019,02Febrer,Àrea Metropolitana BCN,23/07/2003,Nois,Països Subsharians
124558,25/02/2019,2019,02Febrer,Girona,19/04/2002,Nois,No informada
124567,25/02/2019,2019,02Febrer,Barcelona comarques,12/07/2003,Nois,Marroc
124610,25/02/2019,2019,02Febrer,Àrea Metropolitana BCN,17/05/2003,Nois,Països Subsharians
124629,25/02/2019,2019,02Febrer,Barcelona comarques,05/06/2002,Nois,Marroc
124552,25/02/2019,2019,02Febrer,Girona,18/12/2003,Noies,Marroc
124566,25/02/2019,2019,02Febrer,Tarragona,18/08/2003,Nois,Marroc
124627,26/02/2019,2019,02Febrer,Àrea Metropolitana BCN,31/12/2002,Nois,Països Subsharians
122089,26/02/2019,2019,02Febrer,Lleida,01/01/2002,Nois,Marroc
124667,26/02/2019,2019,02Febrer,Girona,12/04/2001,Nois,Magreb (excloent Marroc)
124577,26/02/2019,2019,02Febrer,Girona,19/04/2002,Nois,No informada
124631,26/02/2019,2019,02Febrer,Lleida,09/08/2002,Nois,Països Subsharians
124632,26/02/2019,2019,02Febrer,Terres de l'Ebre,04/09/2002,Nois,Països Subsharians
124597,26/02/2019,2019,02Febrer,Barcelona ciutat,16/01/2002,Nois,Marroc
124623,26/02/2019,2019,02Febrer,Lleida,07/01/2003,Nois,Magreb (excloent Marroc)
124622,26/02/2019,2019,02Febrer,Barcelona comarques,21/11/2001,Nois,Marroc
124615,26/02/2019,2019,02Febrer,Àrea Metropolitana BCN,20/05/2001,Nois,Països Subsharians
124634,27/02/2019,2019,02Febrer,Tarragona,31/12/2002,Nois,Marroc
124633,27/02/2019,2019,02Febrer,Tarragona,14/08/2001,Nois,Marroc
124670,27/02/2019,2019,02Febrer,Barcelona comarques,12/04/2003,Nois,Països Subsharians
124703,28/02/2019,2019,02Febrer,Barcelona ciutat,08/05/2004,Nois,Marroc
124673,28/02/2019,2019,02Febrer,Tarragona,09/08/2003,Nois,Marroc
124691,28/02/2019,2019,02Febrer,Barcelona comarques,02/07/2003,Nois,Països Subsharians
124672,28/02/2019,2019,02Febrer,Girona,26/03/2019,Nois,Magreb (excloent Marroc)
124674,28/02/2019,2019,02Febrer,Tarragona,08/06/2002,Nois,Marroc
124683,28/02/2019,2019,02Febrer,Barcelona comarques,27/12/2001,Nois,Marroc
124707,28/02/2019,2019,02Febrer,Barcelona ciutat,31/12/2003,Noies,Altra
124675,28/02/2019,2019,02Febrer,Lleida,31/12/2002,Nois,Marroc
124736,01/03/2019,2019,03Març,Àrea Metropolitana BCN,25/12/2002,Nois,Marroc
124718,01/03/2019,2019,03Març,Barcelona ciutat,09/05/2001,Nois,Altra
124729,01/03/2019,2019,03Març,Barcelona comarques,13/08/2001,Nois,Països Subsharians
124730,01/03/2019,2019,03Març,Tarragona,31/12/2003,Nois,Marroc
124732,02/03/2019,2019,03Març,Terres de l'Ebre,30/07/2001,Noies,Marroc
124731,02/03/2019,2019,03Març,Barcelona comarques,23/08/2001,Noies,Marroc
124735,03/03/2019,2019,03Març,Girona,28/04/2003,Nois,Marroc
124734,03/03/2019,2019,03Març,Lleida,17/03/2003,Nois,Marroc
124785,04/03/2019,2019,03Març,Lleida,20/10/2001,Nois,Marroc
124896,04/03/2019,2019,03Març,Lleida,14/11/2002,Nois,Magreb (excloent Marroc)
124892,04/03/2019,2019,03Març,Tarragona,26/07/2001,Nois,Marroc
124780,04/03/2019,2019,03Març,Àrea Metropolitana BCN,10/01/2002,Nois,Països Subsharians
124782,04/03/2019,2019,03Març,Barcelona comarques,17/05/2001,Nois,Països Subsharians
124770,04/03/2019,2019,03Març,Girona,01/01/2002,Nois,Marroc
124781,04/03/2019,2019,03Març,Barcelona comarques,29/06/2002,Nois,Marroc
124777,04/03/2019,2019,03Març,Barcelona comarques,07/12/2002,Noies,Marroc
124779,04/03/2019,2019,03Març,Girona,02/12/2001,Noies,Marroc
124767,04/03/2019,2019,03Març,Barcelona comarques,28/05/2001,Nois,Marroc
124769,04/03/2019,2019,03Març,Girona,10/01/2002,Nois,Marroc
124784,04/03/2019,2019,03Març,Barcelona comarques,15/08/2002,Nois,Marroc
124783,04/03/2019,2019,03Març,Barcelona comarques,05/04/2002,Nois,Marroc
124895,05/03/2019,2019,03Març,Terres de l'Ebre,01/01/2002,Nois,Marroc
124891,05/03/2019,2019,03Març,Lleida,28/04/2002,Nois,Marroc
119191,05/03/2019,2019,03Març,Terres de l'Ebre,08/03/2001,Nois,Marroc
124942,05/03/2019,2019,03Març,Terres de l'Ebre,28/08/2001,Nois,Marroc
124830,05/03/2019,2019,03Març,Barcelona ciutat,19/07/2004,Nois,Marroc
124894,05/03/2019,2019,03Març,Barcelona ciutat,17/04/2001,Nois,Marroc
124893,05/03/2019,2019,03Març,Àrea Metropolitana BCN,25/03/2002,Nois,Marroc
123132,06/03/2019,2019,03Març,Barcelona comarques,07/10/2002,Nois,Marroc
124887,06/03/2019,2019,03Març,Terres de l'Ebre,21/09/2001,Nois,Marroc
124934,06/03/2019,2019,03Març,Barcelona comarques,13/10/2002,Nois,Marroc
124946,06/03/2019,2019,03Març,Terres de l'Ebre,31/12/2003,Nois,Marroc
124945,06/03/2019,2019,03Març,Barcelona comarques,31/12/2002,Nois,Marroc
124889,06/03/2019,2019,03Març,Àrea Metropolitana BCN,10/08/2001,Nois,Països Subsharians
124932,06/03/2019,2019,03Març,Barcelona comarques,18/05/2001,Nois,Marroc
124936,06/03/2019,2019,03Març,Lleida,31/12/2002,Nois,Marroc
124935,06/03/2019,2019,03Març,Lleida,01/01/2003,Nois,Marroc
124890,06/03/2019,2019,03Març,Lleida,23/09/2001,Nois,Marroc
124937,06/03/2019,2019,03Març,Lleida,31/12/2002,Nois,Marroc
124888,06/03/2019,2019,03Març,Barcelona comarques,08/06/2003,Nois,Marroc
124877,06/03/2019,2019,03Març,Terres de l'Ebre,02/11/2001,Nois,Països Subsharians
124997,07/03/2019,2019,03Març,Tarragona,28/08/2001,Nois,Marroc
124944,07/03/2019,2019,03Març,Barcelona comarques,20/11/2003,Noies,Països Subsharians
124925,07/03/2019,2019,03Març,Girona,13/07/2005,Nois,Marroc
124906,07/03/2019,2019,03Març,Girona,12/02/2002,Nois,Marroc
125002,07/03/2019,2019,03Març,Barcelona comarques,23/01/2002,Nois,Països Subsharians
124924,07/03/2019,2019,03Març,Girona,10/08/2002,Nois,Marroc
111717,07/03/2019,2019,03Març,Barcelona ciutat,28/01/2002,Nois,Països Subsharians
123893,07/03/2019,2019,03Març,Lleida,17/02/2002,Nois,Marroc
124940,07/03/2019,2019,03Març,Barcelona comarques,13/04/2002,Nois,Països Subsharians
124943,07/03/2019,2019,03Març,Terres de l'Ebre,07/03/2002,Nois,Marroc
124998,08/03/2019,2019,03Març,Lleida,19/04/2003,Nois,Marroc
124999,08/03/2019,2019,03Març,Barcelona ciutat,31/12/2004,Nois,Marroc
125003,08/03/2019,2019,03Març,Lleida,18/04/2002,Nois,Països Subsharians
125000,08/03/2019,2019,03Març,Lleida,31/12/2003,Nois,Marroc
125037,08/03/2019,2019,03Març,Lleida,22/08/2003,Nois,Marroc
125004,08/03/2019,2019,03Març,Girona,31/12/2006,Nois,Països Subsharians
125001,08/03/2019,2019,03Març,Girona,31/12/2004,Noies,Països Subsharians
124996,08/03/2019,2019,03Març,Barcelona comarques,14/01/2002,Nois,Altra
124957,08/03/2019,2019,03Març,Barcelona comarques,04/05/2001,Nois,Marroc
124995,08/03/2019,2019,03Març,Lleida,16/07/2002,Nois,Marroc
125069,09/03/2019,2019,03Març,Barcelona comarques,12/01/2002,Nois,Marroc
125007,09/03/2019,2019,03Març,Barcelona comarques,11/06/2002,Nois,Marroc
125006,09/03/2019,2019,03Març,Tarragona,31/12/2002,Nois,Marroc
125041,09/03/2019,2019,03Març,Tarragona,10/11/2004,Nois,Marroc
125005,09/03/2019,2019,03Març,Àrea Metropolitana BCN,01/05/2002,Nois,Països Subsharians
125008,10/03/2019,2019,03Març,Àrea Metropolitana BCN,05/02/2002,Nois,Països Subsharians
125040,10/03/2019,2019,03Març,Tarragona,14/01/2002,Nois,Magreb (excloent Marroc)
125010,10/03/2019,2019,03Març,Tarragona,31/12/2003,Nois,Marroc
125009,10/03/2019,2019,03Març,Tarragona,15/05/2002,Nois,Marroc
125087,11/03/2019,2019,03Març,Lleida,07/03/2002,Nois,Marroc
125044,11/03/2019,2019,03Març,Barcelona comarques,29/10/2001,Nois,Marroc
125038,11/03/2019,2019,03Març,Barcelona comarques,10/08/2002,Nois,Marroc
125039,11/03/2019,2019,03Març,Barcelona comarques,12/03/2002,Nois,Països Subsharians
125043,11/03/2019,2019,03Març,Barcelona comarques,29/10/2001,Nois,Marroc
125042,11/03/2019,2019,03Març,Barcelona comarques,11/06/2002,Nois,Marroc
125089,11/03/2019,2019,03Març,Lleida,03/11/2002,Nois,Marroc
125018,11/03/2019,2019,03Març,Lleida,16/01/2003,Nois,Marroc
125034,11/03/2019,2019,03Març,Barcelona comarques,21/05/2002,Noies,Marroc
125065,12/03/2019,2019,03Març,Girona,31/12/2003,Nois,Marroc
125045,12/03/2019,2019,03Març,Àrea Metropolitana BCN,31/12/2004,Noies,Altra
125083,12/03/2019,2019,03Març,Lleida,13/02/1998,Nois,Marroc
125088,12/03/2019,2019,03Març,Lleida,10/02/2002,Nois,Països Subsharians
125093,13/03/2019,2019,03Març,Lleida,14/07/1999,Nois,Marroc
125149,13/03/2019,2019,03Març,Barcelona comarques,31/03/2003,Nois,Marroc
125150,13/03/2019,2019,03Març,Barcelona comarques,10/11/2002,Nois,Marroc
125128,13/03/2019,2019,03Març,Àrea Metropolitana BCN,17/09/2002,Nois,Països Subsharians
125094,13/03/2019,2019,03Març,Barcelona comarques,31/07/2005,Nois,Països Subsharians
125264,13/03/2019,2019,03Març,Barcelona comarques,14/11/2001,Nois,Països Subsharians
125182,13/03/2019,2019,03Març,Lleida,31/12/2002,Nois,Magreb (excloent Marroc)
125152,13/03/2019,2019,03Març,Tarragona,15/04/2003,Nois,Marroc
125137,13/03/2019,2019,03Març,Barcelona ciutat,08/05/2001,Nois,Marroc
125141,13/03/2019,2019,03Març,Barcelona ciutat,15/10/1997,Nois,Marroc
125187,14/03/2019,2019,03Març,Àrea Metropolitana BCN,31/12/2004,Nois,Marroc
125154,14/03/2019,2019,03Març,Tarragona,05/07/2003,Nois,Marroc
125186,14/03/2019,2019,03Març,Àrea Metropolitana BCN,22/09/2001,Nois,Marroc
125261,14/03/2019,2019,03Març,Àrea Metropolitana BCN,28/06/2002,Nois,Marroc
125192,14/03/2019,2019,03Març,Lleida,01/11/2001,Nois,Marroc
125265,14/03/2019,2019,03Març,Terres de l'Ebre,31/12/2004,Nois,Marroc
125250,14/03/2019,2019,03Març,Lleida,25/06/2001,Nois,Marroc
125225,15/03/2019,2019,03Març,Lleida,23/08/2001,Nois,Marroc
125246,15/03/2019,2019,03Març,Lleida,12/01/2000,Nois,Marroc
125260,15/03/2019,2019,03Març,Barcelona ciutat,13/05/2002,Nois,Marroc
125266,15/03/2019,2019,03Març,Barcelona comarques,15/03/2002,Nois,Altra
125263,15/03/2019,2019,03Març,Àrea Metropolitana BCN,15/03/2002,Nois,Marroc
125262,15/03/2019,2019,03Març,Barcelona comarques,01/05/2002,Nois,Marroc
125223,16/03/2019,2019,03Març,Barcelona comarques,08/03/2004,Nois,Marroc
125270,16/03/2019,2019,03Març,Barcelona ciutat,31/12/2003,Noies,Altra
125271,16/03/2019,2019,03Març,Tarragona,19/11/2003,Nois,Marroc
125272,17/03/2019,2019,03Març,Barcelona comarques,09/12/2002,Noies,Marroc
125304,17/03/2019,2019,03Març,Barcelona comarques,29/04/2002,Nois,Marroc
125268,17/03/2019,2019,03Març,Àrea Metropolitana BCN,25/09/2003,Nois,Països Subsharians
125305,17/03/2019,2019,03Març,Barcelona comarques,01/01/2004,Nois,Marroc
125306,18/03/2019,2019,03Març,Àrea Metropolitana BCN,06/05/2002,Nois,Països Subsharians
125293,18/03/2019,2019,03Març,Girona,13/09/2001,Nois,Marroc
125302,18/03/2019,2019,03Març,Barcelona comarques,13/06/2002,Nois,Marroc
125309,18/03/2019,2019,03Març,Àrea Metropolitana BCN,25/10/2002,Nois,Països Subsharians
125308,18/03/2019,2019,03Març,Àrea Metropolitana BCN,30/06/2001,Nois,Marroc
125307,18/03/2019,2019,03Març,Àrea Metropolitana BCN,10/05/2001,Nois,Països Subsharians
125303,18/03/2019,2019,03Març,Àrea Metropolitana BCN,22/09/2001,Nois,Marroc
125285,18/03/2019,2019,03Març,Barcelona comarques,06/11/2003,Nois,Països Subsharians
125273,18/03/2019,2019,03Març,Barcelona ciutat,02/12/2005,Noies,Altra
125274,18/03/2019,2019,03Març,Tarragona,14/01/2002,Nois,Marroc
125301,18/03/2019,2019,03Març,Barcelona comarques,22/12/2001,Nois,Altra
125295,18/03/2019,2019,03Març,Àrea Metropolitana BCN,21/04/2003,Nois,Països Subsharians
125275,18/03/2019,2019,03Març,Terres de l'Ebre,02/01/2002,Nois,Marroc
125348,19/03/2019,2019,03Març,Barcelona ciutat,20/08/2002,Nois,Marroc
125352,19/03/2019,2019,03Març,Lleida,26/04/2001,Nois,Marroc
125350,19/03/2019,2019,03Març,Terres de l'Ebre,10/10/2002,Nois,Països Subsharians
125349,19/03/2019,2019,03Març,Barcelona comarques,05/09/2002,Nois,Marroc
125346,19/03/2019,2019,03Març,Barcelona comarques,01/01/2004,Nois,Altra
125353,19/03/2019,2019,03Març,Lleida,22/10/2003,Nois,Marroc
125341,19/03/2019,2019,03Març,Girona,31/12/2002,Nois,Marroc
125347,19/03/2019,2019,03Març,Lleida,17/02/2002,Nois,Països Subsharians
125351,19/03/2019,2019,03Març,Barcelona comarques,06/06/2001,Nois,Marroc
125345,19/03/2019,2019,03Març,Barcelona comarques,31/12/2003,Nois,Altra
125385,20/03/2019,2019,03Març,Barcelona ciutat,31/12/2004,Nois,Països Subsharians
125383,20/03/2019,2019,03Març,Barcelona ciutat,01/08/2002,Nois,Marroc
125355,20/03/2019,2019,03Març,Terres de l'Ebre,05/10/2001,Nois,Marroc
125391,20/03/2019,2019,03Març,Barcelona comarques,23/08/2002,Nois,Marroc
125394,20/03/2019,2019,03Març,Barcelona comarques,23/05/2002,Nois,Marroc
125393,20/03/2019,2019,03Març,Barcelona comarques,15/05/2002,Nois,Marroc
125431,21/03/2019,2019,03Març,Barcelona ciutat,13/05/2001,Noies,Altra
125397,21/03/2019,2019,03Març,Barcelona comarques,12/08/2001,Nois,Marroc
125473,22/03/2019,2019,03Març,Barcelona comarques,05/02/2003,Nois,Països Subsharians
125474,22/03/2019,2019,03Març,Àrea Metropolitana BCN,03/11/2001,Nois,Marroc
125445,22/03/2019,2019,03Març,Lleida,01/02/2006,Nois,Marroc
125475,22/03/2019,2019,03Març,Barcelona comarques,24/01/2003,Nois,Països Subsharians
125466,22/03/2019,2019,03Març,Girona,31/12/2002,Nois,Magreb (excloent Marroc)
119404,24/03/2019,2019,03Març,Terres de l'Ebre,10/09/2002,Nois,Marroc
125519,24/03/2019,2019,03Març,Lleida,17/07/2003,Nois,Altra
125480,24/03/2019,2019,03Març,Barcelona comarques,11/06/2002,Noies,Marroc
125523,24/03/2019,2019,03Març,Àrea Metropolitana BCN,12/11/2001,Nois,Marroc
125481,24/03/2019,2019,03Març,Barcelona ciutat,31/12/2003,Nois,Marroc
125530,24/03/2019,2019,03Març,Barcelona comarques,27/01/2002,Nois,Marroc
125479,24/03/2019,2019,03Març,Barcelona comarques,28/01/2002,Nois,Magreb (excloent Marroc)
125508,24/03/2019,2019,03Març,Lleida,06/06/2003,Nois,Magreb (excloent Marroc)
125529,24/03/2019,2019,03Març,Barcelona ciutat,26/09/2002,Nois,Marroc
125507,24/03/2019,2019,03Març,Barcelona comarques,24/03/2002,Nois,Altra
112952,24/03/2019,2019,03Març,Terres de l'Ebre,02/01/2003,Nois,Marroc
125535,25/03/2019,2019,03Març,Terres de l'Ebre,02/02/2002,Nois,Marroc
125534,25/03/2019,2019,03Març,Barcelona comarques,02/05/2002,Nois,Marroc
125588,26/03/2019,2019,03Març,Girona,27/01/2002,Nois,Marroc
125594,26/03/2019,2019,03Març,Lleida,14/02/2001,Nois,Marroc
125655,26/03/2019,2019,03Març,Lleida,03/09/2003,Nois,Marroc
125548,26/03/2019,2019,03Març,Barcelona comarques,27/08/2001,Nois,No informada
125554,26/03/2019,2019,03Març,Barcelona comarques,04/08/2003,Nois,Marroc
125560,26/03/2019,2019,03Març,Lleida,31/12/2005,Nois,Marroc
125584,26/03/2019,2019,03Març,Girona,08/09/2001,Nois,Marroc
125652,27/03/2019,2019,03Març,Barcelona ciutat,16/04/2004,Nois,Marroc
124565,27/03/2019,2019,03Març,Barcelona comarques,20/11/2002,Nois,Marroc
119510,27/03/2019,2019,03Març,Barcelona comarques,18/01/2002,Nois,Marroc
125654,27/03/2019,2019,03Març,Lleida,31/12/2003,Nois,Marroc
125651,27/03/2019,2019,03Març,Barcelona ciutat,15/11/2001,Nois,Marroc
125634,27/03/2019,2019,03Març,Àrea Metropolitana BCN,07/11/2001,Nois,Marroc
125633,27/03/2019,2019,03Març,Tarragona,19/06/2004,Nois,Marroc
125656,27/03/2019,2019,03Març,Lleida,01/01/2002,Nois,Marroc
125653,27/03/2019,2019,03Març,Lleida,01/09/2002,Nois,Marroc
125657,28/03/2019,2019,03Març,Lleida,31/12/2003,Nois,Marroc
125739,28/03/2019,2019,03Març,Barcelona comarques,03/01/2002,Nois,Marroc
125673,28/03/2019,2019,03Març,Barcelona comarques,29/09/2003,Nois,Països Subsharians
125658,28/03/2019,2019,03Març,Lleida,31/12/2003,Nois,Marroc
125738,28/03/2019,2019,03Març,Barcelona ciutat,27/04/2001,Nois,Magreb (excloent Marroc)
125693,28/03/2019,2019,03Març,Barcelona ciutat,14/04/2005,Nois,Marroc
125688,28/03/2019,2019,03Març,Barcelona comarques,30/12/2002,Nois,Marroc
125735,28/03/2019,2019,03Març,Barcelona comarques,16/04/2002,Nois,Països Subsharians
113517,29/03/2019,2019,03Març,Barcelona comarques,10/11/2002,Nois,Magreb (excloent Marroc)
125703,29/03/2019,2019,03Març,Àrea Metropolitana BCN,03/07/2005,Nois,Marroc
125704,29/03/2019,2019,03Març,Barcelona comarques,23/12/2004,Nois,Països Subsharians
125737,29/03/2019,2019,03Març,Lleida,08/03/2002,Noies,Marroc
125740,29/03/2019,2019,03Març,Barcelona comarques,31/03/2003,Nois,No informada
125705,29/03/2019,2019,03Març,Tarragona,31/12/2004,Nois,Marroc
95750,30/03/2019,2019,03Març,Lleida,02/01/2002,Nois,Marroc
125741,30/03/2019,2019,03Març,Barcelona comarques,05/05/2002,Nois,Països Subsharians
125676,30/03/2019,2019,03Març,Àrea Metropolitana BCN,04/05/2008,Nois,Marroc
125744,31/03/2019,2019,03Març,Barcelona comarques,16/07/2003,Nois,Països Subsharians
125790,31/03/2019,2019,03Març,Barcelona comarques,31/12/2003,Nois,Marroc
105166,31/03/2019,2019,03Març,Barcelona comarques,04/08/2001,Nois,Marroc
125745,31/03/2019,2019,03Març,Barcelona ciutat,27/12/2001,Nois,Marroc
125841,01/04/2019,2019,04Abril,Girona,31/12/2003,Nois,Marroc
125758,01/04/2019,2019,04Abril,Lleida,09/04/2002,Nois,No informada
125757,01/04/2019,2019,04Abril,Barcelona comarques,28/10/2002,Noies,Marroc
125755,01/04/2019,2019,04Abril,Àrea Metropolitana BCN,30/05/2002,Nois,Països Subsharians
125759,01/04/2019,2019,04Abril,Àrea Metropolitana BCN,06/12/2001,Nois,Marroc
125756,01/04/2019,2019,04Abril,Barcelona ciutat,29/01/2004,Nois,Altra
125887,02/04/2019,2019,04Abril,Barcelona ciutat,22/10/2002,Nois,Marroc
125816,02/04/2019,2019,04Abril,Girona,31/12/2002,Nois,Marroc
125845,02/04/2019,2019,04Abril,Girona,04/12/2001,Nois,Marroc
125840,02/04/2019,2019,04Abril,Girona,23/10/2002,Nois,Marroc
125818,02/04/2019,2019,04Abril,Barcelona ciutat,02/08/2002,Nois,Marroc
125842,02/04/2019,2019,04Abril,Barcelona comarques,02/04/2003,Noies,Països Subsharians
125831,02/04/2019,2019,04Abril,Barcelona ciutat,31/12/2002,Nois,Marroc
125889,03/04/2019,2019,04Abril,Àrea Metropolitana BCN,26/05/2003,Nois,Marroc
125894,03/04/2019,2019,04Abril,Àrea Metropolitana BCN,05/04/2003,Nois,Països Subsharians
125890,03/04/2019,2019,04Abril,Barcelona comarques,01/01/2003,Nois,Països Subsharians
125866,03/04/2019,2019,04Abril,Girona,31/12/2003,Nois,No informada
125895,03/04/2019,2019,04Abril,Girona,22/10/2002,Nois,Marroc
125891,03/04/2019,2019,04Abril,Girona,31/12/2003,Nois,Marroc
125892,03/04/2019,2019,04Abril,Girona,13/08/2002,Nois,Marroc
125886,03/04/2019,2019,04Abril,Barcelona ciutat,03/03/2002,Nois,Països Subsharians
125888,03/04/2019,2019,04Abril,Àrea Metropolitana BCN,31/12/2002,Nois,Marroc
125893,03/04/2019,2019,04Abril,Barcelona comarques,01/04/2004,Nois,Països Subsharians
125939,04/04/2019,2019,04Abril,Girona,27/02/2003,Nois,Països Subsharians
125987,04/04/2019,2019,04Abril,Barcelona comarques,01/01/2003,Nois,Marroc
125985,04/04/2019,2019,04Abril,Terres de l'Ebre,10/08/2002,Nois,Països Subsharians
125934,04/04/2019,2019,04Abril,Barcelona comarques,23/06/2004,Nois,Marroc
125936,04/04/2019,2019,04Abril,Barcelona ciutat,28/10/2001,Nois,Marroc
125983,04/04/2019,2019,04Abril,Barcelona ciutat,09/04/2002,Nois,Marroc
125938,04/04/2019,2019,04Abril,Lleida,31/12/2002,Nois,Marroc
125989,05/04/2019,2019,04Abril,Terres de l'Ebre,17/08/2002,Nois,Marroc
125991,07/04/2019,2019,04Abril,Lleida,16/06/2002,Nois,Marroc
114062,08/04/2019,2019,04Abril,Barcelona comarques,26/11/2001,Nois,Marroc
126012,08/04/2019,2019,04Abril,Barcelona comarques,08/11/2002,Nois,Marroc
126024,08/04/2019,2019,04Abril,Lleida,01/09/2001,Nois,Marroc
126002,08/04/2019,2019,04Abril,Tarragona,19/07/2001,Nois,Marroc
126023,08/04/2019,2019,04Abril,Barcelona ciutat,11/08/2002,Nois,Marroc
126006,08/04/2019,2019,04Abril,Girona,16/12/2001,Nois,Marroc
119121,08/04/2019,2019,04Abril,Lleida,31/12/2003,Nois,Marroc
126059,09/04/2019,2019,04Abril,Barcelona comarques,24/11/2003,Nois,Països Subsharians
126053,09/04/2019,2019,04Abril,Barcelona ciutat,07/08/2001,Nois,Marroc
126056,09/04/2019,2019,04Abril,Girona,22/10/2001,Nois,Marroc
126058,09/04/2019,2019,04Abril,Girona,11/12/2002,Nois,Marroc
126050,09/04/2019,2019,04Abril,Barcelona comarques,15/05/2005,Noies,Altra
126057,09/04/2019,2019,04Abril,Girona,07/11/2002,Nois,Marroc
126054,09/04/2019,2019,04Abril,Lleida,06/01/2002,Nois,Marroc
126055,09/04/2019,2019,04Abril,Lleida,31/12/2003,Nois,Països Subsharians
126096,10/04/2019,2019,04Abril,Barcelona comarques,01/01/2002,Nois,Països Subsharians
126098,10/04/2019,2019,04Abril,Girona,10/02/2003,Nois,Marroc
126150,10/04/2019,2019,04Abril,Barcelona comarques,12/02/2002,Nois,Marroc
126060,10/04/2019,2019,04Abril,Barcelona comarques,29/11/2001,Nois,Marroc
126145,11/04/2019,2019,04Abril,Barcelona ciutat,03/06/2002,Nois,Marroc
126149,11/04/2019,2019,04Abril,Girona,31/12/2002,Nois,Marroc
126186,12/04/2019,2019,04Abril,Barcelona ciutat,26/05/2003,Nois,Països Subsharians
126166,12/04/2019,2019,04Abril,Lleida,09/01/2002,Nois,Països Subsharians
126110,12/04/2019,2019,04Abril,Lleida,08/07/2002,Nois,Marroc
126187,13/04/2019,2019,04Abril,Girona,17/05/2002,Nois,Marroc
126189,13/04/2019,2019,04Abril,Lleida,26/01/2005,Nois,Marroc
126193,14/04/2019,2019,04Abril,Girona,06/10/2003,Nois,Marroc
126191,14/04/2019,2019,04Abril,Girona,31/12/2003,Nois,Marroc
126192,14/04/2019,2019,04Abril,Barcelona comarques,15/02/2002,Nois,Països Subsharians
126190,14/04/2019,2019,04Abril,Girona,05/06/2002,Nois,Marroc
126194,14/04/2019,2019,04Abril,Barcelona comarques,02/12/2005,Nois,Marroc
126231,15/04/2019,2019,04Abril,Àrea Metropolitana BCN,31/12/2003,Nois,Països Subsharians
126232,15/04/2019,2019,04Abril,Lleida,01/02/2002,Nois,Països Subsharians
126271,15/04/2019,2019,04Abril,Barcelona ciutat,25/10/2001,Nois,Marroc
86155,15/04/2019,2019,04Abril,Barcelona comarques,25/06/2002,Nois,Marroc
126347,16/04/2019,2019,04Abril,Tarragona,31/12/2003,Nois,Marroc
126240,16/04/2019,2019,04Abril,Barcelona ciutat,01/01/2004,Nois,Marroc
126280,16/04/2019,2019,04Abril,Barcelona comarques,12/07/2001,Noies,Marroc
126278,16/04/2019,2019,04Abril,Girona,02/08/2002,Nois,Països Subsharians
126274,16/04/2019,2019,04Abril,Barcelona comarques,02/07/2002,Nois,Països Subsharians
126281,16/04/2019,2019,04Abril,Barcelona comarques,25/01/2002,Nois,Altra
118713,16/04/2019,2019,04Abril,Girona,18/01/2002,Nois,Marroc
126279,16/04/2019,2019,04Abril,Girona,01/01/1999,Nois,Països Subsharians
126318,17/04/2019,2019,04Abril,Barcelona comarques,30/06/2002,Nois,Marroc
126289,17/04/2019,2019,04Abril,Barcelona comarques,13/12/2001,Nois,Marroc
126313,17/04/2019,2019,04Abril,Girona,31/12/2001,Nois,Marroc
126288,17/04/2019,2019,04Abril,Girona,28/11/2002,Nois,Marroc
126319,17/04/2019,2019,04Abril,Barcelona comarques,03/12/2005,Nois,Marroc
126346,18/04/2019,2019,04Abril,Girona,01/01/2002,Nois,Països Subsharians
126330,18/04/2019,2019,04Abril,Barcelona ciutat,31/05/2003,Nois,Marroc
126348,18/04/2019,2019,04Abril,Tarragona,07/02/2002,Nois,Marroc
126349,18/04/2019,2019,04Abril,Lleida,30/07/2001,Nois,Marroc
126331,18/04/2019,2019,04Abril,Tarragona,27/01/2003,Nois,Marroc
126350,18/04/2019,2019,04Abril,Terres de l'Ebre,27/08/2001,Nois,Marroc
126344,18/04/2019,2019,04Abril,Girona,31/12/2002,Nois,Països Subsharians
126345,19/04/2019,2019,04Abril,Girona,07/06/2003,Nois,Països Subsharians
126343,19/04/2019,2019,04Abril,Girona,09/09/2002,Nois,Països Subsharians
126351,19/04/2019,2019,04Abril,Àrea Metropolitana BCN,31/12/2002,Nois,Marroc
