id_infant_jove,data_entrada_sistema,any_entrada_sistema,mes_entrada_sistema,Servei_territorial_gestio_cas,data_naixement_infant,sexe_infant,Origen_infant
118073,12/09/2018,2018,09Setembre,Barcelona ciutat,31/12/2007,Nois,Altra
119406,12/09/2018,2018,09Setembre,Àrea Metropolitana BCN,01/10/2003,Nois,Marroc
117612,12/09/2018,2018,09Setembre,Barcelona comarques,31/12/2001,Nois,Marroc
118260,12/09/2018,2018,09Setembre,Tarragona,30/06/2003,Nois,Marroc
118064,12/09/2018,2018,09Setembre,Girona,29/07/2001,Nois,Marroc
118331,12/09/2018,2018,09Setembre,Tarragona,31/12/2002,Nois,Altra
118047,12/09/2018,2018,09Setembre,Àrea Metropolitana BCN,02/08/2002,Nois,Marroc
118330,12/09/2018,2018,09Setembre,Tarragona,08/12/2001,Nois,Marroc
118044,12/09/2018,2018,09Setembre,Girona,15/01/2003,Nois,Marroc
95565,12/09/2018,2018,09Setembre,Barcelona comarques,24/10/2000,Nois,Magreb (excloent Marroc)
118175,12/09/2018,2018,09Setembre,Lleida,30/07/2002,Nois,Marroc
118033,12/09/2018,2018,09Setembre,Àrea Metropolitana BCN,14/01/2001,Noies,Marroc
118032,12/09/2018,2018,09Setembre,Barcelona ciutat,02/02/2002,Noies,Marroc
118262,12/09/2018,2018,09Setembre,Barcelona ciutat,17/06/2000,Nois,Marroc
118048,12/09/2018,2018,09Setembre,Girona,24/08/2001,Nois,Marroc
118063,12/09/2018,2018,09Setembre,Barcelona comarques,30/10/2002,Nois,Marroc
118072,12/09/2018,2018,09Setembre,Terres de l'Ebre,25/11/2000,Nois,Marroc
119216,12/09/2018,2018,09Setembre,Lleida,15/02/2002,Nois,Marroc
118049,12/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Països Subsharians
118500,12/09/2018,2018,09Setembre,Tarragona,06/11/2002,Nois,Marroc
118261,12/09/2018,2018,09Setembre,Tarragona,25/06/2001,Nois,Marroc
118536,12/09/2018,2018,09Setembre,Tarragona,31/12/2001,Nois,Altra
118069,12/09/2018,2018,09Setembre,Terres de l'Ebre,12/04/2001,Nois,Marroc
118045,12/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2003,Nois,Països Subsharians
118074,12/09/2018,2018,09Setembre,Barcelona ciutat,31/12/2005,Nois,Altra
117609,12/09/2018,2018,09Setembre,Barcelona ciutat,10/01/2003,Nois,Marroc
118522,12/09/2018,2018,09Setembre,Tarragona,16/11/2001,Nois,Marroc
118071,12/09/2018,2018,09Setembre,Àrea Metropolitana BCN,05/04/2001,Nois,Països Subsharians
118552,12/09/2018,2018,09Setembre,Barcelona comarques,29/05/2004,Nois,Marroc
118070,12/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
118990,12/09/2018,2018,09Setembre,Àrea Metropolitana BCN,13/01/2002,Nois,Marroc
118131,13/09/2018,2018,09Setembre,Tarragona,01/01/2001,Nois,Marroc
118177,13/09/2018,2018,09Setembre,Tarragona,23/02/2002,Nois,Marroc
118102,13/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Països Subsharians
118179,13/09/2018,2018,09Setembre,Tarragona,20/04/2003,Nois,Marroc
118133,13/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Marroc
119218,13/09/2018,2018,09Setembre,Tarragona,27/11/2000,Nois,Marroc
118082,13/09/2018,2018,09Setembre,Àrea Metropolitana BCN,17/08/2002,Noies,Marroc
118134,13/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Marroc
118128,13/09/2018,2018,09Setembre,Tarragona,07/09/2003,Nois,Marroc
118205,13/09/2018,2018,09Setembre,Tarragona,21/06/2005,Nois,Marroc
118076,13/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Països Subsharians
118135,13/09/2018,2018,09Setembre,Barcelona comarques,12/05/2003,Nois,Marroc
119363,13/09/2018,2018,09Setembre,Barcelona comarques,24/06/2001,Nois,Marroc
118178,13/09/2018,2018,09Setembre,Tarragona,10/12/2002,Nois,Marroc
118129,13/09/2018,2018,09Setembre,Barcelona comarques,28/07/2004,Nois,Marroc
118132,13/09/2018,2018,09Setembre,Terres de l'Ebre,09/04/2002,Noies,Marroc
118095,13/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,No informada
118075,13/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2003,Nois,Països Subsharians
118161,14/09/2018,2018,09Setembre,Lleida,20/10/2000,Nois,Marroc
119491,14/09/2018,2018,09Setembre,Tarragona,15/07/2001,Nois,Marroc
120159,14/09/2018,2018,09Setembre,Barcelona comarques,01/10/2001,Nois,Marroc
118502,14/09/2018,2018,09Setembre,Àrea Metropolitana BCN,07/06/2002,Nois,Països Subsharians
118501,14/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
119365,14/09/2018,2018,09Setembre,Barcelona comarques,15/09/2002,Nois,Marroc
118162,14/09/2018,2018,09Setembre,Barcelona comarques,27/06/2002,Nois,Marroc
118158,14/09/2018,2018,09Setembre,Barcelona ciutat,08/01/2003,Nois,Marroc
118144,14/09/2018,2018,09Setembre,Girona,12/12/2002,Nois,Marroc
119368,14/09/2018,2018,09Setembre,Barcelona comarques,08/11/2003,Nois,Marroc
120161,14/09/2018,2018,09Setembre,Tarragona,22/05/2001,Nois,Marroc
119220,14/09/2018,2018,09Setembre,Tarragona,05/08/2001,Nois,Marroc
119366,14/09/2018,2018,09Setembre,Barcelona comarques,28/11/2001,Nois,Marroc
118180,14/09/2018,2018,09Setembre,Barcelona ciutat,17/10/2003,Nois,Marroc
118156,14/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Països Subsharians
118184,15/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
118181,15/09/2018,2018,09Setembre,Tarragona,15/09/2005,Nois,Marroc
118203,15/09/2018,2018,09Setembre,Barcelona ciutat,11/05/2003,Nois,Marroc
118218,15/09/2018,2018,09Setembre,Terres de l'Ebre,20/02/2001,Nois,Marroc
118200,15/09/2018,2018,09Setembre,Girona,15/02/2004,Nois,Marroc
118187,15/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
118190,15/09/2018,2018,09Setembre,Terres de l'Ebre,29/06/2003,Nois,Marroc
118192,15/09/2018,2018,09Setembre,Tarragona,31/12/2001,Nois,Marroc
119197,15/09/2018,2018,09Setembre,Barcelona comarques,25/12/2001,Nois,Marroc
118185,15/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
119367,15/09/2018,2018,09Setembre,Barcelona comarques,19/03/2003,Nois,Marroc
118213,15/09/2018,2018,09Setembre,Tarragona,31/12/2002,Nois,Marroc
118199,15/09/2018,2018,09Setembre,Tarragona,26/03/2001,Nois,Altra
104110,15/09/2018,2018,09Setembre,Barcelona ciutat,07/11/2002,Nois,Marroc
118194,15/09/2018,2018,09Setembre,Barcelona ciutat,25/07/2001,Nois,Marroc
118188,15/09/2018,2018,09Setembre,Àrea Metropolitana BCN,07/11/2001,Nois,Marroc
120543,15/09/2018,2018,09Setembre,Tarragona,08/01/2001,Nois,Marroc
118186,15/09/2018,2018,09Setembre,Àrea Metropolitana BCN,01/04/2003,Nois,Països Subsharians
118197,15/09/2018,2018,09Setembre,Lleida,19/02/2004,Nois,Marroc
118196,15/09/2018,2018,09Setembre,Girona,20/11/2001,Nois,Marroc
118195,15/09/2018,2018,09Setembre,Tarragona,18/11/2000,Nois,Marroc
118182,15/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2005,Nois,Països Subsharians
118202,15/09/2018,2018,09Setembre,Girona,31/12/2001,Nois,Altra
118191,15/09/2018,2018,09Setembre,Tarragona,15/12/2002,Nois,Marroc
119351,15/09/2018,2018,09Setembre,Barcelona comarques,06/11/2003,Nois,Marroc
119476,15/09/2018,2018,09Setembre,Barcelona comarques,01/08/2001,Nois,Marroc
118193,15/09/2018,2018,09Setembre,Tarragona,08/02/2001,Nois,Marroc
118201,15/09/2018,2018,09Setembre,Terres de l'Ebre,06/06/2001,Nois,Marroc
118312,16/09/2018,2018,09Setembre,Barcelona comarques,01/01/2001,Nois,Marroc
118295,16/09/2018,2018,09Setembre,Barcelona comarques,13/06/2000,Nois,Marroc
118322,16/09/2018,2018,09Setembre,Tarragona,20/07/2001,Nois,Marroc
118223,16/09/2018,2018,09Setembre,Àrea Metropolitana BCN,04/11/2001,Nois,Marroc
118986,16/09/2018,2018,09Setembre,Barcelona comarques,07/07/2001,Nois,Marroc
118214,16/09/2018,2018,09Setembre,Lleida,25/08/2001,Nois,Marroc
118208,16/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2003,Nois,Països Subsharians
118212,16/09/2018,2018,09Setembre,Barcelona comarques,25/12/2001,Nois,Marroc
118219,16/09/2018,2018,09Setembre,Tarragona,04/01/2001,Nois,Marroc
118224,16/09/2018,2018,09Setembre,Barcelona comarques,11/02/2005,Nois,Marroc
118217,16/09/2018,2018,09Setembre,Lleida,12/08/2001,Nois,Marroc
119196,16/09/2018,2018,09Setembre,Barcelona comarques,12/07/2001,Nois,Marroc
118216,16/09/2018,2018,09Setembre,Tarragona,31/12/2001,Nois,Marroc
118314,16/09/2018,2018,09Setembre,Barcelona comarques,05/12/2001,Nois,Marroc
118222,16/09/2018,2018,09Setembre,Tarragona,25/05/2002,Nois,Marroc
118302,16/09/2018,2018,09Setembre,Barcelona comarques,10/06/2003,Nois,Marroc
118220,16/09/2018,2018,09Setembre,Tarragona,28/09/2003,Nois,Marroc
119187,16/09/2018,2018,09Setembre,Barcelona comarques,05/09/2001,Nois,Marroc
118221,16/09/2018,2018,09Setembre,Tarragona,31/12/2002,Nois,Marroc
118266,17/09/2018,2018,09Setembre,Barcelona comarques,10/08/2001,Nois,Marroc
119572,17/09/2018,2018,09Setembre,Barcelona comarques,22/09/2001,Nois,Marroc
118280,17/09/2018,2018,09Setembre,Barcelona comarques,21/03/2003,Nois,Marroc
118287,17/09/2018,2018,09Setembre,Àrea Metropolitana BCN,25/03/2002,Nois,Països Subsharians
119475,17/09/2018,2018,09Setembre,Barcelona comarques,15/09/2002,Nois,Marroc
118289,17/09/2018,2018,09Setembre,Barcelona comarques,16/05/2002,Nois,Països Subsharians
119455,17/09/2018,2018,09Setembre,Àrea Metropolitana BCN,27/11/2001,Nois,Marroc
118291,17/09/2018,2018,09Setembre,Àrea Metropolitana BCN,10/02/2001,Nois,Països Subsharians
119570,17/09/2018,2018,09Setembre,Barcelona comarques,31/12/2003,Nois,Marroc
118264,17/09/2018,2018,09Setembre,Barcelona comarques,07/01/2001,Nois,Marroc
118231,17/09/2018,2018,09Setembre,Lleida,06/06/2001,Nois,Marroc
119568,17/09/2018,2018,09Setembre,Barcelona comarques,12/04/2000,Nois,Marroc
118230,17/09/2018,2018,09Setembre,Tarragona,04/08/2001,Nois,Marroc
119564,17/09/2018,2018,09Setembre,Barcelona comarques,31/12/2002,Nois,Marroc
122908,17/09/2018,2018,09Setembre,Terres de l'Ebre,03/07/2001,Nois,Marroc
118267,17/09/2018,2018,09Setembre,Barcelona comarques,04/04/2003,Nois,Marroc
120739,17/09/2018,2018,09Setembre,Tarragona,13/01/2001,Nois,Marroc
119558,17/09/2018,2018,09Setembre,Barcelona comarques,13/05/2001,Nois,Marroc
118228,17/09/2018,2018,09Setembre,Tarragona,18/03/2001,Nois,Marroc
118243,17/09/2018,2018,09Setembre,Barcelona ciutat,12/05/2003,Nois,Marroc
118265,17/09/2018,2018,09Setembre,Terres de l'Ebre,31/05/2003,Nois,Marroc
119571,17/09/2018,2018,09Setembre,Barcelona comarques,14/10/2002,Nois,Marroc
118229,17/09/2018,2018,09Setembre,Barcelona comarques,13/05/2002,Nois,Marroc
118263,17/09/2018,2018,09Setembre,Barcelona comarques,16/04/2001,Nois,Marroc
119567,17/09/2018,2018,09Setembre,Barcelona comarques,19/10/2002,Nois,Marroc
118299,17/09/2018,2018,09Setembre,Barcelona comarques,07/02/2006,Nois,Marroc
118474,18/09/2018,2018,09Setembre,Àrea Metropolitana BCN,30/12/2003,Nois,Marroc
121750,18/09/2018,2018,09Setembre,Barcelona ciutat,31/12/2002,Nois,Marroc
118398,18/09/2018,2018,09Setembre,Tarragona,25/02/2002,Nois,Marroc
84313,18/09/2018,2018,09Setembre,Tarragona,08/12/2000,Nois,Marroc
118329,18/09/2018,2018,09Setembre,Tarragona,20/08/2000,Nois,Marroc
118989,18/09/2018,2018,09Setembre,Barcelona comarques,12/07/2002,Nois,Marroc
118381,18/09/2018,2018,09Setembre,Barcelona comarques,06/08/2002,Nois,Marroc
118647,18/09/2018,2018,09Setembre,Barcelona comarques,05/05/2001,Nois,Marroc
121748,18/09/2018,2018,09Setembre,Barcelona comarques,31/12/2002,Nois,Marroc
118397,18/09/2018,2018,09Setembre,Tarragona,13/03/2003,Nois,Marroc
118327,18/09/2018,2018,09Setembre,Tarragona,31/12/2001,Nois,No informada
118541,18/09/2018,2018,09Setembre,Tarragona,20/04/2001,Nois,Marroc
118279,18/09/2018,2018,09Setembre,Lleida,02/12/2001,Nois,Marroc
118408,19/09/2018,2018,09Setembre,Barcelona comarques,28/04/1998,Nois,Marroc
118395,19/09/2018,2018,09Setembre,Barcelona comarques,22/02/2002,Nois,Marroc
118465,19/09/2018,2018,09Setembre,Girona,10/12/2000,Nois,Marroc
118444,19/09/2018,2018,09Setembre,Girona,02/10/2001,Nois,Marroc
118406,19/09/2018,2018,09Setembre,Terres de l'Ebre,31/12/2002,Nois,Marroc
118379,19/09/2018,2018,09Setembre,Barcelona ciutat,20/12/2001,Nois,Marroc
121751,19/09/2018,2018,09Setembre,Barcelona comarques,01/02/2003,Nois,Marroc
118396,19/09/2018,2018,09Setembre,Barcelona ciutat,21/05/2005,Nois,Marroc
118402,19/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
118405,19/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
118560,19/09/2018,2018,09Setembre,Girona,09/11/2001,Nois,Marroc
91853,19/09/2018,2018,09Setembre,Barcelona comarques,01/01/2004,Nois,Marroc
118576,19/09/2018,2018,09Setembre,Girona,17/08/2001,Nois,Marroc
118407,19/09/2018,2018,09Setembre,Àrea Metropolitana BCN,10/10/2001,Nois,Marroc
118333,19/09/2018,2018,09Setembre,Girona,13/04/2003,Noies,Marroc
118399,19/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
100624,19/09/2018,2018,09Setembre,Barcelona comarques,26/03/2002,Nois,Marroc
118577,19/09/2018,2018,09Setembre,Barcelona comarques,16/05/2003,Nois,Marroc
118579,19/09/2018,2018,09Setembre,Barcelona comarques,13/06/2002,Nois,Marroc
118575,19/09/2018,2018,09Setembre,Barcelona comarques,13/09/2001,Nois,Marroc
118334,19/09/2018,2018,09Setembre,Girona,31/12/2003,Noies,Marroc
118409,19/09/2018,2018,09Setembre,Barcelona comarques,31/12/2001,Nois,Marroc
118505,19/09/2018,2018,09Setembre,Lleida,01/01/1998,Nois,Marroc
118353,19/09/2018,2018,09Setembre,Tarragona,02/06/2003,Nois,Marroc
118506,19/09/2018,2018,09Setembre,Terres de l'Ebre,26/11/2001,Nois,Marroc
118349,19/09/2018,2018,09Setembre,Tarragona,04/08/2002,Nois,Marroc
118404,19/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
118393,19/09/2018,2018,09Setembre,Barcelona ciutat,13/05/2002,Nois,Marroc
118581,19/09/2018,2018,09Setembre,Barcelona ciutat,19/03/2001,Nois,Marroc
118428,19/09/2018,2018,09Setembre,Girona,15/08/2001,Nois,Marroc
118467,19/09/2018,2018,09Setembre,Girona,09/09/2002,Nois,Marroc
118394,19/09/2018,2018,09Setembre,Barcelona comarques,31/12/2002,Nois,Marroc
118403,19/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
118401,19/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
118390,19/09/2018,2018,09Setembre,Barcelona comarques,25/08/2002,Nois,Marroc
118392,19/09/2018,2018,09Setembre,Barcelona comarques,26/08/2001,Nois,Marroc
118475,20/09/2018,2018,09Setembre,Terres de l'Ebre,14/02/2002,Nois,Marroc
118468,20/09/2018,2018,09Setembre,Tarragona,26/03/2001,Nois,Marroc
118471,20/09/2018,2018,09Setembre,Barcelona comarques,14/09/2001,Nois,Marroc
118578,20/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Marroc
119036,20/09/2018,2018,09Setembre,Barcelona ciutat,31/12/2002,Nois,Marroc
118487,20/09/2018,2018,09Setembre,Àrea Metropolitana BCN,03/07/2002,Nois,Països Subsharians
118491,20/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Països Subsharians
120681,20/09/2018,2018,09Setembre,Barcelona comarques,14/06/2002,Nois,Marroc
118504,20/09/2018,2018,09Setembre,Barcelona comarques,28/09/2000,Nois,No informada
118580,20/09/2018,2018,09Setembre,Barcelona comarques,11/05/2001,Nois,Marroc
118594,20/09/2018,2018,09Setembre,Lleida,10/12/2001,Nois,Marroc
118436,20/09/2018,2018,09Setembre,Terres de l'Ebre,01/01/2002,Nois,Marroc
119324,20/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Marroc
118503,20/09/2018,2018,09Setembre,Àrea Metropolitana BCN,03/11/1992,Nois,Països Subsharians
118570,20/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,No informada
118568,20/09/2018,2018,09Setembre,Girona,10/10/2001,Nois,Marroc
107518,20/09/2018,2018,09Setembre,Barcelona comarques,06/01/2002,Nois,Marroc
118546,21/09/2018,2018,09Setembre,Barcelona comarques,07/08/2004,Nois,Marroc
118533,21/09/2018,2018,09Setembre,Barcelona ciutat,16/06/2003,Nois,Marroc
118515,21/09/2018,2018,09Setembre,Barcelona ciutat,01/10/2002,Nois,Marroc
119458,21/09/2018,2018,09Setembre,Àrea Metropolitana BCN,28/08/2004,Nois,Marroc
118574,21/09/2018,2018,09Setembre,Girona,31/12/2002,Nois,No informada
119222,21/09/2018,2018,09Setembre,Barcelona comarques,20/09/2001,Nois,Marroc
118692,21/09/2018,2018,09Setembre,Barcelona ciutat,16/10/2001,Nois,Marroc
118529,21/09/2018,2018,09Setembre,Lleida,12/02/2003,Nois,Marroc
119183,21/09/2018,2018,09Setembre,Tarragona,10/03/2002,Nois,Marroc
121020,21/09/2018,2018,09Setembre,Barcelona comarques,22/04/2001,Nois,Marroc
118633,21/09/2018,2018,09Setembre,Barcelona comarques,17/03/2002,Nois,Marroc
119457,21/09/2018,2018,09Setembre,Àrea Metropolitana BCN,01/06/2002,Nois,Marroc
118512,21/09/2018,2018,09Setembre,Barcelona ciutat,31/12/2001,Nois,No informada
120304,21/09/2018,2018,09Setembre,Barcelona comarques,02/10/2001,Nois,Marroc
118566,21/09/2018,2018,09Setembre,Barcelona comarques,01/11/2002,Nois,Marroc
122681,21/09/2018,2018,09Setembre,Barcelona comarques,07/10/2001,Nois,Magreb (excloent Marroc)
119518,21/09/2018,2018,09Setembre,Barcelona comarques,04/05/2001,Nois,Marroc
118543,21/09/2018,2018,09Setembre,Barcelona comarques,09/02/2002,Nois,Marroc
122682,21/09/2018,2018,09Setembre,Barcelona comarques,30/04/1996,Nois,Marroc
118557,21/09/2018,2018,09Setembre,Barcelona comarques,01/06/2001,Nois,Marroc
118524,21/09/2018,2018,09Setembre,Barcelona ciutat,28/09/2002,Nois,Marroc
118689,21/09/2018,2018,09Setembre,Barcelona comarques,08/09/2001,Nois,Marroc
121032,21/09/2018,2018,09Setembre,Barcelona comarques,10/01/2000,Nois,Marroc
118554,21/09/2018,2018,09Setembre,Girona,15/12/2000,Nois,Marroc
118551,21/09/2018,2018,09Setembre,Àrea Metropolitana BCN,05/12/2003,Nois,Marroc
118562,21/09/2018,2018,09Setembre,Barcelona comarques,14/03/2002,Nois,Marroc
118542,21/09/2018,2018,09Setembre,Barcelona comarques,31/12/2002,Nois,Marroc
118565,21/09/2018,2018,09Setembre,Barcelona comarques,10/01/2002,Nois,Marroc
106404,21/09/2018,2018,09Setembre,Terres de l'Ebre,31/07/2001,Nois,Marroc
118733,21/09/2018,2018,09Setembre,Barcelona comarques,17/10/2002,Nois,Marroc
118549,21/09/2018,2018,09Setembre,Barcelona comarques,04/03/2002,Nois,Marroc
118604,21/09/2018,2018,09Setembre,Barcelona comarques,20/01/2002,Nois,Marroc
118555,21/09/2018,2018,09Setembre,Girona,06/02/2001,Nois,Marroc
119125,21/09/2018,2018,09Setembre,Barcelona comarques,17/09/2001,Nois,Marroc
118600,22/09/2018,2018,09Setembre,Barcelona ciutat,31/12/2004,Nois,Marroc
118591,22/09/2018,2018,09Setembre,Barcelona comarques,10/11/2001,Nois,Marroc
118603,22/09/2018,2018,09Setembre,Barcelona comarques,31/12/2002,Nois,Marroc
118599,22/09/2018,2018,09Setembre,Barcelona comarques,19/11/2002,Nois,Marroc
118592,22/09/2018,2018,09Setembre,Barcelona comarques,25/03/2001,Nois,Marroc
121749,22/09/2018,2018,09Setembre,Barcelona comarques,11/07/2002,Nois,Marroc
118607,22/09/2018,2018,09Setembre,Terres de l'Ebre,31/12/2002,Nois,Marroc
118601,22/09/2018,2018,09Setembre,Barcelona ciutat,28/08/2004,Nois,Marroc
118585,22/09/2018,2018,09Setembre,Lleida,14/05/2001,Nois,Marroc
118608,22/09/2018,2018,09Setembre,Barcelona comarques,16/06/2001,Nois,Marroc
118589,22/09/2018,2018,09Setembre,Barcelona comarques,06/09/2004,Nois,Marroc
118587,22/09/2018,2018,09Setembre,Barcelona comarques,31/12/2003,Nois,Marroc
118596,22/09/2018,2018,09Setembre,Lleida,11/11/2001,Nois,Marroc
118605,22/09/2018,2018,09Setembre,Barcelona comarques,31/12/2002,Nois,Marroc
118593,22/09/2018,2018,09Setembre,Barcelona comarques,15/11/2001,Nois,Marroc
118586,22/09/2018,2018,09Setembre,Tarragona,13/03/2001,Nois,Marroc
118584,22/09/2018,2018,09Setembre,Barcelona comarques,23/01/2004,Nois,Marroc
118598,22/09/2018,2018,09Setembre,Terres de l'Ebre,04/04/2003,Nois,Marroc
118606,22/09/2018,2018,09Setembre,Barcelona comarques,02/10/2001,Nois,Marroc
118602,22/09/2018,2018,09Setembre,Barcelona comarques,07/02/2001,Nois,Marroc
118595,22/09/2018,2018,09Setembre,Barcelona comarques,11/04/2001,Nois,Marroc
118590,22/09/2018,2018,09Setembre,Barcelona comarques,28/03/2001,Nois,Marroc
118628,22/09/2018,2018,09Setembre,Girona,08/04/1998,Nois,Marroc
118582,22/09/2018,2018,09Setembre,Barcelona ciutat,26/08/2002,Nois,Marroc
118597,22/09/2018,2018,09Setembre,Barcelona comarques,08/05/2002,Nois,Marroc
118588,22/09/2018,2018,09Setembre,Barcelona comarques,31/12/2002,Nois,Marroc
118583,22/09/2018,2018,09Setembre,Barcelona ciutat,28/05/2001,Nois,Marroc
118618,23/09/2018,2018,09Setembre,Tarragona,28/01/2005,Nois,Marroc
118616,23/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2001,Nois,Països Subsharians
118614,23/09/2018,2018,09Setembre,Lleida,31/10/2001,Nois,Marroc
119066,23/09/2018,2018,09Setembre,Barcelona comarques,27/03/2001,Nois,Marroc
118629,23/09/2018,2018,09Setembre,Àrea Metropolitana BCN,05/06/2001,Nois,Marroc
118891,23/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Altra
118621,23/09/2018,2018,09Setembre,Lleida,12/03/2002,Nois,Marroc
118617,23/09/2018,2018,09Setembre,Tarragona,14/08/2003,Noies,Marroc
119147,23/09/2018,2018,09Setembre,Tarragona,08/02/2002,Nois,Marroc
118611,23/09/2018,2018,09Setembre,Barcelona comarques,25/11/2001,Nois,Països Subsharians
118619,23/09/2018,2018,09Setembre,Tarragona,11/01/2001,Nois,Marroc
118610,23/09/2018,2018,09Setembre,Tarragona,12/07/2001,Nois,Marroc
118626,23/09/2018,2018,09Setembre,Terres de l'Ebre,31/12/2002,Nois,Marroc
118625,23/09/2018,2018,09Setembre,Barcelona comarques,14/04/2001,Nois,Marroc
118613,23/09/2018,2018,09Setembre,Barcelona ciutat,17/02/2003,Noies,Marroc
119069,23/09/2018,2018,09Setembre,Barcelona comarques,23/02/2003,Nois,Marroc
119068,23/09/2018,2018,09Setembre,Barcelona comarques,20/09/2001,Nois,Marroc
118624,23/09/2018,2018,09Setembre,Tarragona,29/07/2001,Nois,Marroc
118622,23/09/2018,2018,09Setembre,Lleida,24/10/2002,Nois,Marroc
118627,23/09/2018,2018,09Setembre,Barcelona comarques,15/04/2002,Nois,Marroc
120243,23/09/2018,2018,09Setembre,Barcelona comarques,24/02/2002,Nois,Marroc
118620,23/09/2018,2018,09Setembre,Tarragona,07/06/2003,Nois,Marroc
121879,23/09/2018,2018,09Setembre,Girona,08/12/2000,Nois,Marroc
118612,23/09/2018,2018,09Setembre,Barcelona comarques,21/05/2001,Nois,Marroc
118615,23/09/2018,2018,09Setembre,Barcelona comarques,20/06/2001,Nois,Marroc
120164,23/09/2018,2018,09Setembre,Barcelona comarques,15/12/2001,Nois,Marroc
118630,23/09/2018,2018,09Setembre,Girona,15/12/2002,Nois,Marroc
118632,23/09/2018,2018,09Setembre,Barcelona comarques,23/12/2001,Nois,Marroc
118631,23/09/2018,2018,09Setembre,Barcelona comarques,11/11/2001,Nois,Marroc
119225,23/09/2018,2018,09Setembre,Girona,18/07/2000,Nois,Marroc
118609,23/09/2018,2018,09Setembre,Tarragona,15/05/2001,Nois,Marroc
119228,24/09/2018,2018,09Setembre,Àrea Metropolitana BCN,31/12/2002,Nois,Marroc
119231,24/09/2018,2018,09Setembre,Barcelona comarques,21/08/2000,Nois,Marroc
119070,24/09/2018,2018,09Setembre,Lleida,27/09/2001,Noies,Marroc
118771,24/09/2018,2018,09Setembre,Barcelona comarques,18/02/2004,Nois,Marroc
118665,24/09/2018,2018,09Setembre,Lleida,11/02/2001,Noies,Magreb (excloent Marroc)
118926,24/09/2018,2018,09Setembre,Lleida,20/12/2002,Nois,Marroc
119071,24/09/2018,2018,09Setembre,Tarragona,25/03/2001,Nois,Marroc
118664,24/09/2018,2018,09Setembre,Lleida,24/01/2001,Noies,Magreb (excloent Marroc)
119499,24/09/2018,2018,09Setembre,Barcelona comarques,12/10/2001,Nois,No informada
118770,24/09/2018,2018,09Setembre,Barcelona comarques,13/05/2001,Nois,Marroc
119232,24/09/2018,2018,09Setembre,Barcelona comarques,16/12/2000,Nois,Marroc
118772,24/09/2018,2018,09Setembre,Barcelona comarques,12/09/2006,Nois,Marroc
120165,24/09/2018,2018,09Setembre,Lleida,31/12/2003,Nois,No informada
119062,24/09/2018,2018,09Setembre,Tarragona,16/03/2001,Nois,Països Subsharians
119230,24/09/2018,2018,09Setembre,Barcelona comarques,01/01/2001,Nois,Marroc
119061,24/09/2018,2018,09Setembre,Tarragona,10/09/2001,Nois,Països Subsharians
119691,25/09/2018,2018,09Setembre,Lleida,10/01/2002,Nois,Marroc
118693,25/09/2018,2018,09Setembre,Terres de l'Ebre,06/12/2003,Nois,Països Subsharians
118429,25/09/2018,2018,09Setembre,Tarragona,07/11/2001,Nois,Marroc
