SEMESTER,CAT,AGE,SEX,CONCEPT,status,value
1981S2,TOTAL,Y069,TOTAL,POP,,42615
1981S2,TOTAL,Y070,M,POP,,17406
1981S2,TOTAL,Y070,F,POP,,24091
1981S2,TOTAL,Y070,TOTAL,POP,,41497
1981S2,TOTAL,Y071,M,POP,,16574
1981S2,TOTAL,Y071,F,POP,,23752
1981S2,TOTAL,Y071,TOTAL,POP,,40326
1981S2,TOTAL,Y072,M,POP,,15576
1981S2,TOTAL,Y072,F,POP,,22209
1981S2,TOTAL,Y072,TOTAL,POP,,37785
1981S2,TOTAL,Y073,M,POP,,14443
1981S2,TOTAL,Y073,F,POP,,20866
1981S2,TOTAL,Y073,TOTAL,POP,,35309
1981S2,TOTAL,Y074,M,POP,,13177
1981S2,TOTAL,Y074,F,POP,,19963
1981S2,TOTAL,Y074,TOTAL,POP,,33140
1981S2,TOTAL,Y075,M,POP,,12173
1981S2,TOTAL,Y075,F,POP,,18875
1981S2,TOTAL,Y075,TOTAL,POP,,31048
1981S2,TOTAL,Y076,M,POP,,11071
1981S2,TOTAL,Y076,F,POP,,17580
1981S2,TOTAL,Y076,TOTAL,POP,,28651
1981S2,TOTAL,Y077,M,POP,,10096
1981S2,TOTAL,Y077,F,POP,,16308
1981S2,TOTAL,Y077,TOTAL,POP,,26404
1981S2,TOTAL,Y078,M,POP,,9275
1981S2,TOTAL,Y078,F,POP,,15238
1981S2,TOTAL,Y078,TOTAL,POP,,24513
1981S2,TOTAL,Y079,M,POP,,8305
1981S2,TOTAL,Y079,F,POP,,13816
1981S2,TOTAL,Y079,TOTAL,POP,,22121
1981S2,TOTAL,Y080,M,POP,,7547
1981S2,TOTAL,Y080,F,POP,,13225
1981S2,TOTAL,Y080,TOTAL,POP,,20772
1981S2,TOTAL,Y081,M,POP,,6156
1981S2,TOTAL,Y081,F,POP,,11275
1981S2,TOTAL,Y081,TOTAL,POP,,17431
1981S2,TOTAL,Y082,M,POP,,4776
1981S2,TOTAL,Y082,F,POP,,8853
1981S2,TOTAL,Y082,TOTAL,POP,,13629
1981S2,TOTAL,Y083,M,POP,,4157
1981S2,TOTAL,Y083,F,POP,,7775
1981S2,TOTAL,Y083,TOTAL,POP,,11932
1981S2,TOTAL,Y084,M,POP,,3686
1981S2,TOTAL,Y084,F,POP,,6775
1981S2,TOTAL,Y084,TOTAL,POP,,10461
1981S2,TOTAL,Y085,M,POP,,3035
1981S2,TOTAL,Y085,F,POP,,6035
1981S2,TOTAL,Y085,TOTAL,POP,,9070
1981S2,TOTAL,Y086,M,POP,,2351
1981S2,TOTAL,Y086,F,POP,,4983
1981S2,TOTAL,Y086,TOTAL,POP,,7334
1981S2,TOTAL,Y087,M,POP,,1791
1981S2,TOTAL,Y087,F,POP,,3910
1981S2,TOTAL,Y087,TOTAL,POP,,5701
1981S2,TOTAL,Y088,M,POP,,1411
1981S2,TOTAL,Y088,F,POP,,3142
1981S2,TOTAL,Y088,TOTAL,POP,,4553
1981S2,TOTAL,Y089,M,POP,,1076
1981S2,TOTAL,Y089,F,POP,,2481
1981S2,TOTAL,Y089,TOTAL,POP,,3557
1981S2,TOTAL,Y090,M,POP,,795
1981S2,TOTAL,Y090,F,POP,,1922
1981S2,TOTAL,Y090,TOTAL,POP,,2717
1981S2,TOTAL,Y091,M,POP,,651
1981S2,TOTAL,Y091,F,POP,,1594
1981S2,TOTAL,Y091,TOTAL,POP,,2245
1981S2,TOTAL,Y092,M,POP,,501
1981S2,TOTAL,Y092,F,POP,,1279
1981S2,TOTAL,Y092,TOTAL,POP,,1780
1981S2,TOTAL,Y093,M,POP,,324
1981S2,TOTAL,Y093,F,POP,,853
1981S2,TOTAL,Y093,TOTAL,POP,,1177
1981S2,TOTAL,Y094,M,POP,,176
1981S2,TOTAL,Y094,F,POP,,514
1981S2,TOTAL,Y094,TOTAL,POP,,690
1981S2,TOTAL,Y_GE095,M,POP,,379
1981S2,TOTAL,Y_GE095,F,POP,,1196
1981S2,TOTAL,Y_GE095,TOTAL,POP,,1575
1981S2,TOTAL,TOTAL,M,POP,,2919876
1981S2,TOTAL,TOTAL,F,POP,,3036398
1981S2,TOTAL,TOTAL,TOTAL,POP,,5956274
1982S1,TOTAL,Y000,M,POP,,39170
1982S1,TOTAL,Y000,F,POP,,35620
1982S1,TOTAL,Y000,TOTAL,POP,,74790
1982S1,TOTAL,Y001,M,POP,,41920
1982S1,TOTAL,Y001,F,POP,,39550
1982S1,TOTAL,Y001,TOTAL,POP,,81470
1982S1,TOTAL,Y002,M,POP,,46234
1982S1,TOTAL,Y002,F,POP,,43740
1982S1,TOTAL,Y002,TOTAL,POP,,89974
1982S1,TOTAL,Y003,M,POP,,49256
1982S1,TOTAL,Y003,F,POP,,46362
1982S1,TOTAL,Y003,TOTAL,POP,,95618
1982S1,TOTAL,Y004,M,POP,,51233
1982S1,TOTAL,Y004,F,POP,,48646
1982S1,TOTAL,Y004,TOTAL,POP,,99879
1982S1,TOTAL,Y005,M,POP,,53489
1982S1,TOTAL,Y005,F,POP,,50245
1982S1,TOTAL,Y005,TOTAL,POP,,103734
1982S1,TOTAL,Y006,M,POP,,55348
1982S1,TOTAL,Y006,F,POP,,51801
1982S1,TOTAL,Y006,TOTAL,POP,,107149
1982S1,TOTAL,Y007,M,POP,,54373
1982S1,TOTAL,Y007,F,POP,,51116
1982S1,TOTAL,Y007,TOTAL,POP,,105489
1982S1,TOTAL,Y008,M,POP,,53223
1982S1,TOTAL,Y008,F,POP,,50677
1982S1,TOTAL,Y008,TOTAL,POP,,103900
1982S1,TOTAL,Y009,M,POP,,52530
1982S1,TOTAL,Y009,F,POP,,49554
1982S1,TOTAL,Y009,TOTAL,POP,,102084
1982S1,TOTAL,Y010,M,POP,,52473
1982S1,TOTAL,Y010,F,POP,,47856
1982S1,TOTAL,Y010,TOTAL,POP,,100329
1982S1,TOTAL,Y011,M,POP,,50926
1982S1,TOTAL,Y011,F,POP,,48970
1982S1,TOTAL,Y011,TOTAL,POP,,99896
1982S1,TOTAL,Y012,M,POP,,49371
1982S1,TOTAL,Y012,F,POP,,47073
1982S1,TOTAL,Y012,TOTAL,POP,,96444
1982S1,TOTAL,Y013,M,POP,,49662
1982S1,TOTAL,Y013,F,POP,,47330
1982S1,TOTAL,Y013,TOTAL,POP,,96992
1982S1,TOTAL,Y014,M,POP,,51206
1982S1,TOTAL,Y014,F,POP,,48171
1982S1,TOTAL,Y014,TOTAL,POP,,99377
1982S1,TOTAL,Y015,M,POP,,49697
1982S1,TOTAL,Y015,F,POP,,47332
1982S1,TOTAL,Y015,TOTAL,POP,,97029
1982S1,TOTAL,Y016,M,POP,,49879
1982S1,TOTAL,Y016,F,POP,,47471
1982S1,TOTAL,Y016,TOTAL,POP,,97350
1982S1,TOTAL,Y017,M,POP,,50282
1982S1,TOTAL,Y017,F,POP,,48394
1982S1,TOTAL,Y017,TOTAL,POP,,98676
1982S1,TOTAL,Y018,M,POP,,47422
1982S1,TOTAL,Y018,F,POP,,45936
1982S1,TOTAL,Y018,TOTAL,POP,,93358
1982S1,TOTAL,Y019,M,POP,,46906
1982S1,TOTAL,Y019,F,POP,,45225
1982S1,TOTAL,Y019,TOTAL,POP,,92131
1982S1,TOTAL,Y020,M,POP,,46261
1982S1,TOTAL,Y020,F,POP,,45132
1982S1,TOTAL,Y020,TOTAL,POP,,91393
1982S1,TOTAL,Y021,M,POP,,45354
1982S1,TOTAL,Y021,F,POP,,45066
1982S1,TOTAL,Y021,TOTAL,POP,,90420
1982S1,TOTAL,Y022,M,POP,,45651
1982S1,TOTAL,Y022,F,POP,,45462
1982S1,TOTAL,Y022,TOTAL,POP,,91113
1982S1,TOTAL,Y023,M,POP,,45275
1982S1,TOTAL,Y023,F,POP,,45435
1982S1,TOTAL,Y023,TOTAL,POP,,90710
1982S1,TOTAL,Y024,M,POP,,44873
1982S1,TOTAL,Y024,F,POP,,45350
1982S1,TOTAL,Y024,TOTAL,POP,,90223
1982S1,TOTAL,Y025,M,POP,,43027
1982S1,TOTAL,Y025,F,POP,,42874
1982S1,TOTAL,Y025,TOTAL,POP,,85901
1982S1,TOTAL,Y026,M,POP,,42611
1982S1,TOTAL,Y026,F,POP,,42628
1982S1,TOTAL,Y026,TOTAL,POP,,85239
1982S1,TOTAL,Y027,M,POP,,41698
1982S1,TOTAL,Y027,F,POP,,42152
1982S1,TOTAL,Y027,TOTAL,POP,,83850
1982S1,TOTAL,Y028,M,POP,,42387
1982S1,TOTAL,Y028,F,POP,,42079
1982S1,TOTAL,Y028,TOTAL,POP,,84466
1982S1,TOTAL,Y029,M,POP,,42657
1982S1,TOTAL,Y029,F,POP,,42848
1982S1,TOTAL,Y029,TOTAL,POP,,85505
1982S1,TOTAL,Y030,M,POP,,41118
1982S1,TOTAL,Y030,F,POP,,40808
1982S1,TOTAL,Y030,TOTAL,POP,,81926
1982S1,TOTAL,Y031,M,POP,,40127
1982S1,TOTAL,Y031,F,POP,,40414
1982S1,TOTAL,Y031,TOTAL,POP,,80541
1982S1,TOTAL,Y032,M,POP,,42577
1982S1,TOTAL,Y032,F,POP,,42055
1982S1,TOTAL,Y032,TOTAL,POP,,84632
1982S1,TOTAL,Y033,M,POP,,45624
1982S1,TOTAL,Y033,F,POP,,45524
1982S1,TOTAL,Y033,TOTAL,POP,,91148
1982S1,TOTAL,Y034,M,POP,,42176
1982S1,TOTAL,Y034,F,POP,,41747
1982S1,TOTAL,Y034,TOTAL,POP,,83923
1982S1,TOTAL,Y035,M,POP,,39918
1982S1,TOTAL,Y035,F,POP,,39282
1982S1,TOTAL,Y035,TOTAL,POP,,79200
1982S1,TOTAL,Y036,M,POP,,42669
1982S1,TOTAL,Y036,F,POP,,42001
1982S1,TOTAL,Y036,TOTAL,POP,,84670
1982S1,TOTAL,Y037,M,POP,,40055
1982S1,TOTAL,Y037,F,POP,,40057
1982S1,TOTAL,Y037,TOTAL,POP,,80112
1982S1,TOTAL,Y038,M,POP,,39547
1982S1,TOTAL,Y038,F,POP,,38966
1982S1,TOTAL,Y038,TOTAL,POP,,78513
1982S1,TOTAL,Y039,M,POP,,34395
1982S1,TOTAL,Y039,F,POP,,33234
1982S1,TOTAL,Y039,TOTAL,POP,,67629
1982S1,TOTAL,Y040,M,POP,,32212
1982S1,TOTAL,Y040,F,POP,,31232
1982S1,TOTAL,Y040,TOTAL,POP,,63444
1982S1,TOTAL,Y041,M,POP,,41876
1982S1,TOTAL,Y041,F,POP,,40091
1982S1,TOTAL,Y041,TOTAL,POP,,81967
1982S1,TOTAL,Y042,M,POP,,23877
1982S1,TOTAL,Y042,F,POP,,23380
1982S1,TOTAL,Y042,TOTAL,POP,,47257
1982S1,TOTAL,Y043,M,POP,,29234
1982S1,TOTAL,Y043,F,POP,,28959
1982S1,TOTAL,Y043,TOTAL,POP,,58193
1982S1,TOTAL,Y044,M,POP,,36166
1982S1,TOTAL,Y044,F,POP,,35171
1982S1,TOTAL,Y044,TOTAL,POP,,71337
1982S1,TOTAL,Y045,M,POP,,38455
1982S1,TOTAL,Y045,F,POP,,39565
1982S1,TOTAL,Y045,TOTAL,POP,,78020
1982S1,TOTAL,Y046,M,POP,,37029
1982S1,TOTAL,Y046,F,POP,,37145
1982S1,TOTAL,Y046,TOTAL,POP,,74174
1982S1,TOTAL,Y047,M,POP,,36536
1982S1,TOTAL,Y047,F,POP,,36688
1982S1,TOTAL,Y047,TOTAL,POP,,73224
1982S1,TOTAL,Y048,M,POP,,38198
1982S1,TOTAL,Y048,F,POP,,39193
1982S1,TOTAL,Y048,TOTAL,POP,,77391
1982S1,TOTAL,Y049,M,POP,,37557
1982S1,TOTAL,Y049,F,POP,,38908
1982S1,TOTAL,Y049,TOTAL,POP,,76465
1982S1,TOTAL,Y050,M,POP,,36931
1982S1,TOTAL,Y050,F,POP,,37700
1982S1,TOTAL,Y050,TOTAL,POP,,74631
1982S1,TOTAL,Y051,M,POP,,36888
1982S1,TOTAL,Y051,F,POP,,39150
1982S1,TOTAL,Y051,TOTAL,POP,,76038
1982S1,TOTAL,Y052,M,POP,,35449
1982S1,TOTAL,Y052,F,POP,,36469
1982S1,TOTAL,Y052,TOTAL,POP,,71918
1982S1,TOTAL,Y053,M,POP,,35102
1982S1,TOTAL,Y053,F,POP,,37174
1982S1,TOTAL,Y053,TOTAL,POP,,72276
1982S1,TOTAL,Y054,M,POP,,33712
1982S1,TOTAL,Y054,F,POP,,35759
1982S1,TOTAL,Y054,TOTAL,POP,,69471
1982S1,TOTAL,Y055,M,POP,,34548
1982S1,TOTAL,Y055,F,POP,,36235
1982S1,TOTAL,Y055,TOTAL,POP,,70783
1982S1,TOTAL,Y056,M,POP,,33257
1982S1,TOTAL,Y056,F,POP,,36013
1982S1,TOTAL,Y056,TOTAL,POP,,69270
1982S1,TOTAL,Y057,M,POP,,32790
1982S1,TOTAL,Y057,F,POP,,34740
1982S1,TOTAL,Y057,TOTAL,POP,,67530
1982S1,TOTAL,Y058,M,POP,,31356
1982S1,TOTAL,Y058,F,POP,,33524
1982S1,TOTAL,Y058,TOTAL,POP,,64880
1982S1,TOTAL,Y059,M,POP,,30913
1982S1,TOTAL,Y059,F,POP,,33868
1982S1,TOTAL,Y059,TOTAL,POP,,64781
1982S1,TOTAL,Y060,M,POP,,30117
1982S1,TOTAL,Y060,F,POP,,31597
1982S1,TOTAL,Y060,TOTAL,POP,,61714
1982S1,TOTAL,Y061,M,POP,,25850
1982S1,TOTAL,Y061,F,POP,,31904
1982S1,TOTAL,Y061,TOTAL,POP,,57754
1982S1,TOTAL,Y062,M,POP,,22745
1982S1,TOTAL,Y062,F,POP,,27282
1982S1,TOTAL,Y062,TOTAL,POP,,50027
1982S1,TOTAL,Y063,M,POP,,22115
1982S1,TOTAL,Y063,F,POP,,27872
1982S1,TOTAL,Y063,TOTAL,POP,,49987
1982S1,TOTAL,Y064,M,POP,,20665
1982S1,TOTAL,Y064,F,POP,,25745
1982S1,TOTAL,Y064,TOTAL,POP,,46410
1982S1,TOTAL,Y065,M,POP,,20313
1982S1,TOTAL,Y065,F,POP,,25764
1982S1,TOTAL,Y065,TOTAL,POP,,46077
1982S1,TOTAL,Y066,M,POP,,19815
1982S1,TOTAL,Y066,F,POP,,25573
1982S1,TOTAL,Y066,TOTAL,POP,,45388
1982S1,TOTAL,Y067,M,POP,,19898
1982S1,TOTAL,Y067,F,POP,,26253
1982S1,TOTAL,Y067,TOTAL,POP,,46151
1982S1,TOTAL,Y068,M,POP,,19035
1982S1,TOTAL,Y068,F,POP,,25001
1982S1,TOTAL,Y068,TOTAL,POP,,44036
1982S1,TOTAL,Y069,M,POP,,18631
1982S1,TOTAL,Y069,F,POP,,24714
1982S1,TOTAL,Y069,TOTAL,POP,,43345
1982S1,TOTAL,Y070,M,POP,,17217
1982S1,TOTAL,Y070,F,POP,,23638
1982S1,TOTAL,Y070,TOTAL,POP,,40855
1982S1,TOTAL,Y071,M,POP,,16872
1982S1,TOTAL,Y071,F,POP,,24075
1982S1,TOTAL,Y071,TOTAL,POP,,40947
1982S1,TOTAL,Y072,M,POP,,15692
1982S1,TOTAL,Y072,F,POP,,22831
1982S1,TOTAL,Y072,TOTAL,POP,,38523
1982S1,TOTAL,Y073,M,POP,,14769
1982S1,TOTAL,Y073,F,POP,,21015
1982S1,TOTAL,Y073,TOTAL,POP,,35784
1982S1,TOTAL,Y074,M,POP,,13482
1982S1,TOTAL,Y074,F,POP,,20138
1982S1,TOTAL,Y074,TOTAL,POP,,33620
1982S1,TOTAL,Y075,M,POP,,12178
1982S1,TOTAL,Y075,F,POP,,19167
1982S1,TOTAL,Y075,TOTAL,POP,,31345
1982S1,TOTAL,Y076,M,POP,,11415
1982S1,TOTAL,Y076,F,POP,,17836
1982S1,TOTAL,Y076,TOTAL,POP,,29251
1982S1,TOTAL,Y077,M,POP,,10061
1982S1,TOTAL,Y077,F,POP,,16623
1982S1,TOTAL,Y077,TOTAL,POP,,26684
1982S1,TOTAL,Y078,M,POP,,9395
1982S1,TOTAL,Y078,F,POP,,15225
1982S1,TOTAL,Y078,TOTAL,POP,,24620
1982S1,TOTAL,Y079,M,POP,,8408
1982S1,TOTAL,Y079,F,POP,,14455
1982S1,TOTAL,Y079,TOTAL,POP,,22863
1982S1,TOTAL,Y080,M,POP,,7505
1982S1,TOTAL,Y080,F,POP,,12407
1982S1,TOTAL,Y080,TOTAL,POP,,19912
1982S1,TOTAL,Y081,M,POP,,6812
1982S1,TOTAL,Y081,F,POP,,13015
1982S1,TOTAL,Y081,TOTAL,POP,,19827
1982S1,TOTAL,Y082,M,POP,,4896
1982S1,TOTAL,Y082,F,POP,,8775
1982S1,TOTAL,Y082,TOTAL,POP,,13671
1982S1,TOTAL,Y083,M,POP,,4144
1982S1,TOTAL,Y083,F,POP,,8133
1982S1,TOTAL,Y083,TOTAL,POP,,12277
1982S1,TOTAL,Y084,M,POP,,3612
1982S1,TOTAL,Y084,F,POP,,6683
1982S1,TOTAL,Y084,TOTAL,POP,,10295
1982S1,TOTAL,Y085,M,POP,,3238
1982S1,TOTAL,Y085,F,POP,,6086
1982S1,TOTAL,Y085,TOTAL,POP,,9324
1982S1,TOTAL,Y086,M,POP,,2353
1982S1,TOTAL,Y086,F,POP,,5215
1982S1,TOTAL,Y086,TOTAL,POP,,7568
1982S1,TOTAL,Y087,M,POP,,1945
1982S1,TOTAL,Y087,F,POP,,4063
1982S1,TOTAL,Y087,TOTAL,POP,,6008
1982S1,TOTAL,Y088,M,POP,,1338
1982S1,TOTAL,Y088,F,POP,,3125
1982S1,TOTAL,Y088,TOTAL,POP,,4463
1982S1,TOTAL,Y089,M,POP,,1188
1982S1,TOTAL,Y089,F,POP,,2603
1982S1,TOTAL,Y089,TOTAL,POP,,3791
1982S1,TOTAL,Y090,M,POP,,762
1982S1,TOTAL,Y090,F,POP,,1902
1982S1,TOTAL,Y090,TOTAL,POP,,2664
1982S1,TOTAL,Y091,M,POP,,646
1982S1,TOTAL,Y091,F,POP,,1567
1982S1,TOTAL,Y091,TOTAL,POP,,2213
1982S1,TOTAL,Y092,M,POP,,514
1982S1,TOTAL,Y092,F,POP,,1301
1982S1,TOTAL,Y092,TOTAL,POP,,1815
1982S1,TOTAL,Y093,M,POP,,366
1982S1,TOTAL,Y093,F,POP,,1010
1982S1,TOTAL,Y093,TOTAL,POP,,1376
1982S1,TOTAL,Y094,M,POP,,206
1982S1,TOTAL,Y094,F,POP,,511
1982S1,TOTAL,Y094,TOTAL,POP,,717
1982S1,TOTAL,Y_GE095,M,POP,,374
1982S1,TOTAL,Y_GE095,F,POP,,1214
1982S1,TOTAL,Y_GE095,TOTAL,POP,,1588
1982S1,TOTAL,TOTAL,M,POP,,2923258
1982S1,TOTAL,TOTAL,F,POP,,3039465
1982S1,TOTAL,TOTAL,TOTAL,POP,,5962723
1982S2,TOTAL,Y000,M,POP,,38336
1982S2,TOTAL,Y000,F,POP,,35210
1982S2,TOTAL,Y000,TOTAL,POP,,73546
1982S2,TOTAL,Y001,M,POP,,40538
1982S2,TOTAL,Y001,F,POP,,37740
1982S2,TOTAL,Y001,TOTAL,POP,,78278
1982S2,TOTAL,Y002,M,POP,,44096
1982S2,TOTAL,Y002,F,POP,,41705
1982S2,TOTAL,Y002,TOTAL,POP,,85801
1982S2,TOTAL,Y003,M,POP,,47621
1982S2,TOTAL,Y003,F,POP,,44868
1982S2,TOTAL,Y003,TOTAL,POP,,92489
1982S2,TOTAL,Y004,M,POP,,50115
1982S2,TOTAL,Y004,F,POP,,47400
1982S2,TOTAL,Y004,TOTAL,POP,,97515
1982S2,TOTAL,Y005,M,POP,,52174
1982S2,TOTAL,Y005,F,POP,,49278
1982S2,TOTAL,Y005,TOTAL,POP,,101452
1982S2,TOTAL,Y006,M,POP,,54228
1982S2,TOTAL,Y006,F,POP,,50858
1982S2,TOTAL,Y006,TOTAL,POP,,105086
1982S2,TOTAL,Y007,M,POP,,54678
1982S2,TOTAL,Y007,F,POP,,51279
1982S2,TOTAL,Y007,TOTAL,POP,,105957
1982S2,TOTAL,Y008,M,POP,,53639
1982S2,TOTAL,Y008,F,POP,,50753
1982S2,TOTAL,Y008,TOTAL,POP,,104392
1982S2,TOTAL,Y009,M,POP,,52713
1982S2,TOTAL,Y009,F,POP,,49907
1982S2,TOTAL,Y009,TOTAL,POP,,102620
1982S2,TOTAL,Y010,M,POP,,52392
1982S2,TOTAL,Y010,F,POP,,48641
1982S2,TOTAL,Y010,TOTAL,POP,,101033
1982S2,TOTAL,Y011,M,POP,,51489
1982S2,TOTAL,Y011,F,POP,,48357
1982S2,TOTAL,Y011,TOTAL,POP,,99846
1982S2,TOTAL,Y012,M,POP,,49988
1982S2,TOTAL,Y012,F,POP,,47841
1982S2,TOTAL,Y012,TOTAL,POP,,97829
1982S2,TOTAL,Y013,M,POP,,49389
1982S2,TOTAL,Y013,F,POP,,47080
1982S2,TOTAL,Y013,TOTAL,POP,,96469
1982S2,TOTAL,Y014,M,POP,,50391
1982S2,TOTAL,Y014,F,POP,,47737
1982S2,TOTAL,Y014,TOTAL,POP,,98128
1982S2,TOTAL,Y015,M,POP,,50356
1982S2,TOTAL,Y015,F,POP,,47729
1982S2,TOTAL,Y015,TOTAL,POP,,98085
1982S2,TOTAL,Y016,M,POP,,49778
1982S2,TOTAL,Y016,F,POP,,47400
1982S2,TOTAL,Y016,TOTAL,POP,,97178
1982S2,TOTAL,Y017,M,POP,,49979
1982S2,TOTAL,Y017,F,POP,,47880
1982S2,TOTAL,Y017,TOTAL,POP,,97859
1982S2,TOTAL,Y018,M,POP,,48822
1982S2,TOTAL,Y018,F,POP,,47092
1982S2,TOTAL,Y018,TOTAL,POP,,95914
1982S2,TOTAL,Y019,M,POP,,47097
1982S2,TOTAL,Y019,F,POP,,45566
1982S2,TOTAL,Y019,TOTAL,POP,,92663
1982S2,TOTAL,Y020,M,POP,,46486
1982S2,TOTAL,Y020,F,POP,,45145
1982S2,TOTAL,Y020,TOTAL,POP,,91631
1982S2,TOTAL,Y021,M,POP,,45658
1982S2,TOTAL,Y021,F,POP,,45010
1982S2,TOTAL,Y021,TOTAL,POP,,90668
1982S2,TOTAL,Y022,M,POP,,45501
1982S2,TOTAL,Y022,F,POP,,45275
1982S2,TOTAL,Y022,TOTAL,POP,,90776
1982S2,TOTAL,Y023,M,POP,,45354
1982S2,TOTAL,Y023,F,POP,,45395
1982S2,TOTAL,Y023,TOTAL,POP,,90749
1982S2,TOTAL,Y024,M,POP,,45024
1982S2,TOTAL,Y024,F,POP,,45362
1982S2,TOTAL,Y024,TOTAL,POP,,90386
1982S2,TOTAL,Y025,M,POP,,43869
1982S2,TOTAL,Y025,F,POP,,44017
1982S2,TOTAL,Y025,TOTAL,POP,,87886
1982S2,TOTAL,Y026,M,POP,,42685
1982S2,TOTAL,Y026,F,POP,,42680
1982S2,TOTAL,Y026,TOTAL,POP,,85365
1982S2,TOTAL,Y027,M,POP,,42058
1982S2,TOTAL,Y027,F,POP,,42285
1982S2,TOTAL,Y027,TOTAL,POP,,84343
1982S2,TOTAL,Y028,M,POP,,41927
1982S2,TOTAL,Y028,F,POP,,41989
1982S2,TOTAL,Y028,TOTAL,POP,,83916
1982S2,TOTAL,Y029,M,POP,,42383
1982S2,TOTAL,Y029,F,POP,,42388
1982S2,TOTAL,Y029,TOTAL,POP,,84771
1982S2,TOTAL,Y030,M,POP,,41802
1982S2,TOTAL,Y030,F,POP,,41699
1982S2,TOTAL,Y030,TOTAL,POP,,83501
1982S2,TOTAL,Y031,M,POP,,40426
1982S2,TOTAL,Y031,F,POP,,40498
1982S2,TOTAL,Y031,TOTAL,POP,,80924
1982S2,TOTAL,Y032,M,POP,,41186
1982S2,TOTAL,Y032,F,POP,,41060
1982S2,TOTAL,Y032,TOTAL,POP,,82246
1982S2,TOTAL,Y033,M,POP,,43951
1982S2,TOTAL,Y033,F,POP,,43676
1982S2,TOTAL,Y033,TOTAL,POP,,87627
1982S2,TOTAL,Y034,M,POP,,43715
1982S2,TOTAL,Y034,F,POP,,43529
1982S2,TOTAL,Y034,TOTAL,POP,,87244
1982S2,TOTAL,Y035,M,POP,,40881
1982S2,TOTAL,Y035,F,POP,,40356
1982S2,TOTAL,Y035,TOTAL,POP,,81237
1982S2,TOTAL,Y036,M,POP,,41144
1982S2,TOTAL,Y036,F,POP,,40558
1982S2,TOTAL,Y036,TOTAL,POP,,81702
1982S2,TOTAL,Y037,M,POP,,41229
1982S2,TOTAL,Y037,F,POP,,40932
1982S2,TOTAL,Y037,TOTAL,POP,,82161
1982S2,TOTAL,Y038,M,POP,,39669
1982S2,TOTAL,Y038,F,POP,,39408
1982S2,TOTAL,Y038,TOTAL,POP,,79077
1982S2,TOTAL,Y039,M,POP,,36855
1982S2,TOTAL,Y039,F,POP,,36014
1982S2,TOTAL,Y039,TOTAL,POP,,72869
1982S2,TOTAL,Y040,M,POP,,33151
1982S2,TOTAL,Y040,F,POP,,32173
1982S2,TOTAL,Y040,TOTAL,POP,,65324
1982S2,TOTAL,Y041,M,POP,,36959
1982S2,TOTAL,Y041,F,POP,,35625
1982S2,TOTAL,Y041,TOTAL,POP,,72584
1982S2,TOTAL,Y042,M,POP,,32742
1982S2,TOTAL,Y042,F,POP,,31644
1982S2,TOTAL,Y042,TOTAL,POP,,64386
1982S2,TOTAL,Y043,M,POP,,26453
1982S2,TOTAL,Y043,F,POP,,26101
1982S2,TOTAL,Y043,TOTAL,POP,,52554
1982S2,TOTAL,Y044,M,POP,,32642
1982S2,TOTAL,Y044,F,POP,,31987
1982S2,TOTAL,Y044,TOTAL,POP,,64629
1982S2,TOTAL,Y045,M,POP,,37152
1982S2,TOTAL,Y045,F,POP,,37302
1982S2,TOTAL,Y045,TOTAL,POP,,74454
1982S2,TOTAL,Y046,M,POP,,37629
1982S2,TOTAL,Y046,F,POP,,38266
1982S2,TOTAL,Y046,TOTAL,POP,,75895
1982S2,TOTAL,Y047,M,POP,,36641
1982S2,TOTAL,Y047,F,POP,,36866
1982S2,TOTAL,Y047,TOTAL,POP,,73507
1982S2,TOTAL,Y048,M,POP,,37276
1982S2,TOTAL,Y048,F,POP,,37873
1982S2,TOTAL,Y048,TOTAL,POP,,75149
1982S2,TOTAL,Y049,M,POP,,37751
1982S2,TOTAL,Y049,F,POP,,38971
1982S2,TOTAL,Y049,TOTAL,POP,,76722
1982S2,TOTAL,Y050,M,POP,,37129
1982S2,TOTAL,Y050,F,POP,,38212
1982S2,TOTAL,Y050,TOTAL,POP,,75341
1982S2,TOTAL,Y051,M,POP,,36765
1982S2,TOTAL,Y051,F,POP,,38363
1982S2,TOTAL,Y051,TOTAL,POP,,75128
1982S2,TOTAL,Y052,M,POP,,36041
1982S2,TOTAL,Y052,F,POP,,37711
1982S2,TOTAL,Y052,TOTAL,POP,,73752
1982S2,TOTAL,Y053,M,POP,,35113
1982S2,TOTAL,Y053,F,POP,,36765
1982S2,TOTAL,Y053,TOTAL,POP,,71878
1982S2,TOTAL,Y054,M,POP,,34247
1982S2,TOTAL,Y054,F,POP,,36339
1982S2,TOTAL,Y054,TOTAL,POP,,70586
1982S2,TOTAL,Y055,M,POP,,33966
1982S2,TOTAL,Y055,F,POP,,35893
1982S2,TOTAL,Y055,TOTAL,POP,,69859
1982S2,TOTAL,Y056,M,POP,,33717
1982S2,TOTAL,Y056,F,POP,,36044
1982S2,TOTAL,Y056,TOTAL,POP,,69761
1982S2,TOTAL,Y057,M,POP,,32850
1982S2,TOTAL,Y057,F,POP,,35215
1982S2,TOTAL,Y057,TOTAL,POP,,68065
1982S2,TOTAL,Y058,M,POP,,31911
1982S2,TOTAL,Y058,F,POP,,34062
1982S2,TOTAL,Y058,TOTAL,POP,,65973
